stringA,stringB,itemNumber,type
hastems,pachang,34,original
pritent,partify,37,original
systina,clarral,14,original
pertice,proundi,33,original
throuss,varketa,9,original
tessina,prousup,48,original
meentra,qualrev,47,original
sersice,fityrud,43,original
anceste,bollyze,49,original
lifinta,raddreg,6,original
pargest,servica,4,original
tatinse,suppopp,50,original
exturea,limanol,16,original
mestins,devivar,32,original
premser,groctsi,10,original
somersi,larlize,23,original
deffent,specity,17,original
weastin,rembrob,38,original
strewri,forings,27,original
refends,suprega,28,original
rousent,prounds,35,original
domeave,shoureg,7,original
vernion,gramile,15,original
ausenus,throdyn,8,original
arthrol,moutlem,24,original
devervi,dessaga,19,original
advical,trinche,36,original
commedi,englita,26,original
shouges,anathly,5,original
montsim,nothrog,11,original
himumma,anotain,46,original
suprovi,whetesi,45,original
thregul,avelian,13,original
benervi,fainges,1,original
filisma,engstin,31,original
probble,slannet,44,original
pranomp,arcents,40,original
suption,montems,12,original
grashin,delpith,2,original
jusessa,telcout,20,original
morying,anottac,42,original
pervica,slanoth,29,original
becadev,howseri,22,original
belysty,sectori,39,original
togriva,worinta,21,original
dolsimp,clester,41,original
wiligna,materal,30,original
howinge,thervil,3,original
sanybon,incleas,25,original
posiver,sounano,18,original
delpith,shouges,53,new
fainges,bollyze,128,new
somersi,varketa,63,new
anottac,rembrob,127,new
arcents,becadev,114,new
rousent,advical,112,new
howseri,shoureg,52,new
whetesi,gramile,119,new
pargest,howinge,67,new
arcents,benervi,88,new
englita,fityrud,142,new
tessina,pranomp,141,new
somersi,benervi,69,new
premser,dolsimp,115,new
slanoth,filisma,113,new
howseri,howinge,61,new
thervil,sanybon,74,new
sounano,benervi,75,new
clester,pachang,149,new
refends,prounds,106,new
sounano,fityrud,101,new
tatinse,prounds,145,new
clester,jusessa,103,new
slannet,shouges,81,new
delpith,probble,116,new
slanoth,fityrud,150,new
ausenus,sanybon,51,new
thervil,suppopp,132,new
ausenus,devervi,66,new
deffent,devivar,86,new
pargest,filisma,57,new
ausenus,shouges,54,new
sectori,commedi,93,new
materal,suppopp,129,new
fainges,forings,76,new
meentra,groctsi,99,new
rousent,fityrud,137,new
tessina,specity,133,new
throuss,suprovi,91,new
slannet,togriva,92,new
tatinse,filisma,126,new
delpith,posiver,70,new
tatinse,becadev,136,new
strewri,thregul,84,new
howseri,gramile,77,new
clester,howinge,89,new
fainges,gramile,56,new
arcents,probble,148,new
whetesi,becadev,111,new
howseri,raddreg,58,new
limanol,trinche,83,new
raddreg,ausenus,55,new
throdyn,tatinse,144,new
rembrob,weastin,146,new
pachang,pertice,97,new
himumma,dessaga,139,new
morying,tatinse,123,new
filisma,anceste,135,new
proundi,slannet,138,new
suprega,sectori,108,new
devivar,strewri,98,new
pervica,trinche,95,new
rembrob,exturea,100,new
shouges,materal,72,new
servica,clester,85,new
advical,tessina,143,new
raddreg,telcout,73,new
jusessa,sectori,104,new
devervi,anceste,140,new
rembrob,whetesi,147,new
filisma,delpith,65,new
posiver,thervil,68,new
varketa,worinta,60,new
limanol,mestins,82,new
prousup,thervil,134,new
devervi,slanoth,87,new
pervica,strewri,107,new
shoureg,materal,62,new
jusessa,anathly,71,new
limanol,anotain,105,new
grashin,ausenus,78,new
proundi,arthrol,110,new
dolsimp,meentra,124,new
howinge,tessina,117,new
prousup,howseri,131,new
moutlem,pritent,102,new
himumma,fainges,94,new
benervi,slanoth,79,new
rembrob,thervil,90,new
pachang,anotain,125,new
wiligna,clester,118,new
prounds,slanoth,96,new
dolsimp,anottac,130,new
limanol,lifinta,80,new
suprega,strewri,120,new
forings,mestins,109,new
limanol,anathly,59,new
throdyn,throuss,64,new
filisma,tessina,122,new
bollyze,rousent,121,new
