stringA,stringB,itemNumber,type
trinche,advical,36,original
dessaga,devervi,19,original
engstin,filisma,31,original
anotain,himumma,46,original
fainges,benervi,1,original
vernion,gramile,15,original
ausenus,throdyn,8,original
premser,groctsi,10,original
arthrol,moutlem,24,original
thervil,howinge,3,original
rousent,prounds,35,original
systina,clarral,14,original
sounano,posiver,18,original
materal,wiligna,30,original
clester,dolsimp,41,original
englita,commedi,26,original
anathly,shouges,5,original
pargest,servica,4,original
exturea,limanol,16,original
strewri,forings,27,original
whetesi,suprovi,45,original
sersice,fityrud,43,original
pritent,partify,37,original
delpith,grashin,2,original
anottac,morying,42,original
pachang,hastems,34,original
sanybon,incleas,25,original
pervica,slanoth,29,original
probble,slannet,44,original
thregul,avelian,13,original
suprega,refends,28,original
pranomp,arcents,40,original
rembrob,weastin,38,original
devivar,mestins,32,original
specity,deffent,17,original
togriva,worinta,21,original
shoureg,domeave,7,original
suption,montems,12,original
raddreg,lifinta,6,original
montsim,nothrog,11,original
larlize,somersi,23,original
varketa,throuss,9,original
belysty,sectori,39,original
suppopp,tatinse,50,original
proundi,pertice,33,original
becadev,howseri,22,original
bollyze,anceste,49,original
prousup,tessina,48,original
qualrev,meentra,47,original
jusessa,telcout,20,original
englita,pachang,104,new
sounano,devervi,62,new
slannet,devivar,144,new
probble,mestins,138,new
arthrol,howinge,71,new
moutlem,mestins,97,new
pritent,specity,86,new
shouges,fainges,78,new
suption,thervil,53,new
howinge,engstin,57,new
clarral,deffent,66,new
worinta,forings,82,new
bollyze,sectori,134,new
tessina,grashin,93,new
suprega,delpith,63,new
filisma,pertice,92,new
nothrog,suppopp,131,new
tatinse,limanol,140,new
himumma,fainges,99,new
sounano,partify,108,new
belysty,incleas,103,new
refends,pranomp,96,new
ausenus,groctsi,74,new
mestins,filisma,102,new
fityrud,engstin,148,new
refends,togriva,83,new
specity,systina,68,new
pargest,specity,54,new
materal,prounds,119,new
benervi,engstin,72,new
howinge,howseri,80,new
sanybon,slanoth,88,new
tessina,devervi,143,new
qualrev,anceste,149,new
vernion,dolsimp,111,new
howinge,avelian,76,new
benervi,mestins,59,new
togriva,pargest,69,new
partify,avelian,110,new
suprega,meentra,123,new
slanoth,becadev,87,new
forings,thervil,56,new
filisma,meentra,127,new
strewri,partify,113,new
thervil,togriva,77,new
anotain,devivar,135,new
limanol,howseri,84,new
meentra,proundi,122,new
montems,qualrev,129,new
sanybon,weastin,118,new
pertice,dolsimp,130,new
premser,togriva,65,new
avelian,shouges,52,new
commedi,anceste,125,new
thervil,servica,73,new
becadev,weastin,120,new
rembrob,pritent,147,new
slanoth,prousup,139,new
qualrev,engstin,146,new
anceste,togriva,133,new
pranomp,anceste,136,new
worinta,partify,114,new
specity,dessaga,64,new
refends,advical,106,new
jusessa,tatinse,150,new
thregul,anotain,109,new
limanol,dessaga,61,new
sounano,qualrev,145,new
tessina,shouges,107,new
pargest,larlize,60,new
pervica,vernion,81,new
vernion,throdyn,75,new
exturea,shouges,79,new
raddreg,delpith,51,new
posiver,domeave,70,new
trinche,togriva,116,new
worinta,belysty,94,new
throdyn,tessina,98,new
larlize,deffent,85,new
sectori,rembrob,126,new
sersice,morying,121,new
moutlem,meentra,132,new
mestins,proundi,115,new
rembrob,avelian,95,new
limanol,throuss,58,new
sanybon,englita,90,new
pritent,devervi,101,new
meentra,qualrev,141,new
throuss,prousup,137,new
advical,sounano,100,new
vernion,prousup,142,new
belysty,sectori,128,new
probble,exturea,117,new
lifinta,moutlem,55,new
pertice,forings,105,new
materal,limanol,89,new
shouges,deffent,67,new
sounano,fityrud,112,new
pachang,telcout,91,new
suprega,tatinse,124,new
