stringA,stringB,itemNumber,type
avelian,thregul,13,original
mestins,devivar,32,original
strewri,forings,27,original
rousent,prounds,35,original
engstin,filisma,31,original
clester,dolsimp,41,original
domeave,shoureg,7,original
arcents,pranomp,40,original
worinta,togriva,21,original
pargest,servica,4,original
systina,clarral,14,original
delpith,grashin,2,original
howseri,becadev,22,original
pertice,proundi,33,original
montems,suption,12,original
telcout,jusessa,20,original
slannet,probble,44,original
trinche,advical,36,original
somersi,larlize,23,original
hastems,pachang,34,original
tatinse,suppopp,50,original
meentra,qualrev,47,original
fainges,benervi,1,original
sersice,fityrud,43,original
refends,suprega,28,original
limanol,exturea,16,original
partify,pritent,37,original
sanybon,incleas,25,original
rembrob,weastin,38,original
gramile,vernion,15,original
bollyze,anceste,49,original
belysty,sectori,39,original
howinge,thervil,3,original
moutlem,arthrol,24,original
pervica,slanoth,29,original
prousup,tessina,48,original
throdyn,ausenus,8,original
wiligna,materal,30,original
commedi,englita,26,original
himumma,anotain,46,original
suprovi,whetesi,45,original
varketa,throuss,9,original
raddreg,lifinta,6,original
groctsi,premser,10,original
devervi,dessaga,19,original
posiver,sounano,18,original
specity,deffent,17,original
morying,anottac,42,original
shouges,anathly,5,original
montsim,nothrog,11,original
pargest,posiver,61,new
wiligna,materal,96,new
anathly,belysty,85,new
avelian,probble,97,new
slanoth,wiligna,99,new
varketa,meentra,110,new
meentra,morying,148,new
suprovi,slannet,146,new
fainges,shoureg,53,new
dolsimp,anceste,135,new
englita,benervi,55,new
suption,thervil,76,new
anceste,prounds,129,new
hastems,himumma,144,new
avelian,throdyn,71,new
rembrob,hastems,150,new
forings,fainges,54,new
prounds,whetesi,123,new
vernion,partify,105,new
arthrol,pranomp,106,new
anceste,grashin,100,new
qualrev,thervil,92,new
englita,montsim,63,new
morying,dessaga,120,new
trinche,devivar,103,new
throdyn,fainges,60,new
fainges,suprovi,93,new
montems,sanybon,82,new
strewri,pervica,114,new
slanoth,qualrev,139,new
thregul,clester,113,new
pritent,devervi,109,new
montsim,weastin,89,new
suppopp,sersice,130,new
delpith,servica,58,new
specity,pargest,74,new
shouges,delpith,65,new
jusessa,slannet,94,new
rousent,fityrud,147,new
anotain,proundi,143,new
mestins,larlize,107,new
avelian,gramile,67,new
clarral,slanoth,81,new
qualrev,sectori,127,new
pachang,anotain,149,new
qualrev,weastin,126,new
sersice,devervi,104,new
dessaga,advical,119,new
prousup,montems,142,new
telcout,advical,115,new
dessaga,shoureg,64,new
refends,fityrud,131,new
sounano,montsim,57,new
worinta,thregul,68,new
lifinta,pervica,90,new
suppopp,premser,134,new
shouges,throuss,59,new
weastin,bollyze,141,new
fityrud,throuss,95,new
thervil,limanol,73,new
suprovi,deffent,132,new
varketa,whetesi,111,new
throdyn,somersi,70,new
arcents,servica,87,new
nothrog,probble,98,new
anottac,posiver,102,new
qualrev,slannet,133,new
hastems,raddreg,83,new
vernion,limanol,79,new
sanybon,lifinta,56,new
shoureg,sounano,51,new
posiver,anceste,137,new
varketa,telcout,52,new
forings,thervil,62,new
raddreg,dessaga,80,new
commedi,delpith,72,new
whetesi,devivar,124,new
vernion,suption,69,new
lifinta,suppopp,136,new
moutlem,meentra,138,new
qualrev,howseri,128,new
tatinse,pachang,145,new
shoureg,englita,75,new
pervica,worinta,86,new
somersi,pranomp,117,new
servica,anotain,116,new
shouges,incleas,77,new
anceste,shoureg,108,new
becadev,dessaga,88,new
devivar,meentra,122,new
meentra,prousup,140,new
mestins,pervica,91,new
fityrud,sectori,121,new
belysty,slanoth,118,new
strewri,becadev,84,new
clarral,tessina,101,new
montsim,domeave,78,new
gramile,thervil,66,new
larlize,anceste,125,new
engstin,proundi,112,new
