stringA,stringB,itemNumber,type
materal,wiligna,30,original
incleas,sanybon,25,original
deffent,specity,17,original
anotain,himumma,46,original
slannet,probble,44,original
anceste,bollyze,49,original
domeave,shoureg,7,original
lifinta,raddreg,6,original
weastin,rembrob,38,original
vernion,gramile,15,original
somersi,larlize,23,original
montems,suption,12,original
tessina,prousup,48,original
meentra,qualrev,47,original
telcout,jusessa,20,original
pertice,proundi,33,original
mestins,devivar,32,original
englita,commedi,26,original
systina,clarral,14,original
worinta,togriva,21,original
trinche,advical,36,original
tatinse,suppopp,50,original
whetesi,suprovi,45,original
avelian,thregul,13,original
exturea,limanol,16,original
devervi,dessaga,19,original
dolsimp,clester,41,original
belysty,sectori,39,original
forings,strewri,27,original
morying,anottac,42,original
fityrud,sersice,43,original
varketa,throuss,9,original
benervi,fainges,1,original
becadev,howseri,22,original
pervica,slanoth,29,original
shouges,anathly,5,original
suprega,refends,28,original
montsim,nothrog,11,original
grashin,delpith,2,original
partify,pritent,37,original
filisma,engstin,31,original
howinge,thervil,3,original
groctsi,premser,10,original
posiver,sounano,18,original
moutlem,arthrol,24,original
servica,pargest,4,original
throdyn,ausenus,8,original
pachang,hastems,34,original
prounds,rousent,35,original
pranomp,arcents,40,original
strewri,prounds,110,new
suppopp,thervil,139,new
trinche,commedi,108,new
grashin,rousent,85,new
somersi,raddreg,52,new
bollyze,anceste,138,new
advical,lifinta,87,new
tessina,throdyn,105,new
servica,deffent,72,new
exturea,larlize,83,new
anathly,howinge,60,new
commedi,lifinta,64,new
weastin,advical,137,new
groctsi,slanoth,90,new
materal,sanybon,96,new
gramile,domeave,67,new
benervi,exturea,55,new
howinge,premser,71,new
vernion,wiligna,81,new
raddreg,vernion,53,new
dolsimp,whetesi,121,new
meentra,filisma,141,new
suppopp,slanoth,126,new
englita,grashin,79,new
probble,premser,92,new
jusessa,weastin,91,new
telcout,gramile,80,new
anathly,morying,115,new
throuss,varketa,68,new
advical,slannet,145,new
mestins,commedi,97,new
exturea,jusessa,66,new
prousup,dessaga,130,new
refends,shoureg,54,new
lifinta,limanol,56,new
sersice,varketa,114,new
togriva,domeave,62,new
arthrol,suprovi,150,new
anceste,raddreg,116,new
materal,probble,127,new
grashin,materal,69,new
shoureg,avelian,70,new
howseri,shoureg,75,new
commedi,anceste,143,new
whetesi,belysty,142,new
domeave,grashin,57,new
sectori,devivar,120,new
posiver,slanoth,86,new
systina,specity,58,new
suprovi,nothrog,104,new
larlize,worinta,84,new
thregul,slannet,117,new
bollyze,refends,146,new
tatinse,thregul,124,new
anceste,prounds,149,new
rembrob,slannet,136,new
throdyn,anceste,103,new
benervi,arthrol,63,new
pervica,sectori,118,new
benervi,ausenus,74,new
somersi,suprovi,123,new
bollyze,nothrog,144,new
prounds,slannet,122,new
bollyze,montems,148,new
anceste,suprega,131,new
somersi,morying,111,new
sectori,rembrob,135,new
benervi,domeave,77,new
partify,worinta,101,new
throdyn,telcout,61,new
himumma,sectori,133,new
weastin,howinge,88,new
nothrog,becadev,51,new
pranomp,exturea,100,new
pachang,incleas,113,new
trinche,advical,125,new
howinge,montems,59,new
avelian,servica,78,new
anceste,sanybon,128,new
grashin,sectori,89,new
devivar,arcents,147,new
systina,morying,109,new
slannet,commedi,102,new
howseri,morying,107,new
pranomp,domeave,94,new
lifinta,groctsi,76,new
rembrob,incleas,112,new
hastems,pranomp,140,new
suprovi,engstin,134,new
systina,raddreg,65,new
proundi,slannet,129,new
refends,advical,99,new
benervi,weastin,82,new
materal,devivar,98,new
somersi,pranomp,106,new
sanybon,lifinta,73,new
sersice,forings,119,new
belysty,materal,93,new
dessaga,belysty,95,new
hastems,prousup,132,new
