stringA,stringB,itemNumber,type
worinta,togriva,21,original
anottac,morying,42,original
incleas,sanybon,25,original
tatinse,suppopp,50,original
whetesi,suprovi,45,original
slannet,probble,44,original
strewri,forings,27,original
delpith,grashin,2,original
avelian,thregul,13,original
systina,clarral,14,original
ausenus,throdyn,8,original
clester,dolsimp,41,original
vernion,gramile,15,original
thervil,howinge,3,original
refends,suprega,28,original
anotain,himumma,46,original
sounano,posiver,18,original
pargest,servica,4,original
arthrol,moutlem,24,original
premser,groctsi,10,original
anceste,bollyze,49,original
sectori,belysty,39,original
dessaga,devervi,19,original
trinche,advical,36,original
materal,wiligna,30,original
raddreg,lifinta,6,original
jusessa,telcout,20,original
proundi,pertice,33,original
partify,pritent,37,original
prousup,tessina,48,original
montsim,nothrog,11,original
varketa,throuss,9,original
limanol,exturea,16,original
pachang,hastems,34,original
suption,montems,12,original
fityrud,sersice,43,original
shouges,anathly,5,original
pervica,slanoth,29,original
larlize,somersi,23,original
filisma,engstin,31,original
pranomp,arcents,40,original
benervi,fainges,1,original
commedi,englita,26,original
becadev,howseri,22,original
devivar,mestins,32,original
qualrev,meentra,47,original
rembrob,weastin,38,original
shoureg,domeave,7,original
prounds,rousent,35,original
specity,deffent,17,original
sanybon,tatinse,150,new
domeave,pranomp,120,new
grashin,meentra,99,new
rousent,montsim,90,new
arcents,clarral,102,new
telcout,thregul,57,new
suprega,hastems,91,new
gramile,telcout,69,new
sectori,gramile,106,new
suprega,weastin,105,new
fityrud,vernion,100,new
mestins,devivar,109,new
limanol,sounano,59,new
belysty,sectori,142,new
engstin,prousup,127,new
fityrud,meentra,143,new
posiver,tatinse,136,new
domeave,thregul,72,new
jusessa,pargest,60,new
systina,specity,76,new
suppopp,sersice,141,new
arcents,proundi,139,new
jusessa,sectori,107,new
dessaga,morying,98,new
prounds,sounano,103,new
howseri,howinge,74,new
tatinse,throdyn,137,new
rembrob,somersi,97,new
exturea,groctsi,70,new
servica,throuss,52,new
lifinta,benervi,75,new
vernion,advical,85,new
deffent,suption,78,new
strewri,partify,104,new
hastems,moutlem,95,new
gramile,systina,51,new
trinche,probble,135,new
premser,raddreg,67,new
vernion,groctsi,68,new
meentra,limanol,112,new
filisma,whetesi,132,new
premser,bollyze,124,new
benervi,arcents,83,new
filisma,hastems,110,new
engstin,forings,115,new
moutlem,premser,71,new
prounds,clester,148,new
anotain,becadev,129,new
larlize,systina,86,new
posiver,tessina,134,new
tessina,gramile,146,new
whetesi,moutlem,116,new
specity,anathly,53,new
weastin,rembrob,130,new
fityrud,whetesi,144,new
togriva,slanoth,82,new
benervi,trinche,88,new
qualrev,strewri,121,new
materal,suption,84,new
nothrog,throdyn,79,new
raddreg,meentra,118,new
servica,slanoth,64,new
thervil,wiligna,62,new
dessaga,qualrev,123,new
pervica,anceste,125,new
himumma,anathly,92,new
telcout,raddreg,73,new
dolsimp,worinta,111,new
bollyze,englita,133,new
shoureg,somersi,66,new
englita,rembrob,117,new
refends,benervi,65,new
shouges,worinta,55,new
meentra,gramile,114,new
howinge,lifinta,77,new
suption,anottac,101,new
suprega,strewri,119,new
slanoth,shouges,58,new
probble,incleas,122,new
howseri,becadev,87,new
incleas,prousup,147,new
anottac,morying,128,new
delpith,prousup,138,new
shouges,incleas,56,new
anotain,advical,145,new
devivar,weastin,113,new
fainges,suprega,63,new
partify,weastin,131,new
telcout,varketa,54,new
suppopp,pertice,126,new
qualrev,anottac,140,new
prounds,materal,93,new
clester,qualrev,149,new
larlize,sounano,89,new
slannet,sanybon,96,new
howseri,groctsi,61,new
limanol,arcents,108,new
shoureg,materal,80,new
sounano,sanybon,81,new
arthrol,rembrob,94,new
