stringA,stringB,itemNumber,type
engstin,filisma,31,original
dessaga,devervi,19,original
somersi,larlize,23,original
sounano,posiver,18,original
anathly,shouges,5,original
meentra,qualrev,47,original
vernion,gramile,15,original
exturea,limanol,16,original
hastems,pachang,34,original
delpith,grashin,2,original
worinta,togriva,21,original
arthrol,moutlem,24,original
howseri,becadev,22,original
deffent,specity,17,original
refends,suprega,28,original
incleas,sanybon,25,original
clester,dolsimp,41,original
englita,commedi,26,original
anceste,bollyze,49,original
sectori,belysty,39,original
tatinse,suppopp,50,original
tessina,prousup,48,original
avelian,thregul,13,original
systina,clarral,14,original
weastin,rembrob,38,original
partify,pritent,37,original
prounds,rousent,35,original
montsim,nothrog,11,original
pranomp,arcents,40,original
howinge,thervil,3,original
servica,pargest,4,original
devivar,mestins,32,original
probble,slannet,44,original
varketa,throuss,9,original
advical,trinche,36,original
groctsi,premser,10,original
jusessa,telcout,20,original
benervi,fainges,1,original
wiligna,materal,30,original
morying,anottac,42,original
forings,strewri,27,original
himumma,anotain,46,original
throdyn,ausenus,8,original
fityrud,sersice,43,original
proundi,pertice,33,original
suption,montems,12,original
shoureg,domeave,7,original
suprovi,whetesi,45,original
pervica,slanoth,29,original
raddreg,lifinta,6,original
montems,sanybon,89,new
qualrev,arcents,133,new
vernion,shouges,79,new
dessaga,servica,68,new
sectori,gramile,115,new
domeave,forings,57,new
engstin,bollyze,128,new
montsim,anotain,108,new
raddreg,thervil,55,new
domeave,posiver,77,new
hastems,devivar,106,new
rembrob,sersice,137,new
thregul,telcout,76,new
togriva,vernion,63,new
wiligna,anotain,125,new
bollyze,hastems,132,new
montems,pranomp,102,new
thregul,thervil,72,new
montems,gramile,65,new
arthrol,throdyn,71,new
throuss,fityrud,113,new
togriva,systina,75,new
tessina,belysty,124,new
devivar,rousent,116,new
arcents,clarral,94,new
qualrev,whetesi,123,new
varketa,anotain,92,new
probble,dessaga,91,new
devivar,tatinse,134,new
thervil,filisma,61,new
probble,englita,147,new
limanol,thervil,69,new
delpith,bollyze,131,new
ausenus,shouges,54,new
deffent,posiver,51,new
togriva,anottac,98,new
anottac,morying,144,new
grashin,engstin,78,new
partify,arcents,150,new
pachang,howseri,104,new
posiver,fainges,70,new
nothrog,gramile,74,new
materal,prounds,118,new
wiligna,pargest,66,new
pranomp,materal,149,new
montsim,deffent,73,new
incleas,larlize,85,new
meentra,becadev,142,new
strewri,pranomp,96,new
devervi,anceste,141,new
benervi,strewri,59,new
qualrev,anotain,136,new
exturea,filisma,81,new
tatinse,forings,129,new
clester,moutlem,120,new
shouges,rousent,82,new
sounano,devervi,60,new
larlize,sectori,103,new
pachang,mestins,111,new
montsim,pritent,84,new
tatinse,probble,146,new
varketa,worinta,56,new
rousent,benervi,90,new
bollyze,meentra,140,new
anottac,limanol,114,new
varketa,strewri,67,new
benervi,pertice,80,new
exturea,rembrob,105,new
meentra,wiligna,127,new
devivar,engstin,93,new
domeave,probble,112,new
wiligna,pertice,110,new
thervil,bollyze,122,new
commedi,refends,86,new
premser,raddreg,64,new
hastems,belysty,135,new
strewri,grashin,52,new
suption,lifinta,53,new
devivar,clester,130,new
filisma,sersice,138,new
premser,groctsi,62,new
whetesi,montsim,101,new
anotain,togriva,119,new
raddreg,anottac,83,new
pachang,englita,95,new
nothrog,pachang,87,new
howseri,fityrud,107,new
himumma,sersice,121,new
incleas,belysty,117,new
rousent,qualrev,126,new
specity,tessina,139,new
vernion,devervi,58,new
forings,pritent,97,new
raddreg,clester,88,new
anceste,prounds,148,new
slannet,thregul,109,new
montems,belysty,100,new
anceste,forings,143,new
rembrob,pertice,145,new
proundi,slanoth,99,new
