stringA,stringB,itemNumber,type
dessaga,devervi,19,original
worinta,togriva,21,original
pargest,servica,4,original
ausenus,throdyn,8,original
engstin,filisma,31,original
thervil,howinge,3,original
anotain,himumma,46,original
vernion,gramile,15,original
englita,commedi,26,original
clester,dolsimp,41,original
rousent,prounds,35,original
delpith,grashin,2,original
throuss,varketa,9,original
incleas,sanybon,25,original
arthrol,moutlem,24,original
premser,groctsi,10,original
howseri,becadev,22,original
weastin,rembrob,38,original
hastems,pachang,34,original
whetesi,suprovi,45,original
sectori,belysty,39,original
trinche,advical,36,original
tessina,prousup,48,original
sounano,posiver,18,original
anathly,shouges,5,original
wiligna,materal,30,original
thregul,avelian,13,original
raddreg,lifinta,6,original
suption,montems,12,original
montsim,nothrog,11,original
partify,pritent,37,original
jusessa,telcout,20,original
probble,slannet,44,original
benervi,fainges,1,original
limanol,exturea,16,original
qualrev,meentra,47,original
devivar,mestins,32,original
pranomp,arcents,40,original
fityrud,sersice,43,original
morying,anottac,42,original
larlize,somersi,23,original
pervica,slanoth,29,original
forings,strewri,27,original
specity,deffent,17,original
bollyze,anceste,49,original
shoureg,domeave,7,original
clarral,systina,14,original
proundi,pertice,33,original
suppopp,tatinse,50,original
suprega,refends,28,original
tatinse,prounds,127,new
servica,montems,63,new
materal,raddreg,72,new
shouges,anceste,105,new
montsim,exturea,77,new
grashin,premser,51,new
partify,strewri,115,new
tatinse,prousup,122,new
systina,belysty,93,new
belysty,clester,135,new
fityrud,arthrol,144,new
clarral,worinta,80,new
suppopp,arcents,138,new
dolsimp,pertice,149,new
thervil,moutlem,74,new
hastems,rembrob,143,new
deffent,servica,57,new
belysty,arcents,124,new
sersice,prousup,132,new
partify,deffent,100,new
englita,pranomp,114,new
pervica,delpith,52,new
avelian,belysty,98,new
fityrud,pargest,103,new
rousent,moutlem,116,new
sectori,suprega,117,new
prounds,slanoth,92,new
vernion,devervi,61,new
servica,anathly,62,new
strewri,prousup,136,new
probble,weastin,123,new
anotain,fityrud,133,new
clester,forings,118,new
howseri,groctsi,54,new
suprega,pertice,96,new
raddreg,meentra,112,new
shoureg,throuss,67,new
suption,worinta,55,new
pritent,suprega,119,new
tessina,howinge,99,new
pritent,advical,137,new
pertice,suption,88,new
bollyze,ausenus,145,new
howseri,suprovi,139,new
rousent,wiligna,102,new
arcents,partify,125,new
howseri,bollyze,141,new
togriva,tatinse,147,new
howinge,anotain,91,new
arcents,jusessa,95,new
clarral,dessaga,75,new
benervi,systina,53,new
gramile,vernion,59,new
thervil,devervi,56,new
deffent,benervi,71,new
larlize,ausenus,60,new
benervi,anathly,70,new
pargest,prousup,131,new
anathly,pachang,86,new
weastin,howinge,90,new
partify,fainges,81,new
sectori,larlize,109,new
gramile,telcout,58,new
somersi,suppopp,146,new
rembrob,mestins,120,new
proundi,engstin,111,new
sounano,howinge,65,new
suption,vernion,76,new
engstin,rembrob,104,new
thervil,varketa,66,new
rembrob,worinta,113,new
groctsi,slannet,108,new
premser,suprega,89,new
probble,slannet,130,new
weastin,pachang,128,new
tatinse,grashin,107,new
suppopp,sounano,121,new
refends,servica,78,new
pargest,devivar,83,new
groctsi,sectori,82,new
qualrev,telcout,142,new
vernion,proundi,85,new
anceste,grashin,101,new
sanybon,systina,84,new
advical,tatinse,129,new
howinge,avelian,73,new
englita,specity,87,new
domeave,larlize,64,new
anceste,wiligna,140,new
devervi,slannet,97,new
clarral,avelian,79,new
becadev,trinche,94,new
engstin,partify,110,new
pritent,bollyze,150,new
devervi,sounano,69,new
meentra,servica,106,new
montems,suppopp,148,new
proundi,whetesi,126,new
suprovi,pritent,134,new
jusessa,fainges,68,new
