stringA,stringB,itemNumber,type
systina,clarral,14,original
anathly,shouges,5,original
anceste,bollyze,49,original
meentra,qualrev,47,original
pritent,partify,37,original
slannet,probble,44,original
domeave,shoureg,7,original
premser,groctsi,10,original
sersice,fityrud,43,original
exturea,limanol,16,original
pertice,proundi,33,original
anottac,morying,42,original
delpith,grashin,2,original
mestins,devivar,32,original
tatinse,suppopp,50,original
englita,commedi,26,original
somersi,larlize,23,original
engstin,filisma,31,original
telcout,jusessa,20,original
arcents,pranomp,40,original
pargest,servica,4,original
weastin,rembrob,38,original
nothrog,montsim,11,original
deffent,specity,17,original
incleas,sanybon,25,original
wiligna,materal,30,original
prounds,rousent,35,original
devervi,dessaga,19,original
becadev,howseri,22,original
advical,trinche,36,original
forings,strewri,27,original
raddreg,lifinta,6,original
togriva,worinta,21,original
pervica,slanoth,29,original
suprovi,whetesi,45,original
benervi,fainges,1,original
moutlem,arthrol,24,original
posiver,sounano,18,original
himumma,anotain,46,original
gramile,vernion,15,original
suprega,refends,28,original
belysty,sectori,39,original
varketa,throuss,9,original
suption,montems,12,original
thregul,avelian,13,original
dolsimp,clester,41,original
throdyn,ausenus,8,original
howinge,thervil,3,original
prousup,tessina,48,original
pachang,hastems,34,original
telcout,dolsimp,102,new
clarral,anotain,97,new
suppopp,nothrog,123,new
varketa,deffent,80,new
whetesi,dolsimp,144,new
suprovi,premser,109,new
anotain,pervica,122,new
pachang,rousent,114,new
suption,sersice,117,new
grashin,delpith,67,new
sersice,proundi,137,new
ausenus,commedi,71,new
throuss,moutlem,64,new
larlize,somersi,81,new
dessaga,becadev,85,new
tatinse,sanybon,140,new
engstin,suprovi,128,new
vernion,raddreg,51,new
arcents,partify,150,new
strewri,dolsimp,124,new
thervil,himumma,95,new
arcents,groctsi,83,new
becadev,anceste,132,new
moutlem,arthrol,89,new
posiver,sersice,116,new
pargest,howinge,57,new
dessaga,devivar,86,new
thregul,premser,61,new
proundi,strewri,96,new
fityrud,tessina,135,new
delpith,servica,72,new
systina,montsim,52,new
throuss,larlize,75,new
clester,moutlem,98,new
strewri,varketa,55,new
trinche,pranomp,142,new
grashin,pargest,60,new
rousent,prousup,134,new
throdyn,throuss,77,new
prounds,strewri,112,new
montems,suption,76,new
thervil,varketa,68,new
probble,sersice,133,new
anotain,suprovi,131,new
prousup,clester,127,new
advical,hastems,100,new
sersice,commedi,106,new
sanybon,thervil,78,new
engstin,devivar,94,new
deffent,himumma,138,new
becadev,lifinta,66,new
moutlem,howseri,87,new
deffent,morying,111,new
meentra,fityrud,129,new
domeave,groctsi,53,new
posiver,anotain,91,new
proundi,anottac,148,new
exturea,grashin,70,new
anottac,suprovi,130,new
pranomp,nothrog,93,new
devervi,pargest,54,new
pachang,somersi,108,new
jusessa,engstin,84,new
varketa,fainges,63,new
suprovi,anceste,145,new
dolsimp,arcents,149,new
posiver,vernion,58,new
dessaga,fityrud,105,new
mestins,proundi,118,new
trinche,commedi,99,new
delpith,howinge,74,new
togriva,avelian,56,new
dessaga,pranomp,110,new
clester,rembrob,143,new
mestins,filisma,115,new
servica,whetesi,119,new
deffent,pranomp,113,new
bollyze,delpith,126,new
shoureg,tatinse,121,new
deffent,suption,59,new
whetesi,larlize,101,new
servica,montems,79,new
himumma,dessaga,141,new
worinta,howinge,69,new
prousup,pertice,139,new
togriva,whetesi,103,new
suprovi,avelian,92,new
shoureg,refends,62,new
belysty,materal,104,new
avelian,morying,107,new
trinche,fityrud,147,new
proundi,arcents,146,new
pranomp,somersi,120,new
tessina,himumma,125,new
montsim,mestins,90,new
prousup,anotain,136,new
avelian,benervi,73,new
grashin,rousent,82,new
anathly,jusessa,65,new
groctsi,engstin,88,new
