stringA,stringB,itemNumber,type
lifinta,raddreg,6,original
thervil,howinge,3,original
exturea,limanol,16,original
incleas,sanybon,25,original
anathly,shouges,5,original
throuss,varketa,9,original
clester,dolsimp,41,original
sectori,belysty,39,original
pritent,partify,37,original
anceste,bollyze,49,original
domeave,shoureg,7,original
englita,commedi,26,original
slanoth,pervica,29,original
anottac,morying,42,original
hastems,pachang,34,original
avelian,thregul,13,original
premser,groctsi,10,original
dessaga,devervi,19,original
arthrol,moutlem,24,original
tatinse,suppopp,50,original
worinta,togriva,21,original
vernion,gramile,15,original
trinche,advical,36,original
pargest,servica,4,original
refends,suprega,28,original
devivar,mestins,32,original
posiver,sounano,18,original
fityrud,sersice,43,original
becadev,howseri,22,original
probble,slannet,44,original
himumma,anotain,46,original
wiligna,materal,30,original
larlize,somersi,23,original
pranomp,arcents,40,original
grashin,delpith,2,original
benervi,fainges,1,original
forings,strewri,27,original
montsim,nothrog,11,original
specity,deffent,17,original
prounds,rousent,35,original
jusessa,telcout,20,original
filisma,engstin,31,original
suprovi,whetesi,45,original
proundi,pertice,33,original
rembrob,weastin,38,original
throdyn,ausenus,8,original
suption,montems,12,original
clarral,systina,14,original
prousup,tessina,48,original
qualrev,meentra,47,original
proundi,avelian,86,new
bollyze,systina,127,new
throuss,howinge,63,new
tatinse,servica,122,new
forings,pargest,60,new
delpith,raddreg,80,new
engstin,proundi,94,new
suption,arthrol,64,new
arthrol,larlize,90,new
limanol,arthrol,88,new
trinche,benervi,89,new
dolsimp,strewri,126,new
devervi,sectori,115,new
sanybon,domeave,58,new
bollyze,pertice,131,new
partify,hastems,114,new
weastin,morying,129,new
sersice,moutlem,91,new
anottac,clarral,95,new
pervica,exturea,83,new
filisma,delpith,61,new
dessaga,prousup,134,new
throdyn,pargest,69,new
ausenus,groctsi,59,new
sectori,pachang,139,new
slanoth,varketa,82,new
somersi,benervi,65,new
systina,posiver,55,new
arthrol,morying,110,new
thregul,systina,73,new
delpith,devervi,76,new
throdyn,sounano,67,new
moutlem,pritent,93,new
shoureg,slannet,98,new
anotain,howinge,97,new
anathly,advical,87,new
exturea,devervi,66,new
arcents,raddreg,85,new
weastin,suppopp,138,new
gramile,throuss,75,new
dolsimp,tessina,133,new
tatinse,partify,128,new
hastems,fityrud,137,new
shouges,exturea,54,new
belysty,anceste,148,new
slannet,suption,99,new
whetesi,howinge,111,new
suprega,pritent,104,new
raddreg,anathly,62,new
delpith,sanybon,52,new
jusessa,pritent,120,new
fainges,raddreg,57,new
englita,partify,105,new
larlize,whetesi,108,new
telcout,fityrud,117,new
suption,systina,71,new
throuss,pranomp,112,new
grashin,refends,77,new
bollyze,mestins,123,new
shoureg,throuss,78,new
tatinse,benervi,113,new
vernion,shouges,79,new
anottac,jusessa,96,new
slanoth,fityrud,125,new
anceste,suption,140,new
rembrob,telcout,102,new
slannet,belysty,130,new
proundi,tessina,132,new
rembrob,englita,109,new
meentra,suprega,121,new
suprovi,pertice,142,new
dolsimp,slannet,141,new
systina,dolsimp,103,new
himumma,engstin,147,new
prousup,vernion,145,new
anotain,limanol,101,new
wiligna,whetesi,136,new
anathly,moutlem,72,new
clarral,howseri,51,new
systina,servica,56,new
rembrob,strewri,116,new
larlize,sersice,100,new
wiligna,anathly,84,new
shoureg,incleas,68,new
prousup,rousent,124,new
telcout,prounds,107,new
partify,telcout,106,new
avelian,pranomp,119,new
tessina,moutlem,144,new
incleas,bollyze,143,new
sersice,devivar,150,new
suppopp,trinche,149,new
fityrud,pertice,135,new
pargest,suption,74,new
incleas,filisma,92,new
commedi,throuss,70,new
himumma,clester,146,new
larlize,ausenus,53,new
vernion,rembrob,118,new
forings,dessaga,81,new
