stringA,stringB,itemNumber,type
delpith,grashin,2,original
pritent,partify,37,original
arthrol,moutlem,24,original
dessaga,devervi,19,original
fainges,benervi,1,original
nothrog,montsim,11,original
somersi,larlize,23,original
exturea,limanol,16,original
rousent,prounds,35,original
telcout,jusessa,20,original
sounano,posiver,18,original
arcents,pranomp,40,original
sersice,fityrud,43,original
whetesi,suprovi,45,original
worinta,togriva,21,original
tessina,prousup,48,original
slannet,probble,44,original
weastin,rembrob,38,original
domeave,shoureg,7,original
lifinta,raddreg,6,original
throuss,varketa,9,original
pertice,proundi,33,original
anathly,shouges,5,original
meentra,qualrev,47,original
avelian,thregul,13,original
groctsi,premser,10,original
belysty,sectori,39,original
howinge,thervil,3,original
throdyn,ausenus,8,original
advical,trinche,36,original
clarral,systina,14,original
suppopp,tatinse,50,original
suption,montems,12,original
wiligna,materal,30,original
dolsimp,clester,41,original
devivar,mestins,32,original
sanybon,incleas,25,original
himumma,anotain,46,original
pachang,hastems,34,original
commedi,englita,26,original
bollyze,anceste,49,original
gramile,vernion,15,original
becadev,howseri,22,original
servica,pargest,4,original
suprega,refends,28,original
specity,deffent,17,original
filisma,engstin,31,original
morying,anottac,42,original
forings,strewri,27,original
pervica,slanoth,29,original
fainges,thregul,70,new
pertice,suprega,101,new
worinta,bollyze,129,new
ausenus,becadev,56,new
grashin,mestins,73,new
strewri,prounds,113,new
suppopp,systina,147,new
exturea,morying,117,new
clarral,anceste,142,new
moutlem,systina,84,new
suprega,avelian,86,new
domeave,benervi,61,new
pranomp,domeave,97,new
clarral,whetesi,94,new
tatinse,sanybon,146,new
fainges,prounds,83,new
thervil,limanol,51,new
himumma,pertice,138,new
probble,ausenus,104,new
fainges,advical,88,new
commedi,clester,116,new
lifinta,benervi,57,new
fityrud,lifinta,93,new
hastems,pachang,109,new
ausenus,pranomp,107,new
nothrog,qualrev,144,new
anottac,prousup,124,new
clarral,tatinse,139,new
suption,anottac,99,new
slanoth,probble,141,new
suprovi,weastin,121,new
sanybon,delpith,53,new
himumma,pargest,119,new
devervi,domeave,65,new
pritent,varketa,90,new
probble,pargest,114,new
telcout,grashin,55,new
throdyn,arthrol,58,new
weastin,filisma,96,new
pargest,benervi,68,new
devivar,anceste,135,new
incleas,prounds,95,new
specity,telcout,75,new
strewri,suption,81,new
suppopp,avelian,148,new
forings,slannet,140,new
qualrev,hastems,122,new
montems,prousup,125,new
throdyn,slanoth,77,new
dessaga,benervi,71,new
whetesi,filisma,133,new
dolsimp,throuss,102,new
devivar,montems,87,new
thervil,specity,64,new
premser,belysty,115,new
jusessa,sersice,100,new
moutlem,anathly,78,new
exturea,gramile,79,new
prousup,delpith,134,new
premser,togriva,54,new
benervi,nothrog,59,new
anotain,moutlem,145,new
howseri,groctsi,72,new
devivar,slannet,123,new
weastin,suprega,103,new
throuss,gramile,52,new
bollyze,nothrog,132,new
ausenus,posiver,63,new
howinge,ausenus,69,new
suprovi,delpith,105,new
pritent,pachang,106,new
tatinse,larlize,143,new
suprovi,slanoth,131,new
slannet,dolsimp,149,new
delpith,posiver,76,new
pachang,incleas,120,new
clarral,arcents,111,new
weastin,montsim,85,new
avelian,devervi,66,new
anottac,groctsi,112,new
anceste,wiligna,128,new
shouges,rousent,89,new
pranomp,slannet,130,new
domeave,moutlem,60,new
posiver,anotain,110,new
groctsi,materal,82,new
fainges,posiver,62,new
telcout,varketa,74,new
benervi,howseri,67,new
arcents,larlize,91,new
fainges,bollyze,127,new
montems,specity,80,new
dolsimp,trinche,126,new
englita,partify,92,new
moutlem,arcents,98,new
suprovi,arthrol,136,new
bollyze,deffent,137,new
suprovi,ausenus,108,new
prousup,slannet,150,new
fityrud,avelian,118,new
