stringA,stringB,itemNumber,type
strewri,forings,27,original
engstin,filisma,31,original
pritent,partify,37,original
vernion,gramile,15,original
meentra,qualrev,47,original
arthrol,moutlem,24,original
hastems,pachang,34,original
materal,wiligna,30,original
nothrog,montsim,11,original
slanoth,pervica,29,original
sectori,belysty,39,original
anottac,morying,42,original
incleas,sanybon,25,original
clester,dolsimp,41,original
refends,suprega,28,original
slannet,probble,44,original
exturea,limanol,16,original
weastin,rembrob,38,original
sersice,fityrud,43,original
pargest,servica,4,original
trinche,advical,36,original
worinta,togriva,21,original
tatinse,suppopp,50,original
whetesi,suprovi,45,original
anotain,himumma,46,original
suption,montems,12,original
prounds,rousent,35,original
raddreg,lifinta,6,original
posiver,sounano,18,original
prousup,tessina,48,original
grashin,delpith,2,original
groctsi,premser,10,original
devervi,dessaga,19,original
jusessa,telcout,20,original
devivar,mestins,32,original
howinge,thervil,3,original
larlize,somersi,23,original
pranomp,arcents,40,original
shouges,anathly,5,original
proundi,pertice,33,original
benervi,fainges,1,original
specity,deffent,17,original
bollyze,anceste,49,original
commedi,englita,26,original
clarral,systina,14,original
shoureg,domeave,7,original
becadev,howseri,22,original
thregul,avelian,13,original
varketa,throuss,9,original
throdyn,ausenus,8,original
tessina,dolsimp,131,new
montsim,howseri,56,new
sersice,suption,114,new
benervi,materal,51,new
suprega,worinta,86,new
pritent,filisma,110,new
trinche,shoureg,87,new
systina,shouges,77,new
incleas,throdyn,78,new
systina,belysty,118,new
dessaga,clarral,52,new
strewri,benervi,61,new
slannet,pranomp,138,new
posiver,montems,70,new
prounds,meentra,137,new
commedi,anotain,125,new
strewri,proundi,97,new
throdyn,dessaga,59,new
avelian,throdyn,79,new
fainges,moutlem,58,new
howinge,exturea,76,new
clester,specity,91,new
montems,shoureg,65,new
raddreg,thervil,66,new
lifinta,larlize,53,new
sectori,commedi,100,new
arcents,posiver,116,new
howseri,grashin,63,new
delpith,prousup,134,new
englita,bollyze,143,new
pranomp,whetesi,124,new
worinta,limanol,67,new
himumma,weastin,127,new
mestins,qualrev,149,new
meentra,throdyn,98,new
commedi,anottac,93,new
fityrud,sectori,135,new
arthrol,becadev,84,new
commedi,somersi,89,new
benervi,tessina,95,new
sounano,probble,113,new
partify,hastems,92,new
lifinta,probble,103,new
meentra,jusessa,150,new
throdyn,mestins,85,new
fainges,becadev,80,new
premser,shoureg,57,new
sounano,fityrud,120,new
arcents,jusessa,101,new
pachang,tatinse,130,new
avelian,jusessa,73,new
whetesi,wiligna,122,new
suption,domeave,75,new
filisma,ausenus,82,new
whetesi,pachang,145,new
belysty,strewri,105,new
devivar,meentra,140,new
anceste,benervi,119,new
commedi,slanoth,109,new
rembrob,avelian,99,new
hastems,moutlem,94,new
deffent,montsim,54,new
fityrud,montems,106,new
posiver,tatinse,129,new
partify,arthrol,112,new
bollyze,arcents,146,new
anottac,proundi,126,new
pranomp,sounano,104,new
tatinse,raddreg,133,new
becadev,englita,90,new
engstin,shouges,64,new
pritent,suppopp,121,new
servica,avelian,60,new
probble,exturea,108,new
bollyze,nothrog,128,new
anotain,morying,144,new
prousup,incleas,141,new
fityrud,slanoth,139,new
telcout,pachang,111,new
suprovi,slanoth,132,new
pranomp,materal,147,new
devivar,dessaga,88,new
throuss,grashin,71,new
togriva,anottac,107,new
tatinse,pranomp,148,new
incleas,groctsi,62,new
howinge,avelian,74,new
thregul,anceste,142,new
prousup,anotain,123,new
benervi,meentra,102,new
posiver,delpith,55,new
groctsi,anotain,115,new
dessaga,raddreg,69,new
pachang,anceste,136,new
limanol,sounano,72,new
thervil,limanol,68,new
somersi,moutlem,83,new
gramile,arthrol,81,new
morying,howseri,96,new
devervi,anottac,117,new
