stringA,stringB,itemNumber,type
whetesi,suprovi,45,original
exturea,limanol,16,original
arthrol,moutlem,24,original
montems,suption,12,original
lifinta,raddreg,6,original
arcents,pranomp,40,original
avelian,thregul,13,original
delpith,grashin,2,original
pritent,partify,37,original
domeave,shoureg,7,original
dessaga,devervi,19,original
telcout,jusessa,20,original
premser,groctsi,10,original
ausenus,throdyn,8,original
pertice,proundi,33,original
nothrog,montsim,11,original
sounano,posiver,18,original
sersice,fityrud,43,original
somersi,larlize,23,original
throuss,varketa,9,original
incleas,sanybon,25,original
worinta,togriva,21,original
weastin,rembrob,38,original
pargest,servica,4,original
thervil,howinge,3,original
belysty,sectori,39,original
clarral,systina,14,original
benervi,fainges,1,original
shouges,anathly,5,original
himumma,anotain,46,original
prounds,rousent,35,original
wiligna,materal,30,original
becadev,howseri,22,original
gramile,vernion,15,original
morying,anottac,42,original
devivar,mestins,32,original
advical,trinche,36,original
pervica,slanoth,29,original
suppopp,tatinse,50,original
forings,strewri,27,original
specity,deffent,17,original
commedi,englita,26,original
dolsimp,clester,41,original
bollyze,anceste,49,original
probble,slannet,44,original
suprega,refends,28,original
qualrev,meentra,47,original
filisma,engstin,31,original
prousup,tessina,48,original
pachang,hastems,34,original
englita,dolsimp,109,new
becadev,trinche,91,new
meentra,morying,149,new
devervi,anceste,134,new
domeave,becadev,68,new
belysty,sersice,147,new
pachang,whetesi,144,new
moutlem,lifinta,73,new
throdyn,vernion,51,new
slanoth,prousup,132,new
weastin,prounds,139,new
togriva,vernion,71,new
suprovi,anotain,150,new
suprega,clester,117,new
shoureg,materal,79,new
rembrob,telcout,98,new
lifinta,wiligna,87,new
advical,incleas,92,new
thregul,anottac,112,new
ausenus,grashin,58,new
groctsi,lifinta,67,new
suppopp,anathly,125,new
prousup,slannet,128,new
premser,probble,100,new
worinta,prousup,138,new
morying,refends,148,new
strewri,bollyze,129,new
montems,rembrob,111,new
specity,telcout,76,new
avelian,partify,104,new
howinge,materal,59,new
rousent,qualrev,145,new
fityrud,arcents,137,new
anceste,throdyn,113,new
lifinta,morying,96,new
nothrog,commedi,89,new
larlize,delpith,55,new
anotain,servica,97,new
montems,filisma,83,new
weastin,suprovi,130,new
dessaga,groctsi,69,new
arcents,pervica,99,new
prousup,pargest,136,new
grashin,delpith,61,new
dessaga,thregul,57,new
throuss,clarral,66,new
qualrev,trinche,127,new
incleas,thregul,90,new
tessina,becadev,141,new
forings,sersice,118,new
servica,domeave,72,new
systina,shouges,62,new
clester,pachang,140,new
limanol,avelian,54,new
dessaga,gramile,78,new
arcents,devivar,124,new
servica,arcents,85,new
clester,commedi,110,new
devervi,anottac,101,new
somersi,suption,64,new
weastin,fityrud,121,new
commedi,telcout,84,new
prousup,weastin,143,new
lifinta,specity,52,new
shoureg,sounano,74,new
clarral,delpith,77,new
sersice,grashin,82,new
rembrob,strewri,102,new
wiligna,engstin,116,new
tessina,servica,106,new
suprovi,montems,108,new
devivar,tatinse,146,new
montsim,incleas,75,new
avelian,morying,114,new
somersi,belysty,93,new
bollyze,telcout,122,new
pranomp,trinche,133,new
limanol,exturea,65,new
specity,anottac,107,new
systina,belysty,119,new
larlize,domeave,60,new
whetesi,devivar,135,new
ausenus,larlize,80,new
advical,engstin,120,new
moutlem,slannet,115,new
bollyze,deffent,142,new
worinta,varketa,70,new
shouges,incleas,63,new
fainges,filisma,56,new
pertice,sanybon,95,new
pranomp,rousent,131,new
tatinse,posiver,123,new
howseri,partify,103,new
premser,gramile,53,new
becadev,englita,88,new
slannet,devivar,126,new
rousent,suption,86,new
sectori,jusessa,94,new
servica,clester,81,new
arthrol,devivar,105,new
