stringA,stringB,itemNumber,type
relysta,vervide,19,original
thinatu,commari,30,original
bengsta,maricts,4,original
talisti,witypro,38,original
loarlai,articlu,14,original
screnta,prompan,40,original
sertsim,compide,29,original
perecti,disingu,33,original
caltsio,clopect,16,original
persica,larshic,6,original
opelese,quingel,45,original
walthel,allopti,10,original
kentsia,locidev,27,original
spanoth,allysti,15,original
ancessa,digiday,39,original
systess,wilysta,25,original
thramon,shaptur,17,original
octeste,subvick,50,original
retsits,howaymb,48,original
mesimie,dakinge,23,original
edisted,quarban,46,original
chertin,bomysta,36,original
splenne,engally,28,original
heashes,supplic,49,original
afrithe,prothly,34,original
chanywa,prensta,32,original
dispont,smadian,2,original
uranged,crivere,12,original
menclar,scrunne,5,original
rundsop,mesects,35,original
iningla,asplati,7,original
comorti,tessigg,1,original
abysted,pariono,11,original
strompa,agallea,13,original
mervirs,sersimi,21,original
grappor,mestead,43,original
expisho,mesterf,26,original
proffin,tueredo,42,original
currimi,memsere,37,original
dockles,angessa,31,original
betwerv,wessish,18,original
numersi,messago,3,original
proffic,nathess,47,original
gremsev,cortsio,24,original
finglam,amatera,44,original
throvic,plareed,20,original
mempise,hignoth,9,original
micaust,ostallo,22,original
webruic,segessa,41,original
defasom,forsith,8,original
talisti,gremsev,114,new
dispont,agallea,71,new
screnta,quingel,139,new
currimi,opelese,128,new
mesects,allysti,90,new
shaptur,smadian,59,new
chertin,wilysta,107,new
thinatu,howaymb,149,new
vervide,splenne,83,new
opelese,chanywa,126,new
strompa,amatera,98,new
proffin,messago,92,new
mempise,nathess,117,new
expisho,tueredo,100,new
chertin,micaust,93,new
rundsop,mesimie,120,new
thramon,maricts,62,new
vervide,thramon,80,new
comorti,bengsta,67,new
expisho,mesterf,84,new
hignoth,betwerv,53,new
shaptur,sersimi,87,new
currimi,plareed,96,new
gremsev,perecti,110,new
hignoth,supplic,141,new
plareed,digiday,97,new
proffin,splenne,121,new
heashes,defasom,91,new
scrunne,gremsev,73,new
chanywa,cortsio,99,new
wessish,digiday,104,new
digiday,segessa,142,new
allopti,splenne,89,new
opelese,bomysta,150,new
scrunne,webruic,111,new
clopect,persica,79,new
smadian,engally,57,new
mesterf,bomysta,105,new
locidev,chertin,95,new
dockles,retsits,125,new
sersimi,digiday,116,new
caltsio,proffic,127,new
supplic,angessa,143,new
proffin,talisti,130,new
dakinge,walthel,63,new
talisti,clopect,101,new
strompa,ostallo,77,new
asplati,comorti,54,new
digiday,chertin,134,new
wilysta,memsere,106,new
forsith,wilysta,51,new
agallea,betwerv,74,new
mestead,proffic,124,new
screnta,gremsev,115,new
chanywa,messago,82,new
mestead,webruic,147,new
wessish,grappor,108,new
mestead,iningla,85,new
ancessa,wilysta,113,new
prompan,talisti,138,new
cortsio,comorti,60,new
comorti,prensta,75,new
clopect,scrunne,68,new
nathess,locidev,148,new
supplic,loarlai,122,new
octeste,dockles,132,new
howaymb,screnta,137,new
maricts,prensta,56,new
walthel,clopect,72,new
segessa,micaust,109,new
rundsop,opelese,145,new
smadian,strompa,66,new
sertsim,larshic,78,new
tessigg,quarban,103,new
mesimie,supplic,140,new
subvick,messago,133,new
shaptur,asplati,69,new
scrunne,prothly,88,new
prensta,proffic,129,new
quarban,spanoth,135,new
mesterf,compide,94,new
howaymb,retsits,123,new
shaptur,persica,70,new
kentsia,proffin,146,new
iningla,angessa,86,new
systess,uranged,76,new
defasom,asplati,55,new
splenne,witypro,119,new
howaymb,tueredo,131,new
allopti,messago,52,new
opelese,disingu,136,new
chanywa,nathess,144,new
wilysta,bengsta,65,new
currimi,splenne,112,new
thinatu,uranged,81,new
comorti,perecti,61,new
uranged,sersimi,64,new
splenne,engally,118,new
forsith,prompan,102,new
plareed,allopti,58,new
