stringA,stringB,itemNumber,type
forsith,defasom,8,original
wessish,betwerv,18,original
scrunne,menclar,5,original
pariono,abysted,11,original
mesimie,dakinge,23,original
hignoth,mempise,9,original
smadian,dispont,2,original
cortsio,gremsev,24,original
kentsia,locidev,27,original
screnta,prompan,40,original
walthel,allopti,10,original
systess,wilysta,25,original
mesterf,expisho,26,original
memsere,currimi,37,original
bengsta,maricts,4,original
angessa,dockles,31,original
prensta,chanywa,32,original
edisted,quarban,46,original
agallea,strompa,13,original
opelese,quingel,45,original
tessigg,comorti,1,original
chertin,bomysta,36,original
segessa,webruic,41,original
plareed,throvic,20,original
splenne,engally,28,original
grappor,mestead,43,original
finglam,amatera,44,original
prothly,afrithe,34,original
rundsop,mesects,35,original
howaymb,retsits,48,original
supplic,heashes,49,original
vervide,relysta,19,original
larshic,persica,6,original
disingu,perecti,33,original
digiday,ancessa,39,original
shaptur,thramon,17,original
clopect,caltsio,16,original
subvick,octeste,50,original
compide,sertsim,29,original
iningla,asplati,7,original
proffic,nathess,47,original
allysti,spanoth,15,original
numersi,messago,3,original
commari,thinatu,30,original
witypro,talisti,38,original
micaust,ostallo,22,original
uranged,crivere,12,original
mervirs,sersimi,21,original
proffin,tueredo,42,original
articlu,loarlai,14,original
proffin,splenne,142,new
perecti,webruic,137,new
grappor,walthel,112,new
bengsta,prompan,81,new
scrunne,expisho,59,new
asplati,locidev,76,new
micaust,mestead,120,new
strompa,opelese,101,new
larshic,crivere,77,new
ancessa,grappor,125,new
mervirs,relysta,82,new
dispont,plareed,64,new
plareed,supplic,131,new
walthel,allysti,67,new
sertsim,expisho,108,new
segessa,compide,103,new
bengsta,proffic,105,new
dispont,octeste,132,new
sertsim,maricts,78,new
throvic,crivere,69,new
smadian,grappor,91,new
engally,talisti,96,new
abysted,afrithe,88,new
grappor,plareed,110,new
screnta,abysted,87,new
agallea,strompa,72,new
quingel,pariono,98,new
uranged,asplati,66,new
allopti,spanoth,79,new
hignoth,commari,85,new
mesterf,dakinge,84,new
cortsio,quarban,139,new
allopti,relysta,58,new
prompan,wessish,102,new
dispont,asplati,60,new
quingel,angessa,141,new
retsits,digiday,140,new
nathess,menclar,113,new
proffin,spanoth,99,new
prompan,ancessa,138,new
segessa,allopti,89,new
allopti,mestead,115,new
larshic,messago,61,new
proffin,ostallo,116,new
tueredo,shaptur,100,new
chanywa,mesimie,107,new
walthel,quarban,95,new
ostallo,throvic,86,new
quarban,mesterf,135,new
messago,expisho,51,new
numersi,wessish,62,new
persica,betwerv,70,new
prompan,screnta,129,new
opelese,howaymb,148,new
screnta,subvick,124,new
forsith,larshic,68,new
walthel,supplic,121,new
mesects,larshic,83,new
plareed,shaptur,53,new
dockles,prensta,106,new
subvick,kentsia,149,new
thramon,allopti,54,new
hignoth,iningla,71,new
tueredo,webruic,127,new
digiday,tueredo,126,new
bomysta,mestead,143,new
comorti,smadian,73,new
grappor,kentsia,145,new
clopect,crivere,55,new
ancessa,dakinge,94,new
perecti,expisho,111,new
dakinge,nathess,144,new
wilysta,messago,80,new
chertin,throvic,117,new
disingu,thramon,90,new
screnta,clopect,119,new
mempise,tessigg,65,new
proffic,mestead,133,new
mempise,persica,52,new
heashes,allysti,122,new
octeste,bomysta,123,new
mempise,scrunne,56,new
proffin,crivere,97,new
bengsta,vervide,57,new
proffin,systess,118,new
walthel,betwerv,75,new
pariono,grappor,92,new
quingel,memsere,146,new
edisted,proffic,130,new
menclar,retsits,109,new
proffic,thinatu,147,new
nathess,articlu,93,new
rundsop,retsits,150,new
thinatu,quingel,136,new
messago,supplic,128,new
amatera,throvic,104,new
uranged,mesimie,63,new
ancessa,chanywa,114,new
howaymb,wessish,134,new
messago,commari,74,new
