stringA,stringB,itemNumber,type
screnta,prompan,40,original
systess,wilysta,25,original
splenne,engally,28,original
cortsio,gremsev,24,original
ostallo,micaust,22,original
sersimi,mervirs,21,original
tueredo,proffin,42,original
octeste,subvick,50,original
relysta,vervide,19,original
walthel,allopti,10,original
forsith,defasom,8,original
agallea,strompa,13,original
amatera,finglam,44,original
segessa,webruic,41,original
mestead,grappor,43,original
bengsta,maricts,4,original
scrunne,menclar,5,original
pariono,abysted,11,original
wessish,betwerv,18,original
thinatu,commari,30,original
spanoth,allysti,15,original
nathess,proffic,47,original
mesterf,expisho,26,original
sertsim,compide,29,original
talisti,witypro,38,original
mempise,hignoth,9,original
throvic,plareed,20,original
numersi,messago,3,original
supplic,heashes,49,original
articlu,loarlai,14,original
dockles,angessa,31,original
disingu,perecti,33,original
digiday,ancessa,39,original
howaymb,retsits,48,original
uranged,crivere,12,original
rundsop,mesects,35,original
shaptur,thramon,17,original
quarban,edisted,46,original
dispont,smadian,2,original
iningla,asplati,7,original
prothly,afrithe,34,original
larshic,persica,6,original
clopect,caltsio,16,original
comorti,tessigg,1,original
dakinge,mesimie,23,original
bomysta,chertin,36,original
chanywa,prensta,32,original
quingel,opelese,45,original
currimi,memsere,37,original
locidev,kentsia,27,original
thinatu,supplic,127,new
edisted,currimi,149,new
engally,screnta,108,new
maricts,asplati,62,new
relysta,rundsop,95,new
tueredo,expisho,117,new
messago,numersi,51,new
nathess,comorti,115,new
gremsev,amatera,109,new
forsith,dakinge,67,new
webruic,wessish,106,new
relysta,abysted,55,new
proffic,thramon,132,new
persica,mempise,59,new
smadian,micaust,70,new
splenne,maricts,71,new
prompan,systess,105,new
subvick,kentsia,147,new
mesects,dockles,92,new
mempise,agallea,57,new
strompa,edisted,101,new
scrunne,betwerv,52,new
thinatu,iningla,73,new
perecti,supplic,128,new
forsith,comorti,61,new
clopect,scrunne,66,new
strompa,sersimi,76,new
octeste,rundsop,135,new
quarban,nathess,143,new
loarlai,quarban,129,new
proffin,mestead,121,new
octeste,quarban,134,new
retsits,clopect,136,new
cortsio,supplic,125,new
proffin,afrithe,124,new
talisti,subvick,142,new
digiday,spanoth,98,new
splenne,expisho,82,new
commari,mesects,107,new
sertsim,webruic,131,new
systess,quingel,133,new
witypro,sertsim,116,new
opelese,engally,145,new
quingel,walthel,114,new
digiday,kentsia,97,new
caltsio,quarban,146,new
engally,bengsta,53,new
amatera,defasom,119,new
mervirs,messago,69,new
systess,chanywa,100,new
gremsev,bengsta,54,new
edisted,webruic,122,new
amatera,clopect,99,new
witypro,systess,112,new
heashes,subvick,139,new
prompan,caltsio,111,new
vervide,opelese,102,new
kentsia,allopti,65,new
thramon,rundsop,86,new
allysti,splenne,89,new
persica,clopect,80,new
dispont,thinatu,64,new
mervirs,talisti,120,new
iningla,mestead,88,new
proffic,thinatu,126,new
scrunne,chanywa,87,new
betwerv,tessigg,60,new
perecti,webruic,141,new
compide,bengsta,75,new
sertsim,rundsop,118,new
agallea,currimi,81,new
nathess,proffic,138,new
thramon,abysted,72,new
dockles,heashes,144,new
dispont,ostallo,79,new
opelese,compide,148,new
locidev,asplati,77,new
subvick,crivere,123,new
smadian,quarban,104,new
finglam,retsits,150,new
bengsta,chanywa,83,new
compide,angessa,91,new
nathess,larshic,94,new
clopect,screnta,113,new
dockles,wessish,90,new
comorti,amatera,85,new
prensta,subvick,130,new
betwerv,bengsta,68,new
larshic,sertsim,74,new
mesects,currimi,140,new
chanywa,mesects,110,new
bomysta,caltsio,96,new
messago,dakinge,58,new
dakinge,tueredo,93,new
loarlai,digiday,103,new
proffin,edisted,137,new
allopti,caltsio,78,new
wilysta,scrunne,63,new
strompa,hignoth,56,new
mesects,clopect,84,new
