stringA,stringB,itemNumber,type
perecti,disingu,33,original
tueredo,proffin,42,original
plareed,throvic,20,original
segessa,webruic,41,original
thramon,shaptur,17,original
smadian,dispont,2,original
loarlai,articlu,14,original
forsith,defasom,8,original
relysta,vervide,19,original
angessa,dockles,31,original
ancessa,digiday,39,original
heashes,supplic,49,original
afrithe,prothly,34,original
chertin,bomysta,36,original
ostallo,micaust,22,original
wessish,betwerv,18,original
talisti,witypro,38,original
nathess,proffic,47,original
scrunne,menclar,5,original
thinatu,commari,30,original
memsere,currimi,37,original
octeste,subvick,50,original
sertsim,compide,29,original
crivere,uranged,12,original
agallea,strompa,13,original
mempise,hignoth,9,original
allopti,walthel,10,original
quarban,edisted,46,original
rundsop,mesects,35,original
wilysta,systess,25,original
mervirs,sersimi,21,original
chanywa,prensta,32,original
allysti,spanoth,15,original
engally,splenne,28,original
larshic,persica,6,original
locidev,kentsia,27,original
abysted,pariono,11,original
comorti,tessigg,1,original
grappor,mestead,43,original
numersi,messago,3,original
howaymb,retsits,48,original
dakinge,mesimie,23,original
prompan,screnta,40,original
gremsev,cortsio,24,original
quingel,opelese,45,original
clopect,caltsio,16,original
finglam,amatera,44,original
maricts,bengsta,4,original
expisho,mesterf,26,original
iningla,asplati,7,original
proffic,splenne,123,new
locidev,cortsio,86,new
bengsta,gremsev,77,new
tessigg,wilysta,56,new
pariono,compide,87,new
strompa,cortsio,52,new
mesects,engally,97,new
cortsio,uranged,71,new
systess,bomysta,103,new
forsith,disingu,84,new
compide,bengsta,63,new
throvic,talisti,102,new
howaymb,splenne,141,new
abysted,thramon,59,new
heashes,prothly,136,new
messago,abysted,74,new
dispont,perecti,53,new
relysta,iningla,69,new
mesterf,webruic,110,new
bengsta,locidev,80,new
menclar,mesimie,61,new
edisted,locidev,146,new
clopect,ancessa,113,new
betwerv,crivere,73,new
proffic,relysta,149,new
angessa,digiday,125,new
shaptur,forsith,57,new
digiday,ancessa,142,new
iningla,octeste,139,new
bomysta,afrithe,116,new
abysted,walthel,68,new
finglam,mesects,138,new
uranged,screnta,89,new
heashes,larshic,93,new
prothly,mesimie,106,new
angessa,mervirs,82,new
tueredo,compide,114,new
angessa,proffin,130,new
sertsim,prompan,143,new
micaust,sertsim,88,new
mesects,quingel,132,new
bomysta,opelese,147,new
smadian,quarban,101,new
finglam,heashes,122,new
dispont,thramon,79,new
commari,edisted,148,new
loarlai,allysti,75,new
mesterf,proffic,128,new
thinatu,shaptur,83,new
shaptur,ancessa,117,new
howaymb,hignoth,126,new
subvick,thramon,133,new
bomysta,splenne,95,new
finglam,plareed,121,new
perecti,dakinge,108,new
forsith,numersi,67,new
kentsia,prothly,104,new
proffin,agallea,100,new
mesterf,defasom,55,new
thinatu,menclar,58,new
quingel,messago,99,new
kentsia,defasom,65,new
compide,persica,81,new
currimi,relysta,107,new
smadian,throvic,54,new
shaptur,walthel,64,new
proffic,caltsio,131,new
retsits,uranged,109,new
pariono,micaust,78,new
shaptur,opelese,115,new
caltsio,shaptur,62,new
supplic,segessa,150,new
thinatu,currimi,92,new
caltsio,larshic,72,new
perecti,webruic,140,new
walthel,vervide,60,new
witypro,crivere,94,new
crivere,disingu,90,new
strompa,splenne,85,new
screnta,rundsop,144,new
mesterf,prompan,91,new
messago,commari,66,new
chanywa,ancessa,119,new
supplic,wessish,137,new
ancessa,vervide,98,new
compide,ancessa,112,new
shaptur,tueredo,96,new
heashes,vervide,124,new
mervirs,afrithe,120,new
persica,shaptur,70,new
systess,webruic,111,new
supplic,chertin,127,new
heashes,maricts,118,new
mesterf,howaymb,135,new
maricts,hignoth,76,new
bomysta,plareed,105,new
octeste,throvic,145,new
rundsop,edisted,134,new
chertin,witypro,129,new
uranged,persica,51,new
