stringA,stringB,itemNumber,type
splenne,engally,28,original
mesimie,dakinge,23,original
angessa,dockles,31,original
ancessa,digiday,39,original
memsere,currimi,37,original
screnta,prompan,40,original
relysta,vervide,19,original
messago,numersi,3,original
thinatu,commari,30,original
retsits,howaymb,48,original
mesterf,expisho,26,original
ostallo,micaust,22,original
plareed,throvic,20,original
scrunne,menclar,5,original
heashes,supplic,49,original
amatera,finglam,44,original
opelese,quingel,45,original
thramon,shaptur,17,original
systess,wilysta,25,original
crivere,uranged,12,original
loarlai,articlu,14,original
walthel,allopti,10,original
caltsio,clopect,16,original
sersimi,mervirs,21,original
edisted,quarban,46,original
betwerv,wessish,18,original
abysted,pariono,11,original
proffic,nathess,47,original
bomysta,chertin,36,original
strompa,agallea,13,original
prothly,afrithe,34,original
subvick,octeste,50,original
compide,sertsim,29,original
gremsev,cortsio,24,original
comorti,tessigg,1,original
dispont,smadian,2,original
locidev,kentsia,27,original
proffin,tueredo,42,original
defasom,forsith,8,original
grappor,mestead,43,original
allysti,spanoth,15,original
disingu,perecti,33,original
larshic,persica,6,original
maricts,bengsta,4,original
rundsop,mesects,35,original
webruic,segessa,41,original
iningla,asplati,7,original
mempise,hignoth,9,original
witypro,talisti,38,original
chanywa,prensta,32,original
digiday,heashes,150,new
retsits,throvic,128,new
dispont,hignoth,71,new
retsits,defasom,98,new
asplati,allopti,68,new
bengsta,mervirs,75,new
clopect,tueredo,102,new
octeste,howaymb,147,new
crivere,larshic,53,new
edisted,chanywa,141,new
crivere,currimi,86,new
quarban,asplati,114,new
subvick,sertsim,133,new
proffic,messago,113,new
wilysta,mesects,106,new
shaptur,asplati,70,new
dakinge,bengsta,60,new
betwerv,plareed,85,new
tueredo,proffin,134,new
caltsio,clopect,61,new
shaptur,ancessa,94,new
supplic,messago,126,new
dakinge,retsits,132,new
menclar,edisted,119,new
talisti,grappor,122,new
octeste,maricts,125,new
uranged,tessigg,76,new
mesimie,commari,120,new
walthel,rundsop,89,new
articlu,nathess,97,new
retsits,comorti,112,new
proffin,persica,101,new
systess,menclar,57,new
hignoth,supplic,127,new
walthel,quarban,107,new
webruic,mestead,144,new
strompa,prensta,87,new
dockles,persica,90,new
crivere,grappor,111,new
segessa,witypro,148,new
larshic,mesterf,63,new
dakinge,screnta,115,new
scrunne,finglam,109,new
rundsop,retsits,123,new
agallea,menclar,72,new
edisted,digiday,124,new
throvic,messago,52,new
talisti,prothly,121,new
quingel,crivere,93,new
clopect,ancessa,116,new
perecti,chanywa,92,new
strompa,hignoth,55,new
numersi,messago,51,new
webruic,spanoth,103,new
commari,octeste,131,new
engally,agallea,83,new
ancessa,grappor,142,new
perecti,compide,105,new
wessish,dispont,54,new
comorti,angessa,58,new
mestead,prothly,143,new
dakinge,walthel,79,new
sertsim,quingel,129,new
dakinge,hignoth,73,new
retsits,gremsev,136,new
defasom,kentsia,62,new
allopti,cortsio,67,new
thinatu,compide,108,new
commari,sertsim,118,new
relysta,abysted,65,new
howaymb,agallea,135,new
expisho,talisti,117,new
mesterf,disingu,110,new
loarlai,digiday,99,new
nathess,compide,130,new
memsere,strompa,84,new
sersimi,maricts,78,new
mesects,disingu,104,new
locidev,tueredo,91,new
iningla,perecti,81,new
afrithe,larshic,88,new
messago,abysted,66,new
numersi,thinatu,64,new
digiday,agallea,95,new
betwerv,wessish,74,new
messago,grappor,100,new
iningla,thinatu,59,new
betwerv,chertin,82,new
mesects,quarban,145,new
iningla,forsith,69,new
webruic,retsits,137,new
thramon,articlu,80,new
supplic,amatera,139,new
retsits,grappor,149,new
agallea,shaptur,56,new
asplati,subvick,140,new
crivere,betwerv,77,new
screnta,grappor,138,new
finglam,prensta,146,new
perecti,prothly,96,new
