stringA,stringB,itemNumber,type
caltsio,clopect,16,original
mesterf,expisho,26,original
mesimie,dakinge,23,original
ostallo,micaust,22,original
ancessa,digiday,39,original
heashes,supplic,49,original
sersimi,mervirs,21,original
crivere,uranged,12,original
agallea,strompa,13,original
segessa,webruic,41,original
octeste,subvick,50,original
thinatu,commari,30,original
splenne,engally,28,original
hignoth,mempise,9,original
screnta,prompan,40,original
chertin,bomysta,36,original
walthel,allopti,10,original
forsith,defasom,8,original
nathess,proffic,47,original
plareed,throvic,20,original
opelese,quingel,45,original
bengsta,maricts,4,original
messago,numersi,3,original
relysta,vervide,19,original
afrithe,prothly,34,original
betwerv,wessish,18,original
shaptur,thramon,17,original
disingu,perecti,33,original
allysti,spanoth,15,original
rundsop,mesects,35,original
gremsev,cortsio,24,original
iningla,asplati,7,original
grappor,mestead,43,original
witypro,talisti,38,original
dockles,angessa,31,original
abysted,pariono,11,original
wilysta,systess,25,original
proffin,tueredo,42,original
quarban,edisted,46,original
comorti,tessigg,1,original
finglam,amatera,44,original
chanywa,prensta,32,original
compide,sertsim,29,original
larshic,persica,6,original
articlu,loarlai,14,original
menclar,scrunne,5,original
currimi,memsere,37,original
dispont,smadian,2,original
locidev,kentsia,27,original
howaymb,retsits,48,original
allopti,bengsta,69,new
abysted,screnta,86,new
segessa,supplic,144,new
micaust,asplati,76,new
bengsta,dakinge,65,new
loarlai,allopti,73,new
spanoth,quingel,116,new
angessa,gremsev,99,new
comorti,mesterf,58,new
asplati,abysted,54,new
locidev,angessa,93,new
allysti,thramon,59,new
howaymb,tueredo,149,new
wilysta,retsits,139,new
opelese,expisho,137,new
abysted,heashes,143,new
plareed,dockles,82,new
retsits,articlu,115,new
howaymb,octeste,125,new
shaptur,screnta,94,new
supplic,messago,148,new
plareed,defasom,55,new
wilysta,talisti,106,new
wessish,betwerv,51,new
chanywa,amatera,133,new
prensta,bomysta,107,new
chanywa,smadian,90,new
messago,articlu,52,new
thramon,mempise,64,new
retsits,allopti,92,new
thinatu,expisho,95,new
witypro,scrunne,87,new
digiday,mesects,127,new
quarban,mestead,145,new
amatera,larshic,96,new
maricts,ancessa,84,new
mesects,micaust,101,new
shaptur,talisti,114,new
plareed,maricts,57,new
micaust,nathess,128,new
mervirs,walthel,68,new
cortsio,menclar,60,new
prothly,retsits,123,new
perecti,engally,104,new
allysti,crivere,56,new
perecti,dockles,117,new
vervide,thramon,72,new
mestead,supplic,126,new
webruic,crivere,100,new
asplati,proffin,91,new
locidev,afrithe,97,new
larshic,relysta,67,new
talisti,digiday,129,new
supplic,sertsim,131,new
relysta,howaymb,124,new
amatera,prompan,142,new
caltsio,betwerv,63,new
asplati,dakinge,74,new
hignoth,allysti,62,new
larshic,spanoth,70,new
opelese,commari,141,new
mesects,proffin,150,new
dispont,walthel,53,new
uranged,systess,66,new
opelese,betwerv,111,new
amatera,micaust,98,new
larshic,sertsim,75,new
tueredo,rundsop,121,new
articlu,asplati,79,new
howaymb,memsere,122,new
engally,segessa,102,new
bengsta,supplic,136,new
grappor,scrunne,113,new
thramon,digiday,120,new
prensta,locidev,108,new
shaptur,perecti,81,new
mempise,nathess,119,new
sersimi,numersi,78,new
nathess,rundsop,135,new
splenne,proffic,130,new
larshic,splenne,71,new
supplic,agallea,134,new
thramon,proffin,118,new
pariono,defasom,80,new
digiday,forsith,89,new
betwerv,crivere,77,new
edisted,allysti,112,new
octeste,defasom,132,new
mesimie,expisho,85,new
commari,amatera,140,new
thinatu,engally,103,new
bengsta,disingu,83,new
allysti,retsits,146,new
dakinge,ancessa,105,new
vervide,nathess,147,new
grappor,segessa,138,new
kentsia,iningla,61,new
allysti,opelese,110,new
thinatu,mervirs,88,new
maricts,nathess,109,new
