stringA,stringB,itemNumber,type
octeste,subvick,50,original
bengsta,maricts,4,original
sersimi,mervirs,21,original
loarlai,articlu,14,original
walthel,allopti,10,original
forsith,defasom,8,original
memsere,currimi,37,original
pariono,abysted,11,original
mestead,grappor,43,original
agallea,strompa,13,original
opelese,quingel,45,original
systess,wilysta,25,original
hignoth,mempise,9,original
kentsia,locidev,27,original
scrunne,menclar,5,original
splenne,engally,28,original
asplati,iningla,7,original
relysta,vervide,19,original
amatera,finglam,44,original
tessigg,comorti,1,original
angessa,dockles,31,original
retsits,howaymb,48,original
edisted,quarban,46,original
ancessa,digiday,39,original
segessa,webruic,41,original
chanywa,prensta,32,original
proffin,tueredo,42,original
dakinge,mesimie,23,original
numersi,messago,3,original
witypro,talisti,38,original
allysti,spanoth,15,original
disingu,perecti,33,original
supplic,heashes,49,original
proffic,nathess,47,original
micaust,ostallo,22,original
expisho,mesterf,26,original
clopect,caltsio,16,original
dispont,smadian,2,original
gremsev,cortsio,24,original
uranged,crivere,12,original
compide,sertsim,29,original
rundsop,mesects,35,original
betwerv,wessish,18,original
commari,thinatu,30,original
bomysta,chertin,36,original
shaptur,thramon,17,original
prothly,afrithe,34,original
throvic,plareed,20,original
prompan,screnta,40,original
larshic,persica,6,original
mestead,abysted,120,new
grappor,screnta,123,new
proffin,bengsta,109,new
sersimi,articlu,74,new
screnta,maricts,87,new
splenne,howaymb,124,new
smadian,shaptur,51,new
forsith,comorti,64,new
grappor,sertsim,128,new
plareed,subvick,147,new
edisted,digiday,150,new
talisti,micaust,97,new
quingel,pariono,105,new
locidev,cortsio,89,new
octeste,numersi,140,new
webruic,sersimi,108,new
currimi,kentsia,107,new
nathess,currimi,145,new
uranged,nathess,111,new
wilysta,persica,69,new
rundsop,mesterf,114,new
scrunne,throvic,59,new
articlu,plareed,58,new
scrunne,engally,75,new
wilysta,ancessa,117,new
articlu,agallea,77,new
opelese,throvic,93,new
forsith,allopti,66,new
grappor,systess,136,new
plareed,proffin,115,new
subvick,persica,143,new
prothly,messago,90,new
strompa,mesterf,85,new
plareed,currimi,98,new
abysted,bengsta,57,new
defasom,mestead,99,new
edisted,bomysta,142,new
quarban,amatera,146,new
mesimie,webruic,118,new
maricts,persica,65,new
quingel,mesimie,131,new
thinatu,subvick,138,new
afrithe,wilysta,92,new
digiday,spanoth,91,new
hignoth,wilysta,72,new
thinatu,chanywa,103,new
persica,finglam,116,new
segessa,compide,101,new
messago,expisho,62,new
mesects,supplic,130,new
relysta,abysted,76,new
edisted,throvic,110,new
numersi,sersimi,60,new
messago,quarban,95,new
prensta,mempise,83,new
witypro,systess,119,new
grappor,talisti,134,new
rundsop,forsith,81,new
segessa,proffic,133,new
mesimie,uranged,73,new
defasom,persica,67,new
subvick,talisti,148,new
opelese,abysted,106,new
numersi,tueredo,82,new
dockles,retsits,144,new
retsits,witypro,139,new
mesterf,grappor,126,new
chertin,compide,94,new
shaptur,wessish,79,new
currimi,sertsim,104,new
afrithe,supplic,141,new
shaptur,opelese,113,new
micaust,caltsio,86,new
subvick,opelese,125,new
iningla,caltsio,54,new
pariono,supplic,135,new
finglam,screnta,129,new
bomysta,sertsim,102,new
disingu,splenne,96,new
splenne,subvick,121,new
allysti,agallea,71,new
compide,angessa,112,new
splenne,iningla,53,new
caltsio,allopti,55,new
howaymb,forsith,137,new
scrunne,expisho,61,new
forsith,vervide,56,new
messago,shaptur,63,new
uranged,octeste,149,new
loarlai,expisho,88,new
forsith,gremsev,80,new
menclar,sersimi,68,new
shaptur,mesterf,84,new
mempise,mesimie,70,new
edisted,gremsev,132,new
allysti,smadian,78,new
bengsta,maricts,52,new
proffin,amatera,122,new
cortsio,dockles,100,new
howaymb,mesterf,127,new
