stringA,stringB,itemNumber,type
montems,suption,12,original
systina,clarral,14,original
premser,groctsi,10,original
trinche,advical,36,original
somersi,larlize,23,original
domeave,shoureg,7,original
anotain,himumma,46,original
mestins,devivar,32,original
vernion,gramile,15,original
refends,suprega,28,original
tessina,prousup,48,original
dessaga,devervi,19,original
hastems,pachang,34,original
arcents,pranomp,40,original
delpith,grashin,2,original
deffent,specity,17,original
telcout,jusessa,20,original
avelian,thregul,13,original
incleas,sanybon,25,original
sounano,posiver,18,original
lifinta,raddreg,6,original
pertice,proundi,33,original
materal,wiligna,30,original
pargest,servica,4,original
ausenus,throdyn,8,original
togriva,worinta,21,original
prounds,rousent,35,original
filisma,engstin,31,original
pervica,slanoth,29,original
shouges,anathly,5,original
varketa,throuss,9,original
qualrev,meentra,47,original
partify,pritent,37,original
suppopp,tatinse,50,original
becadev,howseri,22,original
belysty,sectori,39,original
commedi,englita,26,original
suprovi,whetesi,45,original
howinge,thervil,3,original
morying,anottac,42,original
limanol,exturea,16,original
forings,strewri,27,original
probble,slannet,44,original
rembrob,weastin,38,original
moutlem,arthrol,24,original
fityrud,sersice,43,original
benervi,fainges,1,original
bollyze,anceste,49,original
montsim,nothrog,11,original
dolsimp,clester,41,original
fityrud,telcout,116,new
meentra,servica,93,new
throdyn,domeave,56,new
dolsimp,throuss,119,new
whetesi,rembrob,124,new
rembrob,somersi,115,new
thervil,montsim,74,new
engstin,wiligna,101,new
shouges,vernion,75,new
pritent,throdyn,87,new
rembrob,systina,113,new
shouges,engstin,65,new
englita,fityrud,136,new
slanoth,morying,142,new
larlize,premser,78,new
belysty,arcents,147,new
lifinta,varketa,64,new
tatinse,throdyn,133,new
whetesi,howinge,102,new
nothrog,devervi,60,new
thregul,anathly,66,new
arcents,pranomp,130,new
moutlem,anottac,100,new
devivar,englita,94,new
raddreg,strewri,70,new
filisma,sersice,125,new
sounano,devervi,52,new
advical,hastems,92,new
pranomp,sectori,129,new
specity,tessina,123,new
whetesi,shoureg,103,new
larlize,meentra,138,new
fityrud,rousent,134,new
clarral,exturea,54,new
slannet,sanybon,120,new
refends,grashin,72,new
domeave,probble,114,new
throuss,howinge,55,new
thregul,avelian,63,new
pranomp,exturea,108,new
filisma,arcents,109,new
trinche,prounds,107,new
somersi,clarral,77,new
probble,rousent,128,new
raddreg,thervil,58,new
posiver,deffent,76,new
clester,rembrob,131,new
anotain,larlize,141,new
morying,incleas,99,new
systina,benervi,53,new
arthrol,morying,95,new
fainges,pachang,81,new
specity,montems,73,new
montems,throdyn,67,new
engstin,advical,112,new
prounds,weastin,132,new
sanybon,strewri,89,new
sectori,suprovi,145,new
dolsimp,refends,146,new
prousup,deffent,144,new
slannet,pachang,122,new
belysty,englita,98,new
devervi,mestins,86,new
suppopp,anathly,149,new
dessaga,partify,111,new
gramile,arthrol,84,new
specity,rousent,88,new
bollyze,clester,143,new
suprega,sounano,85,new
avelian,belysty,105,new
ausenus,shouges,61,new
refends,pranomp,110,new
thervil,qualrev,106,new
belysty,pargest,90,new
proundi,worinta,97,new
limanol,englita,83,new
suprega,tessina,140,new
domeave,howinge,69,new
qualrev,howseri,126,new
servica,montems,57,new
filisma,strewri,104,new
pargest,servica,68,new
qualrev,incleas,150,new
premser,benervi,79,new
tessina,qualrev,127,new
worinta,limanol,51,new
tessina,togriva,135,new
jusessa,pargest,71,new
strewri,advical,117,new
pertice,wiligna,118,new
pargest,suppopp,121,new
suprovi,rousent,148,new
vernion,larlize,82,new
englita,wiligna,96,new
lifinta,howinge,62,new
thervil,moutlem,80,new
howinge,slanoth,59,new
domeave,qualrev,91,new
tatinse,proundi,139,new
tessina,commedi,137,new
