stringA,stringB,itemNumber,type
pertice,proundi,33,original
strewri,forings,27,original
deffent,specity,17,original
tatinse,suppopp,50,original
thervil,howinge,3,original
montems,suption,12,original
slanoth,pervica,29,original
arcents,pranomp,40,original
worinta,togriva,21,original
pargest,servica,4,original
telcout,jusessa,20,original
anathly,shouges,5,original
exturea,limanol,16,original
lifinta,raddreg,6,original
trinche,advical,36,original
refends,suprega,28,original
sersice,fityrud,43,original
meentra,qualrev,47,original
englita,commedi,26,original
anotain,himumma,46,original
howseri,becadev,22,original
throuss,varketa,9,original
hastems,pachang,34,original
whetesi,suprovi,45,original
systina,clarral,14,original
morying,anottac,42,original
moutlem,arthrol,24,original
rembrob,weastin,38,original
probble,slannet,44,original
belysty,sectori,39,original
bollyze,anceste,49,original
throdyn,ausenus,8,original
larlize,somersi,23,original
devivar,mestins,32,original
grashin,delpith,2,original
dolsimp,clester,41,original
sanybon,incleas,25,original
benervi,fainges,1,original
gramile,vernion,15,original
prounds,rousent,35,original
thregul,avelian,13,original
shoureg,domeave,7,original
devervi,dessaga,19,original
montsim,nothrog,11,original
prousup,tessina,48,original
partify,pritent,37,original
posiver,sounano,18,original
wiligna,materal,30,original
filisma,engstin,31,original
groctsi,premser,10,original
exturea,rembrob,115,new
becadev,montems,72,new
thervil,larlize,70,new
hastems,specity,88,new
dessaga,grashin,79,new
suprovi,slanoth,136,new
specity,throuss,57,new
dolsimp,nothrog,96,new
anotain,servica,118,new
throdyn,ausenus,76,new
strewri,advical,112,new
suprega,slannet,150,new
delpith,limanol,71,new
partify,vernion,116,new
devervi,tessina,141,new
raddreg,materal,77,new
slannet,limanol,107,new
whetesi,pranomp,125,new
pargest,morying,104,new
howinge,telcout,62,new
throuss,grashin,67,new
hastems,larlize,108,new
prousup,montems,145,new
lifinta,groctsi,56,new
deffent,servica,55,new
slannet,pachang,129,new
togriva,anottac,92,new
anathly,benervi,78,new
weastin,pachang,123,new
servica,clester,87,new
fityrud,deffent,100,new
becadev,anathly,59,new
mestins,sanybon,105,new
pritent,himumma,130,new
thervil,benervi,65,new
larlize,trinche,94,new
howinge,lifinta,66,new
trinche,shouges,84,new
delpith,prousup,124,new
moutlem,whetesi,109,new
shoureg,tatinse,139,new
prousup,strewri,140,new
vernion,servica,58,new
groctsi,domeave,69,new
whetesi,bollyze,135,new
engstin,suppopp,122,new
morying,arcents,131,new
shoureg,vernion,74,new
himumma,sersice,128,new
thervil,fityrud,97,new
devivar,hastems,102,new
commedi,throuss,68,new
arthrol,gramile,83,new
clarral,sectori,85,new
servica,domeave,54,new
commedi,pritent,110,new
incleas,clarral,90,new
pervica,whetesi,147,new
raddreg,anceste,98,new
sounano,qualrev,121,new
anotain,suppopp,137,new
qualrev,deffent,133,new
varketa,domeave,73,new
arcents,thregul,99,new
varketa,whetesi,114,new
belysty,premser,93,new
sanybon,hastems,117,new
anotain,himumma,148,new
anceste,pachang,138,new
hastems,suppopp,132,new
incleas,morying,101,new
raddreg,sectori,81,new
premser,proundi,89,new
dolsimp,worinta,91,new
becadev,lifinta,52,new
sanybon,fainges,60,new
exturea,himumma,126,new
devervi,avelian,75,new
proundi,tessina,134,new
posiver,sectori,103,new
worinta,advical,95,new
systina,raddreg,63,new
slannet,posiver,119,new
forings,pritent,106,new
fainges,becadev,80,new
howinge,throuss,61,new
deffent,grashin,64,new
tessina,sanybon,143,new
himumma,dessaga,146,new
somersi,limanol,82,new
domeave,clarral,53,new
dessaga,pachang,111,new
shoureg,meentra,120,new
trinche,gramile,86,new
weastin,forings,113,new
qualrev,vernion,144,new
probble,clester,127,new
himumma,avelian,149,new
tatinse,fityrud,142,new
pargest,benervi,51,new
