stringA,stringB,itemNumber,type
slannet,probble,44,original
mestins,devivar,32,original
englita,commedi,26,original
clester,dolsimp,41,original
arthrol,moutlem,24,original
weastin,rembrob,38,original
materal,wiligna,30,original
exturea,limanol,16,original
systina,clarral,14,original
tessina,prousup,48,original
anathly,shouges,5,original
avelian,thregul,13,original
sounano,posiver,18,original
howseri,becadev,22,original
strewri,forings,27,original
whetesi,suprovi,45,original
montems,suption,12,original
domeave,shoureg,7,original
hastems,pachang,34,original
throuss,varketa,9,original
incleas,sanybon,25,original
vernion,gramile,15,original
premser,groctsi,10,original
anceste,bollyze,49,original
anotain,himumma,46,original
jusessa,telcout,20,original
proundi,pertice,33,original
advical,trinche,36,original
benervi,fainges,1,original
montsim,nothrog,11,original
qualrev,meentra,47,original
prounds,rousent,35,original
specity,deffent,17,original
servica,pargest,4,original
pervica,slanoth,29,original
larlize,somersi,23,original
devervi,dessaga,19,original
howinge,thervil,3,original
fityrud,sersice,43,original
morying,anottac,42,original
suprega,refends,28,original
grashin,delpith,2,original
suppopp,tatinse,50,original
belysty,sectori,39,original
raddreg,lifinta,6,original
partify,pritent,37,original
filisma,engstin,31,original
throdyn,ausenus,8,original
pranomp,arcents,40,original
togriva,worinta,21,original
limanol,thervil,60,new
shoureg,meentra,93,new
rousent,sanybon,117,new
advical,dessaga,107,new
anotain,bollyze,141,new
lifinta,suprega,77,new
pargest,groctsi,69,new
worinta,benervi,72,new
montsim,fainges,66,new
anathly,groctsi,59,new
anceste,rembrob,128,new
commedi,sersice,119,new
raddreg,worinta,63,new
forings,weastin,92,new
dolsimp,hastems,129,new
clarral,refends,88,new
clester,forings,97,new
howinge,howseri,64,new
varketa,anotain,94,new
servica,vernion,68,new
domeave,probble,120,new
suption,sersice,103,new
suprega,tatinse,148,new
posiver,throuss,56,new
suprovi,mestins,144,new
sounano,bollyze,143,new
wiligna,mestins,114,new
worinta,togriva,82,new
becadev,whetesi,100,new
anathly,benervi,54,new
premser,belysty,101,new
sectori,devervi,96,new
avelian,varketa,55,new
anottac,pervica,118,new
engstin,suprovi,126,new
groctsi,delpith,51,new
prousup,deffent,132,new
refends,probble,146,new
proundi,anotain,139,new
englita,forings,85,new
moutlem,sounano,86,new
benervi,somersi,57,new
thregul,anathly,80,new
slanoth,becadev,84,new
deffent,suppopp,125,new
suprovi,somersi,135,new
domeave,throdyn,53,new
moutlem,sectori,111,new
pachang,materal,91,new
forings,fainges,61,new
becadev,exturea,87,new
rousent,suppopp,121,new
throdyn,sersice,102,new
thervil,posiver,79,new
morying,pritent,134,new
wiligna,tatinse,142,new
raddreg,howseri,71,new
pargest,fityrud,113,new
howseri,suppopp,149,new
nothrog,suption,73,new
anceste,himumma,131,new
dessaga,belysty,98,new
larlize,domeave,76,new
prousup,anotain,147,new
tatinse,groctsi,123,new
pertice,suprovi,124,new
domeave,thregul,52,new
dessaga,proundi,90,new
weastin,jusessa,104,new
suprovi,tessina,137,new
trinche,becadev,116,new
suprovi,sounano,127,new
rousent,shouges,89,new
qualrev,pertice,145,new
prounds,sounano,99,new
qualrev,trinche,136,new
whetesi,proundi,140,new
dessaga,probble,108,new
devervi,materal,83,new
benervi,montems,70,new
systina,shouges,67,new
slannet,prousup,130,new
pranomp,montems,109,new
devivar,fainges,75,new
ausenus,fityrud,110,new
forings,trinche,106,new
incleas,forings,81,new
ausenus,suprovi,112,new
himumma,premser,115,new
lifinta,servica,58,new
pervica,sectori,95,new
exturea,varketa,78,new
deffent,benervi,62,new
weastin,posiver,105,new
tessina,prousup,122,new
suprovi,deffent,133,new
clarral,dessaga,65,new
meentra,bollyze,138,new
montems,becadev,74,new
pranomp,tatinse,150,new
