stringA,stringB,itemNumber,type
mestins,devivar,32,original
arthrol,moutlem,24,original
nothrog,montsim,11,original
refends,suprega,28,original
sersice,fityrud,43,original
delpith,grashin,2,original
arcents,pranomp,40,original
pargest,servica,4,original
anathly,shouges,5,original
meentra,qualrev,47,original
tatinse,suppopp,50,original
materal,wiligna,30,original
fainges,benervi,1,original
hastems,pachang,34,original
vernion,gramile,15,original
howseri,becadev,22,original
slanoth,pervica,29,original
strewri,forings,27,original
dessaga,devervi,19,original
throuss,varketa,9,original
anottac,morying,42,original
deffent,specity,17,original
worinta,togriva,21,original
pritent,partify,37,original
trinche,advical,36,original
thregul,avelian,13,original
rembrob,weastin,38,original
suprovi,whetesi,45,original
groctsi,premser,10,original
prousup,tessina,48,original
clarral,systina,14,original
throdyn,ausenus,8,original
bollyze,anceste,49,original
sanybon,incleas,25,original
probble,slannet,44,original
himumma,anotain,46,original
raddreg,lifinta,6,original
posiver,sounano,18,original
filisma,engstin,31,original
commedi,englita,26,original
suption,montems,12,original
jusessa,telcout,20,original
shoureg,domeave,7,original
howinge,thervil,3,original
limanol,exturea,16,original
belysty,sectori,39,original
proundi,pertice,33,original
larlize,somersi,23,original
dolsimp,clester,41,original
prounds,rousent,35,original
throdyn,refends,64,new
tessina,rembrob,141,new
worinta,prounds,108,new
montsim,deffent,65,new
howinge,montems,55,new
bollyze,anceste,133,new
howseri,shoureg,57,new
raddreg,delpith,77,new
pargest,benervi,69,new
lifinta,wiligna,85,new
trinche,pranomp,137,new
forings,arcents,94,new
lifinta,filisma,89,new
probble,ausenus,95,new
exturea,himumma,145,new
howseri,shouges,58,new
sersice,pranomp,142,new
anceste,limanol,144,new
fityrud,whetesi,136,new
fainges,clarral,66,new
tatinse,gramile,143,new
fityrud,anotain,127,new
trinche,servica,81,new
materal,rembrob,99,new
clester,pervica,116,new
suption,domeave,76,new
arthrol,wiligna,100,new
belysty,sounano,112,new
servica,somersi,68,new
sectori,suppopp,129,new
jusessa,slanoth,84,new
deffent,advical,102,new
qualrev,incleas,134,new
tatinse,varketa,122,new
wiligna,arcents,117,new
lifinta,grashin,78,new
pachang,slanoth,114,new
dolsimp,somersi,97,new
avelian,servica,51,new
sectori,larlize,98,new
fainges,dolsimp,87,new
anotain,jusessa,106,new
prousup,sectori,123,new
togriva,anotain,93,new
dolsimp,systina,107,new
thregul,fainges,72,new
tatinse,bollyze,139,new
pargest,wiligna,67,new
nothrog,pervica,90,new
suprovi,mestins,147,new
posiver,throuss,62,new
himumma,pritent,149,new
hastems,suprovi,128,new
premser,fityrud,113,new
mestins,suprega,120,new
worinta,thregul,73,new
engstin,suppopp,150,new
suppopp,worinta,148,new
ausenus,suppopp,146,new
clarral,vernion,56,new
benervi,deffent,79,new
devivar,mestins,91,new
montems,prousup,138,new
sectori,pranomp,131,new
dolsimp,throuss,111,new
tessina,suppopp,135,new
thervil,shoureg,54,new
suption,anotain,110,new
benervi,anathly,63,new
groctsi,domeave,80,new
suption,sounano,74,new
thregul,telcout,52,new
morying,howseri,104,new
sanybon,vernion,86,new
morying,arthrol,118,new
vernion,belysty,103,new
refends,bollyze,125,new
somersi,partify,115,new
dessaga,posiver,59,new
suption,anottac,92,new
suprovi,throuss,101,new
moutlem,trinche,119,new
suption,pargest,61,new
groctsi,thervil,75,new
sersice,servica,88,new
throdyn,trinche,82,new
whetesi,varketa,105,new
commedi,anathly,70,new
whetesi,becadev,109,new
benervi,nothrog,60,new
whetesi,dolsimp,132,new
materal,montsim,83,new
suppopp,whetesi,126,new
tessina,becadev,124,new
howseri,prousup,140,new
togriva,nothrog,53,new
tatinse,belysty,130,new
pervica,hastems,96,new
bollyze,incleas,121,new
commedi,ausenus,71,new
