stringA,stringB,itemNumber,type
dessaga,devervi,19,original
howseri,becadev,22,original
pertice,proundi,33,original
clester,dolsimp,41,original
systina,clarral,14,original
somersi,larlize,23,original
slannet,probble,44,original
lifinta,raddreg,6,original
arcents,pranomp,40,original
anathly,shouges,5,original
thervil,howinge,3,original
materal,wiligna,30,original
montems,suption,12,original
domeave,shoureg,7,original
worinta,togriva,21,original
sectori,belysty,39,original
nothrog,montsim,11,original
slanoth,pervica,29,original
incleas,sanybon,25,original
vernion,gramile,15,original
premser,groctsi,10,original
arthrol,moutlem,24,original
delpith,grashin,2,original
deffent,specity,17,original
anceste,bollyze,49,original
varketa,throuss,9,original
qualrev,meentra,47,original
limanol,exturea,16,original
commedi,englita,26,original
throdyn,ausenus,8,original
himumma,anotain,46,original
posiver,sounano,18,original
rembrob,weastin,38,original
thregul,avelian,13,original
forings,strewri,27,original
prousup,tessina,48,original
servica,pargest,4,original
filisma,engstin,31,original
morying,anottac,42,original
suprovi,whetesi,45,original
partify,pritent,37,original
devivar,mestins,32,original
benervi,fainges,1,original
jusessa,telcout,20,original
prounds,rousent,35,original
suprega,refends,28,original
fityrud,sersice,43,original
advical,trinche,36,original
suppopp,tatinse,50,original
pachang,hastems,34,original
dolsimp,hastems,125,new
pritent,forings,102,new
raddreg,anottac,82,new
suppopp,vernion,146,new
trinche,thregul,85,new
throdyn,exturea,71,new
rembrob,sersice,122,new
delpith,sanybon,69,new
moutlem,anottac,117,new
throdyn,thervil,70,new
limanol,lifinta,51,new
qualrev,deffent,132,new
anceste,larlize,134,new
pertice,throdyn,81,new
limanol,throuss,56,new
clester,moutlem,108,new
anotain,howinge,105,new
throuss,himumma,104,new
avelian,jusessa,52,new
pervica,meentra,130,new
throuss,commedi,65,new
probble,rousent,138,new
vernion,togriva,62,new
somersi,proundi,110,new
groctsi,sounano,55,new
incleas,moutlem,86,new
bollyze,arthrol,140,new
englita,qualrev,145,new
partify,meentra,137,new
slanoth,morying,129,new
sersice,proundi,127,new
specity,arcents,120,new
howseri,probble,142,new
rembrob,systina,96,new
raddreg,avelian,64,new
throuss,jusessa,58,new
pargest,qualrev,93,new
hastems,sanybon,92,new
shouges,systina,61,new
morying,trinche,136,new
specity,fainges,60,new
shouges,pargest,80,new
devivar,materal,98,new
slannet,gramile,113,new
sersice,prounds,123,new
posiver,vernion,76,new
premser,throdyn,59,new
prounds,strewri,99,new
thervil,himumma,116,new
slannet,specity,111,new
slanoth,partify,112,new
prousup,weastin,139,new
nothrog,morying,109,new
premser,limanol,77,new
belysty,engstin,128,new
worinta,pervica,84,new
gramile,meentra,94,new
whetesi,posiver,100,new
pachang,engstin,107,new
anceste,bollyze,147,new
pervica,pargest,78,new
sounano,montsim,74,new
prounds,howseri,91,new
groctsi,clester,89,new
pranomp,materal,133,new
incleas,groctsi,73,new
rousent,proundi,97,new
togriva,sectori,101,new
exturea,qualrev,124,new
dessaga,throdyn,68,new
moutlem,sounano,88,new
engstin,bollyze,148,new
gramile,refends,83,new
sectori,prousup,144,new
prounds,hastems,103,new
tatinse,shoureg,135,new
thregul,exturea,63,new
groctsi,lifinta,79,new
shouges,refends,57,new
materal,advical,95,new
sersice,varketa,119,new
fainges,raddreg,54,new
weastin,suprega,106,new
togriva,lifinta,67,new
fityrud,avelian,118,new
bollyze,trinche,121,new
incleas,devivar,115,new
delpith,suppopp,131,new
advical,weastin,149,new
lifinta,suption,53,new
pervica,sounano,90,new
domeave,togriva,72,new
slanoth,becadev,87,new
commedi,whetesi,141,new
fainges,commedi,66,new
morying,arcents,150,new
suprovi,pargest,114,new
domeave,suppopp,126,new
togriva,avelian,75,new
prousup,sersice,143,new
