stringA,stringB,itemNumber,type
telcout,jusessa,20,original
avelian,thregul,13,original
arcents,pranomp,40,original
ausenus,throdyn,8,original
sounano,posiver,18,original
anotain,himumma,46,original
lifinta,raddreg,6,original
vernion,gramile,15,original
refends,suprega,28,original
meentra,qualrev,47,original
thervil,howinge,3,original
dessaga,devervi,19,original
anceste,bollyze,49,original
incleas,sanybon,25,original
somersi,larlize,23,original
worinta,togriva,21,original
arthrol,moutlem,24,original
fainges,benervi,1,original
whetesi,suprovi,45,original
materal,wiligna,30,original
deffent,specity,17,original
nothrog,montsim,11,original
throuss,varketa,9,original
weastin,rembrob,38,original
hastems,pachang,34,original
becadev,howseri,22,original
proundi,pertice,33,original
shouges,anathly,5,original
dolsimp,clester,41,original
fityrud,sersice,43,original
commedi,englita,26,original
morying,anottac,42,original
servica,pargest,4,original
shoureg,domeave,7,original
prousup,tessina,48,original
pervica,slanoth,29,original
filisma,engstin,31,original
prounds,rousent,35,original
devivar,mestins,32,original
forings,strewri,27,original
suppopp,tatinse,50,original
probble,slannet,44,original
partify,pritent,37,original
limanol,exturea,16,original
suption,montems,12,original
advical,trinche,36,original
grashin,delpith,2,original
clarral,systina,14,original
belysty,sectori,39,original
groctsi,premser,10,original
belysty,lifinta,84,new
servica,avelian,76,new
belysty,fainges,89,new
strewri,varketa,59,new
togriva,trinche,106,new
refends,proundi,98,new
himumma,delpith,111,new
commedi,throuss,74,new
suprega,tatinse,130,new
raddreg,anotain,114,new
pritent,togriva,95,new
howinge,throuss,75,new
weastin,belysty,132,new
worinta,montsim,72,new
morying,meentra,127,new
ausenus,specity,73,new
incleas,pranomp,115,new
engstin,belysty,136,new
tessina,togriva,124,new
slannet,bollyze,144,new
strewri,groctsi,69,new
thregul,tessina,107,new
clester,filisma,116,new
howinge,nothrog,55,new
deffent,larlize,86,new
throuss,shouges,66,new
suption,lifinta,61,new
anceste,posiver,146,new
groctsi,sounano,52,new
pachang,fainges,87,new
slanoth,qualrev,143,new
suprega,slanoth,112,new
suption,systina,77,new
sanybon,clester,105,new
prounds,slanoth,97,new
slannet,throdyn,109,new
benervi,materal,51,new
moutlem,ausenus,53,new
tatinse,prounds,134,new
sersice,rembrob,121,new
suprega,throuss,88,new
varketa,howseri,80,new
morying,trinche,122,new
dolsimp,systina,119,new
thervil,togriva,62,new
becadev,delpith,79,new
pargest,shouges,58,new
commedi,anottac,118,new
forings,systina,83,new
sersice,wiligna,148,new
proundi,thervil,85,new
suprovi,howseri,137,new
exturea,dolsimp,113,new
varketa,exturea,60,new
wiligna,whetesi,141,new
materal,devivar,96,new
devervi,telcout,81,new
anceste,wiligna,139,new
materal,pervica,108,new
sersice,varketa,92,new
systina,suppopp,140,new
anceste,howinge,99,new
prousup,avelian,126,new
domeave,probble,93,new
anathly,dolsimp,110,new
pargest,clarral,57,new
arthrol,fityrud,128,new
bollyze,anathly,123,new
lifinta,rembrob,90,new
clarral,weastin,82,new
fainges,probble,102,new
pritent,prousup,129,new
anotain,partify,135,new
dessaga,gramile,54,new
suption,dessaga,78,new
strewri,grashin,71,new
suprega,clester,104,new
shoureg,arthrol,64,new
pranomp,rousent,150,new
weastin,rembrob,138,new
anathly,throdyn,56,new
prousup,thervil,125,new
proundi,engstin,120,new
howseri,fityrud,117,new
wiligna,slanoth,100,new
himumma,avelian,149,new
montems,suprovi,103,new
tatinse,thregul,131,new
pertice,rembrob,145,new
togriva,nothrog,63,new
partify,systina,101,new
moutlem,trinche,94,new
montsim,arthrol,67,new
montems,larlize,65,new
domeave,himumma,91,new
shouges,fainges,68,new
anottac,fityrud,147,new
himumma,anottac,142,new
delpith,raddreg,70,new
anceste,clarral,133,new
