stringA,stringB,itemNumber,type
arcents,pranomp,40,original
pertice,proundi,33,original
anotain,himumma,46,original
vernion,gramile,15,original
slannet,probble,44,original
refends,suprega,28,original
pritent,partify,37,original
sounano,posiver,18,original
weastin,rembrob,38,original
whetesi,suprovi,45,original
delpith,grashin,2,original
anottac,morying,42,original
ausenus,throdyn,8,original
systina,clarral,14,original
clester,dolsimp,41,original
dessaga,devervi,19,original
incleas,sanybon,25,original
engstin,filisma,31,original
throuss,varketa,9,original
hastems,pachang,34,original
rousent,prounds,35,original
strewri,forings,27,original
sersice,fityrud,43,original
avelian,thregul,13,original
sectori,belysty,39,original
suppopp,tatinse,50,original
suption,montems,12,original
becadev,howseri,22,original
shouges,anathly,5,original
commedi,englita,26,original
montsim,nothrog,11,original
pervica,slanoth,29,original
devivar,mestins,32,original
benervi,fainges,1,original
moutlem,arthrol,24,original
bollyze,anceste,49,original
shoureg,domeave,7,original
groctsi,premser,10,original
larlize,somersi,23,original
wiligna,materal,30,original
specity,deffent,17,original
limanol,exturea,16,original
qualrev,meentra,47,original
prousup,tessina,48,original
raddreg,lifinta,6,original
howinge,thervil,3,original
togriva,worinta,21,original
jusessa,telcout,20,original
servica,pargest,4,original
advical,trinche,36,original
nothrog,suption,69,new
suprovi,worinta,133,new
montems,togriva,58,new
throuss,jusessa,59,new
domeave,suption,54,new
qualrev,worinta,121,new
suprovi,slannet,141,new
pranomp,worinta,107,new
pachang,whetesi,147,new
anotain,sanybon,132,new
throdyn,sounano,66,new
weastin,specity,109,new
suprega,lifinta,51,new
thervil,wiligna,78,new
englita,morying,134,new
exturea,gramile,65,new
nothrog,commedi,87,new
filisma,delpith,60,new
gramile,thervil,62,new
pertice,suprovi,127,new
suprovi,materal,131,new
pritent,becadev,105,new
belysty,engstin,126,new
moutlem,meentra,143,new
pritent,belysty,149,new
suprega,tessina,130,new
filisma,tatinse,135,new
devervi,howseri,89,new
dessaga,commedi,88,new
clester,becadev,93,new
throdyn,premser,80,new
clarral,lifinta,73,new
rousent,suprega,104,new
filisma,strewri,103,new
exturea,dolsimp,106,new
anathly,clarral,57,new
vernion,varketa,56,new
nothrog,servica,79,new
fainges,bollyze,144,new
refends,himumma,146,new
howseri,prousup,125,new
forings,pargest,68,new
fityrud,domeave,113,new
probble,strewri,150,new
himumma,engstin,136,new
whetesi,devervi,99,new
posiver,fainges,70,new
pervica,vernion,81,new
dolsimp,clester,139,new
domeave,himumma,117,new
throuss,bollyze,129,new
morying,thervil,110,new
somersi,sanybon,86,new
whetesi,limanol,115,new
suprovi,tessina,148,new
clarral,montems,67,new
worinta,montsim,71,new
howseri,advical,114,new
slannet,limanol,98,new
refends,shouges,77,new
thervil,shoureg,55,new
devervi,trinche,96,new
weastin,sanybon,91,new
togriva,anottac,92,new
qualrev,pertice,138,new
tatinse,grashin,102,new
slannet,thregul,108,new
qualrev,somersi,142,new
devervi,domeave,61,new
dolsimp,arthrol,118,new
pachang,dessaga,119,new
pranomp,telcout,97,new
forings,materal,95,new
trinche,proundi,116,new
slannet,pachang,124,new
bollyze,sectori,122,new
nothrog,fityrud,120,new
pritent,limanol,84,new
premser,belysty,100,new
vernion,shoureg,76,new
premser,suption,72,new
dolsimp,weastin,123,new
prounds,rousent,112,new
slannet,montsim,111,new
howseri,shoureg,52,new
deffent,suption,53,new
belysty,anottac,145,new
refends,jusessa,83,new
thregul,somersi,63,new
strewri,morying,140,new
raddreg,deffent,75,new
benervi,engstin,64,new
ausenus,prousup,128,new
throdyn,anottac,90,new
suprovi,rousent,137,new
suprega,pertice,101,new
montsim,sersice,94,new
thregul,howseri,74,new
throuss,devivar,85,new
grashin,pritent,82,new
