stringA,stringB,itemNumber,type
mesterf,expisho,26,original
kentsia,locidev,27,original
spanoth,allysti,15,original
prensta,chanywa,32,original
nathess,proffic,47,original
forsith,defasom,8,original
mestead,grappor,43,original
sertsim,compide,29,original
pariono,abysted,11,original
smadian,dispont,2,original
tueredo,proffin,42,original
caltsio,clopect,16,original
crivere,uranged,12,original
sersimi,mervirs,21,original
mesimie,dakinge,23,original
thinatu,commari,30,original
plareed,throvic,20,original
messago,numersi,3,original
bengsta,maricts,4,original
scrunne,menclar,5,original
edisted,quarban,46,original
ostallo,micaust,22,original
asplati,iningla,7,original
relysta,vervide,19,original
mesects,rundsop,35,original
witypro,talisti,38,original
engally,splenne,28,original
betwerv,wessish,18,original
strompa,agallea,13,original
articlu,loarlai,14,original
shaptur,thramon,17,original
comorti,tessigg,1,original
allopti,walthel,10,original
digiday,ancessa,39,original
finglam,amatera,44,original
supplic,heashes,49,original
webruic,segessa,41,original
wilysta,systess,25,original
disingu,perecti,33,original
subvick,octeste,50,original
prothly,afrithe,34,original
mempise,hignoth,9,original
prompan,screnta,40,original
currimi,memsere,37,original
bomysta,chertin,36,original
howaymb,retsits,48,original
larshic,persica,6,original
gremsev,cortsio,24,original
dockles,angessa,31,original
quingel,opelese,45,original
tueredo,finglam,123,new
asplati,allysti,51,new
nathess,digiday,140,new
chertin,chanywa,108,new
proffic,mesterf,124,new
pariono,prothly,86,new
tessigg,numersi,73,new
dispont,thinatu,66,new
nathess,bomysta,131,new
uranged,wessish,58,new
expisho,bengsta,65,new
dispont,octeste,150,new
afrithe,articlu,83,new
howaymb,persica,135,new
segessa,quarban,143,new
proffic,angessa,136,new
webruic,opelese,126,new
scrunne,abysted,74,new
digiday,opelese,142,new
prothly,amatera,132,new
heashes,chanywa,139,new
locidev,crivere,81,new
iningla,screnta,84,new
dispont,bengsta,69,new
bengsta,numersi,79,new
finglam,octeste,122,new
quingel,prensta,137,new
subvick,tessigg,147,new
mestead,clopect,111,new
mesects,prothly,95,new
engally,smadian,68,new
rundsop,mesterf,96,new
amatera,grappor,125,new
messago,supplic,145,new
chertin,howaymb,121,new
engally,afrithe,106,new
dockles,relysta,90,new
screnta,betwerv,104,new
chertin,dakinge,103,new
mesects,micaust,105,new
bomysta,caltsio,117,new
prensta,locidev,99,new
pariono,iningla,63,new
numersi,scrunne,61,new
micaust,bengsta,55,new
opelese,quarban,149,new
abysted,prensta,89,new
mestead,mempise,98,new
heashes,supplic,128,new
proffic,pariono,134,new
iningla,amatera,119,new
persica,abysted,70,new
scrunne,compide,75,new
thinatu,commari,116,new
expisho,afrithe,120,new
plareed,mempise,77,new
micaust,hignoth,76,new
memsere,chanywa,94,new
uranged,ostallo,56,new
messago,disingu,82,new
grappor,screnta,146,new
currimi,angessa,101,new
mesimie,rundsop,100,new
articlu,loarlai,53,new
currimi,amatera,127,new
mesterf,dispont,64,new
currimi,relysta,114,new
rundsop,forsith,87,new
expisho,edisted,129,new
cortsio,rundsop,102,new
prothly,plareed,113,new
articlu,messago,60,new
edisted,uranged,109,new
thinatu,micaust,88,new
persica,clopect,71,new
opelese,subvick,141,new
amatera,throvic,92,new
screnta,abysted,85,new
memsere,howaymb,148,new
wilysta,forsith,67,new
spanoth,maricts,78,new
defasom,ostallo,59,new
bengsta,betwerv,54,new
asplati,prompan,115,new
witypro,nathess,133,new
supplic,opelese,144,new
prensta,gremsev,107,new
dispont,sersimi,57,new
plareed,digiday,112,new
thramon,quarban,138,new
tessigg,strompa,52,new
wilysta,afrithe,93,new
locidev,talisti,91,new
thinatu,disingu,118,new
finglam,heashes,130,new
iningla,relysta,72,new
witypro,thinatu,97,new
agallea,webruic,110,new
numersi,pariono,62,new
menclar,asplati,80,new
