stringA,stringB,itemNumber,type
splenne,engally,28,original
messago,numersi,3,original
octeste,subvick,50,original
edisted,quarban,46,original
thramon,shaptur,17,original
amatera,finglam,44,original
retsits,howaymb,48,original
forsith,defasom,8,original
sersimi,mervirs,21,original
tessigg,comorti,1,original
mestead,grappor,43,original
mesects,rundsop,35,original
perecti,disingu,33,original
kentsia,locidev,27,original
smadian,dispont,2,original
systess,wilysta,25,original
sertsim,compide,29,original
prensta,chanywa,32,original
asplati,iningla,7,original
talisti,witypro,38,original
heashes,supplic,49,original
nathess,proffic,47,original
mesimie,dakinge,23,original
screnta,prompan,40,original
persica,larshic,6,original
strompa,agallea,13,original
allopti,walthel,10,original
throvic,plareed,20,original
gremsev,cortsio,24,original
micaust,ostallo,22,original
digiday,ancessa,39,original
vervide,relysta,19,original
bomysta,chertin,36,original
currimi,memsere,37,original
maricts,bengsta,4,original
abysted,pariono,11,original
quingel,opelese,45,original
uranged,crivere,12,original
expisho,mesterf,26,original
proffin,tueredo,42,original
menclar,scrunne,5,original
mempise,hignoth,9,original
betwerv,wessish,18,original
webruic,segessa,41,original
clopect,caltsio,16,original
commari,thinatu,30,original
dockles,angessa,31,original
prothly,afrithe,34,original
articlu,loarlai,14,original
allysti,spanoth,15,original
spanoth,prompan,98,new
agallea,webruic,120,new
mesects,prothly,100,new
digiday,ostallo,96,new
persica,uranged,57,new
loarlai,iningla,73,new
expisho,cortsio,88,new
loarlai,howaymb,150,new
grappor,ancessa,148,new
prensta,dispont,56,new
asplati,abysted,71,new
witypro,memsere,146,new
mervirs,nathess,134,new
wessish,chanywa,84,new
thramon,dispont,65,new
kentsia,comorti,59,new
caltsio,defasom,62,new
octeste,micaust,127,new
howaymb,pariono,121,new
defasom,octeste,131,new
nathess,numersi,112,new
heashes,digiday,126,new
proffic,smadian,103,new
comorti,afrithe,67,new
splenne,quarban,140,new
loarlai,larshic,54,new
spanoth,vervide,64,new
prensta,quingel,130,new
micaust,mestead,101,new
strompa,caltsio,72,new
heashes,proffic,122,new
bengsta,articlu,78,new
loarlai,defasom,58,new
quingel,perecti,139,new
abysted,messago,76,new
asplati,proffic,142,new
grappor,caltsio,102,new
tueredo,betwerv,94,new
allopti,mestead,95,new
bomysta,prensta,97,new
screnta,vervide,104,new
angessa,disingu,92,new
witypro,nathess,137,new
nathess,grappor,141,new
prothly,scrunne,81,new
currimi,amatera,144,new
mesects,abysted,90,new
pariono,betwerv,60,new
shaptur,screnta,117,new
pariono,shaptur,69,new
nathess,defasom,119,new
menclar,agallea,74,new
larshic,chertin,83,new
mestead,dockles,143,new
mempise,amatera,99,new
screnta,dockles,107,new
prothly,mesimie,113,new
ancessa,expisho,109,new
dockles,crivere,86,new
digiday,chertin,123,new
mesects,wilysta,111,new
forsith,proffin,106,new
mestead,proffic,129,new
quarban,kentsia,133,new
digiday,splenne,118,new
quingel,agallea,116,new
prothly,segessa,132,new
persica,quingel,114,new
larshic,hignoth,75,new
bengsta,menclar,55,new
crivere,uranged,53,new
supplic,thramon,135,new
howaymb,kentsia,149,new
chanywa,splenne,108,new
hignoth,menclar,66,new
rundsop,nathess,125,new
uranged,systess,51,new
amatera,defasom,115,new
throvic,sertsim,87,new
expisho,talisti,105,new
crivere,maricts,77,new
mestead,strompa,91,new
thinatu,iningla,63,new
abysted,crivere,70,new
spanoth,betwerv,52,new
micaust,retsits,128,new
digiday,talisti,147,new
talisti,menclar,85,new
allopti,cortsio,61,new
mervirs,messago,80,new
caltsio,witypro,110,new
disingu,screnta,136,new
howaymb,smadian,145,new
mempise,ancessa,89,new
edisted,proffin,124,new
dakinge,afrithe,93,new
currimi,tessigg,82,new
mervirs,forsith,68,new
loarlai,mempise,79,new
subvick,nathess,138,new
