stringA,stringB,itemNumber,type
chertin,bomysta,36,original
scrunne,menclar,5,original
mesects,rundsop,35,original
forsith,defasom,8,original
relysta,vervide,19,original
smadian,dispont,2,original
angessa,dockles,31,original
perecti,disingu,33,original
mesimie,dakinge,23,original
hignoth,mempise,9,original
segessa,webruic,41,original
tessigg,comorti,1,original
loarlai,articlu,14,original
retsits,howaymb,48,original
persica,larshic,6,original
nathess,proffic,47,original
mestead,grappor,43,original
plareed,throvic,20,original
messago,numersi,3,original
asplati,iningla,7,original
tueredo,proffin,42,original
mesterf,expisho,26,original
ancessa,digiday,39,original
octeste,subvick,50,original
spanoth,allysti,15,original
quingel,opelese,45,original
mervirs,sersimi,21,original
micaust,ostallo,22,original
gremsev,cortsio,24,original
finglam,amatera,44,original
wilysta,systess,25,original
maricts,bengsta,4,original
chanywa,prensta,32,original
prompan,screnta,40,original
prothly,afrithe,34,original
locidev,kentsia,27,original
clopect,caltsio,16,original
engally,splenne,28,original
strompa,agallea,13,original
allopti,walthel,10,original
witypro,talisti,38,original
betwerv,wessish,18,original
currimi,memsere,37,original
supplic,heashes,49,original
abysted,pariono,11,original
commari,thinatu,30,original
compide,sertsim,29,original
shaptur,thramon,17,original
quarban,edisted,46,original
uranged,crivere,12,original
menclar,cortsio,73,new
segessa,webruic,139,new
amatera,engally,121,new
retsits,currimi,147,new
kentsia,howaymb,128,new
betwerv,nathess,100,new
caltsio,engally,89,new
expisho,hignoth,54,new
micaust,memsere,114,new
retsits,gremsev,146,new
articlu,caltsio,80,new
shaptur,afrithe,86,new
vervide,edisted,103,new
grappor,octeste,142,new
opelese,articlu,104,new
comorti,splenne,78,new
finglam,tueredo,138,new
caltsio,finglam,113,new
asplati,quingel,106,new
dispont,mesimie,61,new
proffic,tessigg,119,new
commari,mesects,95,new
currimi,wessish,96,new
wessish,abysted,70,new
quarban,relysta,148,new
kentsia,dockles,116,new
gremsev,heashes,130,new
tessigg,quingel,99,new
rundsop,octeste,132,new
smadian,dispont,53,new
opelese,webruic,133,new
hignoth,dockles,81,new
tueredo,numersi,87,new
webruic,chertin,134,new
angessa,howaymb,126,new
disingu,thinatu,111,new
persica,quingel,92,new
throvic,screnta,120,new
retsits,finglam,143,new
currimi,spanoth,117,new
bengsta,wilysta,74,new
pariono,larshic,58,new
prompan,mesterf,94,new
rundsop,systess,98,new
tueredo,micaust,109,new
larshic,chertin,85,new
dakinge,tessigg,75,new
memsere,webruic,144,new
caltsio,defasom,79,new
tueredo,supplic,124,new
disingu,mestead,137,new
ostallo,clopect,83,new
systess,webruic,93,new
comorti,ostallo,65,new
walthel,defasom,51,new
chertin,locidev,102,new
spanoth,uranged,72,new
vervide,ostallo,82,new
shaptur,prensta,90,new
smadian,iningla,66,new
tessigg,strompa,52,new
sersimi,mempise,57,new
wilysta,tueredo,107,new
messago,finglam,108,new
prompan,spanoth,110,new
walthel,micaust,55,new
throvic,agallea,62,new
locidev,asplati,67,new
webruic,nathess,123,new
engally,kentsia,118,new
proffic,mestead,145,new
numersi,bengsta,71,new
commari,sertsim,91,new
ancessa,currimi,122,new
wilysta,loarlai,84,new
bomysta,talisti,149,new
scrunne,prothly,88,new
ostallo,howaymb,127,new
bomysta,thinatu,97,new
ancessa,quarban,141,new
agallea,betwerv,63,new
sertsim,quarban,125,new
amatera,larshic,105,new
scrunne,articlu,77,new
asplati,howaymb,136,new
quarban,cortsio,135,new
wessish,betwerv,69,new
caltsio,comorti,64,new
memsere,proffin,131,new
chanywa,systess,101,new
currimi,octeste,140,new
crivere,dispont,68,new
cortsio,abysted,59,new
menclar,forsith,76,new
finglam,spanoth,115,new
witypro,talisti,129,new
proffin,mesects,150,new
maricts,prensta,60,new
nathess,maricts,112,new
mervirs,bengsta,56,new
