stringA,stringB,itemNumber,type
mesects,rundsop,35,original
amatera,finglam,44,original
sertsim,compide,29,original
opelese,quingel,45,original
nathess,proffic,47,original
memsere,currimi,37,original
tessigg,comorti,1,original
segessa,webruic,41,original
heashes,supplic,49,original
thramon,shaptur,17,original
prensta,chanywa,32,original
kentsia,locidev,27,original
pariono,abysted,11,original
octeste,subvick,50,original
chertin,bomysta,36,original
edisted,quarban,46,original
smadian,dispont,2,original
wessish,betwerv,18,original
messago,numersi,3,original
splenne,engally,28,original
mesterf,expisho,26,original
retsits,howaymb,48,original
walthel,allopti,10,original
bengsta,maricts,4,original
ostallo,micaust,22,original
disingu,perecti,33,original
articlu,loarlai,14,original
iningla,asplati,7,original
vervide,relysta,19,original
wilysta,systess,25,original
uranged,crivere,12,original
defasom,forsith,8,original
proffin,tueredo,42,original
clopect,caltsio,16,original
mervirs,sersimi,21,original
witypro,talisti,38,original
menclar,scrunne,5,original
allysti,spanoth,15,original
dakinge,mesimie,23,original
mempise,hignoth,9,original
digiday,ancessa,39,original
dockles,angessa,31,original
larshic,persica,6,original
prothly,afrithe,34,original
strompa,agallea,13,original
prompan,screnta,40,original
throvic,plareed,20,original
gremsev,cortsio,24,original
commari,thinatu,30,original
grappor,mestead,43,original
mervirs,persica,78,new
spanoth,articlu,76,new
agallea,betwerv,75,new
proffic,agallea,141,new
dispont,memsere,81,new
asplati,bomysta,82,new
mervirs,octeste,136,new
clopect,opelese,111,new
crivere,dispont,62,new
comorti,ostallo,68,new
heashes,prompan,143,new
wilysta,thramon,85,new
prensta,disingu,114,new
howaymb,wessish,146,new
segessa,quingel,147,new
crivere,articlu,53,new
sertsim,witypro,115,new
numersi,tessigg,71,new
smadian,throvic,69,new
howaymb,ancessa,124,new
compide,nathess,150,new
hignoth,comorti,65,new
locidev,bengsta,61,new
bomysta,ostallo,118,new
articlu,sersimi,80,new
rundsop,pariono,89,new
prompan,thramon,92,new
mempise,cortsio,56,new
prompan,edisted,148,new
wilysta,talisti,104,new
tessigg,throvic,77,new
ostallo,shaptur,84,new
defasom,splenne,79,new
abysted,messago,58,new
perecti,engally,96,new
sertsim,rundsop,117,new
commari,mesimie,91,new
strompa,hignoth,73,new
thramon,iningla,64,new
supplic,crivere,145,new
segessa,betwerv,94,new
currimi,octeste,138,new
edisted,witypro,135,new
clopect,wessish,70,new
micaust,messago,66,new
allopti,pariono,51,new
messago,vervide,52,new
ostallo,proffic,142,new
retsits,quingel,134,new
wessish,articlu,59,new
talisti,bomysta,122,new
iningla,bengsta,55,new
allopti,tueredo,100,new
mestead,quingel,144,new
sersimi,webruic,110,new
edisted,bomysta,123,new
chanywa,memsere,107,new
defasom,opelese,119,new
mesterf,subvick,121,new
thinatu,rundsop,109,new
hignoth,prompan,95,new
loarlai,maricts,60,new
mestead,expisho,99,new
dockles,mesterf,108,new
wilysta,ostallo,88,new
witypro,angessa,116,new
throvic,amatera,112,new
witypro,thramon,101,new
spanoth,finglam,98,new
mesterf,disingu,120,new
currimi,relysta,105,new
splenne,quingel,127,new
dockles,tueredo,139,new
sertsim,grappor,128,new
gremsev,systess,90,new
disingu,mesimie,102,new
allysti,retsits,149,new
prothly,screnta,129,new
chertin,currimi,132,new
ostallo,uranged,72,new
smadian,gremsev,57,new
angessa,locidev,103,new
chertin,dockles,97,new
quingel,bengsta,113,new
mestead,prothly,125,new
memsere,allysti,87,new
afrithe,vervide,83,new
proffic,perecti,126,new
dispont,spanoth,63,new
splenne,menclar,74,new
screnta,gremsev,93,new
walthel,allysti,67,new
mempise,sersimi,54,new
micaust,thramon,86,new
rundsop,opelese,140,new
angessa,prompan,133,new
opelese,allysti,106,new
thinatu,proffin,130,new
opelese,locidev,131,new
subvick,sertsim,137,new
