stringA,stringB,itemNumber,type
wessish,betwerv,18,original
relysta,vervide,19,original
splenne,engally,28,original
nathess,proffic,47,original
edisted,quarban,46,original
perecti,disingu,33,original
thinatu,commari,30,original
ancessa,digiday,39,original
hignoth,mempise,9,original
mesects,rundsop,35,original
asplati,iningla,7,original
walthel,allopti,10,original
mestead,grappor,43,original
spanoth,allysti,15,original
bengsta,maricts,4,original
tueredo,proffin,42,original
heashes,supplic,49,original
caltsio,clopect,16,original
afrithe,prothly,34,original
angessa,dockles,31,original
tessigg,comorti,1,original
persica,larshic,6,original
chertin,bomysta,36,original
octeste,subvick,50,original
sertsim,compide,29,original
mervirs,sersimi,21,original
currimi,memsere,37,original
howaymb,retsits,48,original
gremsev,cortsio,24,original
witypro,talisti,38,original
webruic,segessa,41,original
strompa,agallea,13,original
uranged,crivere,12,original
chanywa,prensta,32,original
wilysta,systess,25,original
expisho,mesterf,26,original
prompan,screnta,40,original
dakinge,mesimie,23,original
menclar,scrunne,5,original
articlu,loarlai,14,original
abysted,pariono,11,original
quingel,opelese,45,original
defasom,forsith,8,original
shaptur,thramon,17,original
finglam,amatera,44,original
micaust,ostallo,22,original
dispont,smadian,2,original
numersi,messago,3,original
locidev,kentsia,27,original
throvic,plareed,20,original
octeste,disingu,140,new
vervide,forsith,77,new
prensta,subvick,136,new
proffin,retsits,124,new
larshic,walthel,73,new
mesterf,chanywa,104,new
kentsia,numersi,65,new
quingel,mesimie,126,new
quarban,perecti,143,new
bengsta,finglam,94,new
thinatu,menclar,72,new
expisho,screnta,102,new
howaymb,edisted,121,new
tueredo,throvic,96,new
walthel,dispont,67,new
howaymb,tueredo,147,new
edisted,prothly,131,new
thinatu,maricts,57,new
dakinge,perecti,115,new
disingu,memsere,118,new
messago,dakinge,80,new
quarban,memsere,141,new
bomysta,crivere,89,new
kentsia,bomysta,95,new
menclar,ancessa,83,new
bomysta,messago,87,new
quarban,spanoth,132,new
gremsev,asplati,62,new
mesimie,subvick,137,new
allopti,loarlai,60,new
smadian,shaptur,66,new
prompan,forsith,107,new
persica,defasom,52,new
howaymb,retsits,123,new
bengsta,throvic,63,new
tessigg,maricts,79,new
locidev,heashes,130,new
heashes,engally,146,new
compide,smadian,69,new
tessigg,howaymb,135,new
betwerv,pariono,75,new
talisti,dakinge,106,new
clopect,opelese,98,new
wessish,clopect,70,new
mempise,nathess,97,new
scrunne,dispont,71,new
persica,maricts,68,new
iningla,sersimi,55,new
crivere,wilysta,84,new
chanywa,nathess,139,new
bomysta,talisti,122,new
chanywa,octeste,142,new
clopect,thramon,54,new
menclar,spanoth,56,new
webruic,afrithe,128,new
angessa,webruic,150,new
iningla,plareed,58,new
rundsop,nathess,133,new
prothly,talisti,127,new
crivere,supplic,138,new
sertsim,witypro,109,new
smadian,disingu,88,new
mempise,tessigg,61,new
retsits,rundsop,145,new
amatera,quarban,129,new
currimi,sersimi,120,new
numersi,spanoth,53,new
allopti,memsere,86,new
loarlai,abysted,51,new
retsits,disingu,134,new
amatera,allysti,108,new
mempise,mesects,90,new
thramon,iningla,76,new
hignoth,currimi,85,new
prothly,prensta,114,new
uranged,bengsta,74,new
currimi,loarlai,119,new
prensta,quarban,148,new
thramon,witypro,103,new
thinatu,disingu,113,new
memsere,vervide,116,new
kentsia,iningla,59,new
thinatu,grappor,149,new
dockles,perecti,110,new
agallea,rundsop,82,new
digiday,plareed,101,new
splenne,currimi,99,new
thramon,quarban,144,new
segessa,shaptur,91,new
prompan,agallea,111,new
opelese,maricts,100,new
nathess,expisho,125,new
forsith,wilysta,78,new
vervide,angessa,81,new
sertsim,expisho,117,new
dockles,talisti,93,new
tueredo,compide,105,new
comorti,prensta,64,new
quingel,bengsta,92,new
larshic,amatera,112,new
