stringA,stringB,itemNumber,type
afrithe,prothly,34,original
mestead,grappor,43,original
hignoth,mempise,9,original
walthel,allopti,10,original
caltsio,clopect,16,original
smadian,dispont,2,original
thinatu,commari,30,original
edisted,quarban,46,original
crivere,uranged,12,original
pariono,abysted,11,original
ancessa,digiday,39,original
heashes,supplic,49,original
mesimie,dakinge,23,original
messago,numersi,3,original
tueredo,proffin,42,original
perecti,disingu,33,original
sersimi,mervirs,21,original
prensta,chanywa,32,original
persica,larshic,6,original
forsith,defasom,8,original
loarlai,articlu,14,original
agallea,strompa,13,original
tessigg,comorti,1,original
nathess,proffic,47,original
plareed,throvic,20,original
quingel,opelese,45,original
prompan,screnta,40,original
shaptur,thramon,17,original
bomysta,chertin,36,original
subvick,octeste,50,original
betwerv,wessish,18,original
micaust,ostallo,22,original
rundsop,mesects,35,original
vervide,relysta,19,original
wilysta,systess,25,original
witypro,talisti,38,original
maricts,bengsta,4,original
howaymb,retsits,48,original
webruic,segessa,41,original
dockles,angessa,31,original
compide,sertsim,29,original
expisho,mesterf,26,original
allysti,spanoth,15,original
gremsev,cortsio,24,original
locidev,kentsia,27,original
finglam,amatera,44,original
engally,splenne,28,original
currimi,memsere,37,original
iningla,asplati,7,original
menclar,scrunne,5,original
mervirs,scrunne,60,new
maricts,octeste,136,new
systess,chanywa,92,new
messago,articlu,66,new
spanoth,compide,81,new
messago,subvick,127,new
agallea,clopect,62,new
bomysta,perecti,118,new
dispont,angessa,76,new
systess,proffic,139,new
nathess,prompan,124,new
dockles,talisti,93,new
digiday,mesterf,100,new
cortsio,finglam,122,new
segessa,strompa,104,new
larshic,thramon,52,new
dispont,hignoth,64,new
ostallo,proffin,101,new
tessigg,wilysta,69,new
webruic,tueredo,128,new
larshic,hignoth,67,new
chertin,grappor,125,new
mesterf,iningla,53,new
rundsop,plareed,106,new
quingel,afrithe,121,new
comorti,edisted,107,new
mestead,articlu,99,new
mesimie,witypro,113,new
chanywa,retsits,134,new
commari,angessa,96,new
rundsop,sersimi,110,new
systess,gremsev,90,new
commari,memsere,114,new
forsith,vervide,78,new
angessa,maricts,58,new
howaymb,mesterf,148,new
mesterf,prothly,109,new
ancessa,dispont,86,new
sersimi,mervirs,88,new
dockles,mesimie,119,new
kentsia,menclar,73,new
larshic,systess,72,new
tessigg,defasom,61,new
quingel,heashes,123,new
howaymb,bengsta,126,new
spanoth,allysti,80,new
witypro,afrithe,137,new
proffin,scrunne,91,new
allopti,wessish,55,new
pariono,mervirs,63,new
edisted,engally,147,new
mesimie,proffin,108,new
mervirs,spanoth,56,new
hignoth,strompa,79,new
larshic,caltsio,77,new
perecti,vervide,83,new
afrithe,locidev,102,new
quingel,mesterf,140,new
webruic,amatera,132,new
howaymb,mestead,133,new
defasom,plareed,65,new
chertin,allysti,85,new
kentsia,rundsop,116,new
mesimie,abysted,54,new
larshic,wessish,59,new
locidev,messago,74,new
digiday,perecti,138,new
wessish,quarban,144,new
supplic,prensta,143,new
perecti,subvick,131,new
quarban,agallea,135,new
proffin,talisti,129,new
clopect,retsits,145,new
talisti,engally,115,new
loarlai,finglam,105,new
thinatu,webruic,142,new
finglam,tessigg,111,new
ancessa,howaymb,141,new
hignoth,expisho,51,new
defasom,thramon,70,new
pariono,micaust,71,new
asplati,currimi,89,new
numersi,heashes,117,new
persica,proffin,98,new
retsits,iningla,120,new
disingu,mesimie,94,new
sertsim,maricts,57,new
relysta,dockles,84,new
ancessa,mempise,87,new
agallea,menclar,75,new
commari,loarlai,82,new
chertin,commari,112,new
heashes,disingu,149,new
howaymb,wessish,130,new
webruic,loarlai,103,new
witypro,sertsim,97,new
locidev,tueredo,95,new
uranged,wessish,68,new
proffic,afrithe,146,new
subvick,prensta,150,new
