stringA,stringB,itemNumber,type
englita,commedi,26,original
slannet,probble,44,original
arthrol,moutlem,24,original
domeave,shoureg,7,original
nothrog,montsim,11,original
incleas,sanybon,25,original
telcout,jusessa,20,original
anottac,morying,42,original
howseri,becadev,22,original
vernion,gramile,15,original
systina,clarral,14,original
refends,suprega,28,original
arcents,pranomp,40,original
anathly,shouges,5,original
ausenus,throdyn,8,original
exturea,limanol,16,original
rousent,prounds,35,original
premser,groctsi,10,original
meentra,qualrev,47,original
thervil,howinge,3,original
dessaga,devervi,19,original
sectori,belysty,39,original
somersi,larlize,23,original
engstin,filisma,31,original
slanoth,pervica,29,original
thregul,avelian,13,original
suption,montems,12,original
varketa,throuss,9,original
himumma,anotain,46,original
prousup,tessina,48,original
rembrob,weastin,38,original
benervi,fainges,1,original
posiver,sounano,18,original
proundi,pertice,33,original
grashin,delpith,2,original
fityrud,sersice,43,original
wiligna,materal,30,original
suprovi,whetesi,45,original
servica,pargest,4,original
partify,pritent,37,original
togriva,worinta,21,original
dolsimp,clester,41,original
devivar,mestins,32,original
forings,strewri,27,original
pachang,hastems,34,original
specity,deffent,17,original
advical,trinche,36,original
raddreg,lifinta,6,original
bollyze,anceste,49,original
suppopp,tatinse,50,original
howinge,anottac,87,new
devervi,arthrol,84,new
servica,anathly,70,new
prousup,domeave,121,new
strewri,devervi,85,new
prousup,trinche,136,new
trinche,filisma,105,new
incleas,throdyn,80,new
togriva,vernion,67,new
pachang,anceste,141,new
howinge,thervil,58,new
advical,avelian,81,new
raddreg,tessina,98,new
throuss,raddreg,56,new
pervica,anathly,72,new
pertice,suprega,113,new
jusessa,arcents,108,new
ausenus,suption,57,new
varketa,sounano,74,new
commedi,materal,94,new
shouges,anathly,77,new
arthrol,shoureg,71,new
thervil,suppopp,126,new
premser,dolsimp,115,new
slannet,suppopp,144,new
fityrud,domeave,109,new
dolsimp,somersi,116,new
mestins,suprega,101,new
anceste,groctsi,149,new
raddreg,telcout,65,new
devervi,pritent,91,new
domeave,sanybon,64,new
lifinta,montsim,59,new
whetesi,throdyn,99,new
shouges,lifinta,54,new
tatinse,specity,132,new
suprega,thervil,52,new
bollyze,trinche,125,new
deffent,howinge,76,new
qualrev,dessaga,150,new
trinche,commedi,103,new
groctsi,dessaga,55,new
howinge,systina,61,new
pervica,clester,117,new
tessina,rembrob,129,new
sanybon,arcents,114,new
grashin,avelian,63,new
prounds,materal,106,new
thervil,wiligna,53,new
somersi,benervi,75,new
anottac,thregul,110,new
prousup,rousent,133,new
lifinta,moutlem,68,new
sanybon,pertice,102,new
slannet,commedi,107,new
anathly,himumma,111,new
fityrud,anceste,123,new
anotain,advical,130,new
dessaga,moutlem,88,new
strewri,dolsimp,135,new
deffent,fityrud,96,new
systina,himumma,134,new
englita,wiligna,100,new
devivar,deffent,90,new
domeave,proundi,82,new
slannet,dolsimp,142,new
partify,whetesi,128,new
deffent,montsim,79,new
morying,mestins,140,new
domeave,benervi,69,new
becadev,howseri,86,new
pritent,montsim,83,new
shouges,telcout,73,new
shoureg,sounano,51,new
arcents,advical,146,new
ausenus,posiver,66,new
tessina,probble,145,new
slanoth,suprega,95,new
shoureg,tessina,92,new
howseri,shoureg,62,new
suprovi,delpith,93,new
pritent,prousup,131,new
worinta,proundi,97,new
prousup,montems,124,new
belysty,slannet,139,new
clester,jusessa,118,new
whetesi,advical,122,new
tatinse,sanybon,148,new
probble,strewri,138,new
avelian,throdyn,60,new
partify,somersi,112,new
morying,anceste,137,new
commedi,domeave,78,new
suprovi,hastems,127,new
exturea,qualrev,147,new
slannet,larlize,120,new
probble,worinta,143,new
pargest,suprovi,119,new
filisma,sectori,104,new
proundi,pargest,89,new
