stringA,stringB,itemNumber,type
ausenus,throdyn,8,original
sersice,fityrud,43,original
worinta,togriva,21,original
throuss,varketa,9,original
engstin,filisma,31,original
systina,clarral,14,original
weastin,rembrob,38,original
trinche,advical,36,original
telcout,jusessa,20,original
pritent,partify,37,original
rousent,prounds,35,original
exturea,limanol,16,original
mestins,devivar,32,original
pargest,servica,4,original
clester,dolsimp,41,original
meentra,qualrev,47,original
montems,suption,12,original
fainges,benervi,1,original
slanoth,pervica,29,original
strewri,forings,27,original
englita,commedi,26,original
somersi,larlize,23,original
delpith,grashin,2,original
premser,groctsi,10,original
sounano,posiver,18,original
suppopp,tatinse,50,original
sanybon,incleas,25,original
pranomp,arcents,40,original
pachang,hastems,34,original
suprovi,whetesi,45,original
gramile,vernion,15,original
montsim,nothrog,11,original
moutlem,arthrol,24,original
specity,deffent,17,original
morying,anottac,42,original
prousup,tessina,48,original
bollyze,anceste,49,original
shouges,anathly,5,original
thregul,avelian,13,original
howinge,thervil,3,original
belysty,sectori,39,original
wiligna,materal,30,original
himumma,anotain,46,original
suprega,refends,28,original
raddreg,lifinta,6,original
shoureg,domeave,7,original
devervi,dessaga,19,original
proundi,pertice,33,original
probble,slannet,44,original
becadev,howseri,22,original
thregul,materal,82,new
moutlem,engstin,104,new
domeave,servica,65,new
suption,clester,120,new
pritent,commedi,95,new
prousup,incleas,124,new
forings,avelian,87,new
devervi,delpith,55,new
incleas,pranomp,114,new
belysty,sounano,119,new
rembrob,refends,103,new
anotain,wiligna,150,new
shoureg,telcout,61,new
systina,suppopp,130,new
partify,montems,83,new
meentra,varketa,97,new
commedi,mestins,111,new
trinche,morying,125,new
gramile,telcout,66,new
somersi,benervi,79,new
anathly,himumma,96,new
montems,clarral,53,new
somersi,dolsimp,91,new
pachang,anceste,122,new
belysty,thervil,88,new
forings,nothrog,86,new
somersi,qualrev,137,new
vernion,togriva,73,new
tatinse,devervi,143,new
mestins,forings,102,new
proundi,somersi,106,new
pargest,raddreg,76,new
howseri,bollyze,136,new
sounano,throdyn,67,new
advical,tatinse,128,new
thervil,groctsi,74,new
engstin,belysty,126,new
anathly,suppopp,123,new
howinge,telcout,56,new
morying,arcents,139,new
materal,shouges,72,new
arthrol,suprovi,135,new
whetesi,partify,132,new
montems,varketa,68,new
limanol,sounano,69,new
montsim,worinta,63,new
grashin,pertice,62,new
tatinse,sanybon,140,new
advical,howseri,116,new
arthrol,pervica,81,new
sectori,becadev,107,new
howseri,belysty,113,new
commedi,whetesi,146,new
arcents,shoureg,89,new
gramile,dessaga,54,new
montsim,anathly,75,new
premser,bollyze,147,new
telcout,varketa,60,new
slannet,larlize,109,new
anathly,shouges,77,new
fityrud,premser,99,new
sectori,probble,127,new
weastin,prousup,144,new
prousup,delpith,148,new
belysty,incleas,105,new
filisma,arthrol,115,new
rembrob,pritent,133,new
ausenus,grashin,70,new
belysty,tessina,134,new
slanoth,wiligna,93,new
rembrob,arcents,129,new
thervil,benervi,59,new
varketa,tessina,101,new
tatinse,proundi,131,new
engstin,partify,100,new
suprovi,worinta,142,new
proundi,sectori,141,new
pritent,suprega,118,new
moutlem,lifinta,80,new
suprega,arcents,92,new
montsim,deffent,52,new
sectori,larlize,94,new
throdyn,telcout,64,new
premser,suption,58,new
commedi,pertice,112,new
premser,prousup,121,new
togriva,premser,71,new
gramile,incleas,85,new
meentra,pranomp,138,new
montems,devervi,51,new
anottac,suppopp,145,new
commedi,anathly,78,new
jusessa,englita,84,new
pranomp,avelian,108,new
proundi,mestins,110,new
himumma,refends,149,new
probble,fainges,117,new
varketa,englita,57,new
montems,belysty,98,new
domeave,filisma,90,new
