stringA,stringB,itemNumber,type
nothrog,montsim,11,original
weastin,rembrob,38,original
whetesi,suprovi,45,original
sounano,posiver,18,original
englita,commedi,26,original
arthrol,moutlem,24,original
montems,suption,12,original
rousent,prounds,35,original
telcout,jusessa,20,original
pertice,proundi,33,original
ausenus,throdyn,8,original
exturea,limanol,16,original
pritent,partify,37,original
domeave,shoureg,7,original
slannet,probble,44,original
tatinse,suppopp,50,original
anotain,himumma,46,original
premser,groctsi,10,original
materal,wiligna,30,original
somersi,larlize,23,original
sersice,fityrud,43,original
anathly,shouges,5,original
thervil,howinge,3,original
anceste,bollyze,49,original
fainges,benervi,1,original
gramile,vernion,15,original
pachang,hastems,34,original
togriva,worinta,21,original
suprega,refends,28,original
morying,anottac,42,original
pranomp,arcents,40,original
grashin,delpith,2,original
servica,pargest,4,original
prousup,tessina,48,original
becadev,howseri,22,original
thregul,avelian,13,original
devervi,dessaga,19,original
clarral,systina,14,original
filisma,engstin,31,original
dolsimp,clester,41,original
forings,strewri,27,original
belysty,sectori,39,original
sanybon,incleas,25,original
specity,deffent,17,original
qualrev,meentra,47,original
advical,trinche,36,original
devivar,mestins,32,original
raddreg,lifinta,6,original
pervica,slanoth,29,original
varketa,throuss,9,original
devivar,materal,114,new
thervil,partify,86,new
fityrud,slannet,127,new
varketa,howseri,79,new
slannet,moutlem,106,new
probble,hastems,138,new
howinge,pargest,74,new
telcout,rembrob,119,new
raddreg,lifinta,72,new
refends,sanybon,85,new
lifinta,fityrud,111,new
sounano,posiver,54,new
togriva,lifinta,65,new
slanoth,pervica,116,new
montems,belysty,95,new
throdyn,englita,70,new
delpith,clarral,67,new
sersice,himumma,142,new
proundi,rousent,103,new
anotain,specity,105,new
pritent,pranomp,136,new
suprovi,whetesi,141,new
anotain,grashin,98,new
forings,incleas,83,new
clarral,deffent,57,new
telcout,raddreg,75,new
morying,anathly,91,new
fityrud,pargest,101,new
arcents,jusessa,118,new
shouges,clester,90,new
dessaga,benervi,66,new
anceste,probble,139,new
commedi,lifinta,52,new
mestins,fityrud,126,new
fityrud,nothrog,93,new
groctsi,vernion,78,new
belysty,whetesi,140,new
probble,englita,149,new
premser,groctsi,59,new
pargest,posiver,56,new
thervil,himumma,109,new
telcout,filisma,81,new
fityrud,howseri,110,new
premser,larlize,73,new
montsim,tessina,100,new
morying,delpith,108,new
englita,varketa,77,new
tatinse,larlize,148,new
partify,fainges,87,new
morying,sounano,115,new
moutlem,premser,63,new
meentra,advical,129,new
slanoth,togriva,88,new
pritent,forings,112,new
prousup,sounano,150,new
suprega,vernion,89,new
proundi,sersice,147,new
dolsimp,refends,134,new
partify,clester,125,new
thervil,probble,104,new
montems,pranomp,120,new
delpith,suppopp,133,new
pertice,pervica,97,new
pranomp,avelian,113,new
himumma,engstin,130,new
servica,vernion,62,new
pargest,montsim,60,new
bollyze,anotain,128,new
devivar,slannet,143,new
exturea,devervi,68,new
raddreg,worinta,76,new
meentra,forings,121,new
pranomp,vernion,94,new
mestins,himumma,135,new
nothrog,raddreg,80,new
sanybon,sersice,117,new
sersice,belysty,137,new
rousent,wiligna,102,new
arthrol,togriva,84,new
suprovi,anottac,132,new
himumma,fainges,107,new
rembrob,slannet,123,new
proundi,whetesi,144,new
sounano,advical,99,new
lifinta,sanybon,69,new
montems,thregul,53,new
grashin,materal,55,new
suppopp,slanoth,145,new
avelian,howinge,64,new
fainges,servica,51,new
pranomp,sounano,96,new
arcents,servica,82,new
anceste,qualrev,131,new
engstin,dolsimp,124,new
somersi,shoureg,58,new
gramile,anathly,71,new
nothrog,belysty,92,new
moutlem,tessina,122,new
advical,trinche,146,new
shouges,slanoth,61,new
