stringA,stringB,itemNumber,type
pritent,partify,37,original
fainges,benervi,1,original
clester,dolsimp,41,original
mestins,devivar,32,original
domeave,shoureg,7,original
vernion,gramile,15,original
tatinse,suppopp,50,original
engstin,filisma,31,original
incleas,sanybon,25,original
systina,clarral,14,original
materal,wiligna,30,original
anathly,shouges,5,original
worinta,togriva,21,original
tessina,prousup,48,original
meentra,qualrev,47,original
premser,groctsi,10,original
anotain,himumma,46,original
slanoth,pervica,29,original
arthrol,moutlem,24,original
englita,commedi,26,original
exturea,limanol,16,original
trinche,advical,36,original
pertice,proundi,33,original
rousent,prounds,35,original
arcents,pranomp,40,original
belysty,sectori,39,original
devervi,dessaga,19,original
forings,strewri,27,original
fityrud,sersice,43,original
montsim,nothrog,11,original
grashin,delpith,2,original
morying,anottac,42,original
suprega,refends,28,original
throdyn,ausenus,8,original
becadev,howseri,22,original
suption,montems,12,original
jusessa,telcout,20,original
pachang,hastems,34,original
bollyze,anceste,49,original
thregul,avelian,13,original
raddreg,lifinta,6,original
specity,deffent,17,original
suprovi,whetesi,45,original
servica,pargest,4,original
rembrob,weastin,38,original
howinge,thervil,3,original
larlize,somersi,23,original
probble,slannet,44,original
varketa,throuss,9,original
posiver,sounano,18,original
morying,strewri,138,new
suppopp,mestins,139,new
nothrog,varketa,79,new
pargest,servica,53,new
servica,incleas,60,new
throdyn,worinta,75,new
servica,dessaga,57,new
prousup,sounano,150,new
shouges,arthrol,71,new
anathly,posiver,55,new
tessina,qualrev,121,new
bollyze,telcout,136,new
raddreg,somersi,63,new
lifinta,morying,105,new
howinge,nothrog,58,new
tatinse,suppopp,145,new
shoureg,avelian,69,new
anceste,suption,142,new
morying,deffent,109,new
montsim,arcents,89,new
throdyn,arthrol,54,new
sectori,limanol,111,new
devivar,englita,98,new
sanybon,delpith,73,new
somersi,wiligna,87,new
montems,larlize,72,new
anathly,benervi,78,new
lifinta,posiver,64,new
servica,arcents,82,new
advical,anotain,132,new
fainges,probble,108,new
bollyze,howseri,129,new
pranomp,worinta,118,new
proundi,exturea,85,new
slannet,pervica,141,new
suption,arthrol,74,new
pritent,gramile,86,new
sanybon,sounano,84,new
throuss,suprovi,107,new
pertice,commedi,104,new
groctsi,sounano,62,new
englita,bollyze,130,new
delpith,posiver,66,new
himumma,whetesi,126,new
deffent,qualrev,149,new
anotain,devivar,137,new
domeave,pranomp,112,new
morying,anottac,133,new
anceste,varketa,134,new
meentra,clarral,110,new
slannet,prousup,127,new
filisma,pargest,59,new
fityrud,ausenus,93,new
arthrol,pranomp,96,new
pranomp,meentra,135,new
qualrev,nothrog,144,new
fainges,filisma,80,new
suppopp,deffent,122,new
commedi,anottac,114,new
partify,vernion,92,new
devervi,pritent,91,new
somersi,rembrob,95,new
throdyn,whetesi,119,new
thervil,suprega,61,new
wiligna,refends,99,new
weastin,himumma,146,new
togriva,pargest,68,new
materal,suppopp,143,new
pranomp,howseri,113,new
trinche,jusessa,116,new
togriva,hastems,97,new
materal,probble,140,new
slanoth,dolsimp,128,new
materal,fityrud,123,new
anotain,togriva,117,new
morying,howseri,101,new
montems,howinge,52,new
rousent,proundi,115,new
whetesi,partify,124,new
varketa,premser,76,new
somersi,pachang,103,new
sanybon,englita,88,new
pritent,qualrev,131,new
clester,thregul,100,new
worinta,himumma,147,new
vernion,shoureg,51,new
clarral,anottac,120,new
englita,groctsi,70,new
shoureg,delpith,67,new
posiver,nothrog,77,new
varketa,lifinta,65,new
servica,whetesi,102,new
posiver,slanoth,81,new
becadev,pertice,106,new
delpith,suption,56,new
sectori,commedi,94,new
suppopp,trinche,125,new
pargest,proundi,83,new
weastin,raddreg,90,new
whetesi,sanybon,148,new
