stringA,stringB,itemNumber,type
avelian,thregul,13,original
whetesi,suprovi,45,original
howseri,becadev,22,original
dessaga,devervi,19,original
sounano,posiver,18,original
pritent,partify,37,original
anceste,bollyze,49,original
domeave,shoureg,7,original
tatinse,suppopp,50,original
meentra,qualrev,47,original
montems,suption,12,original
exturea,limanol,16,original
fainges,benervi,1,original
slannet,probble,44,original
throuss,varketa,9,original
weastin,rembrob,38,original
deffent,specity,17,original
rousent,prounds,35,original
tessina,prousup,48,original
trinche,advical,36,original
anotain,himumma,46,original
anathly,shouges,5,original
lifinta,raddreg,6,original
mestins,devivar,32,original
pertice,proundi,33,original
sanybon,incleas,25,original
commedi,englita,26,original
larlize,somersi,23,original
jusessa,telcout,20,original
grashin,delpith,2,original
moutlem,arthrol,24,original
togriva,worinta,21,original
forings,strewri,27,original
morying,anottac,42,original
suprega,refends,28,original
fityrud,sersice,43,original
pervica,slanoth,29,original
gramile,vernion,15,original
throdyn,ausenus,8,original
wiligna,materal,30,original
dolsimp,clester,41,original
pranomp,arcents,40,original
howinge,thervil,3,original
filisma,engstin,31,original
pachang,hastems,34,original
servica,pargest,4,original
belysty,sectori,39,original
groctsi,premser,10,original
montsim,nothrog,11,original
clarral,systina,14,original
weastin,himumma,130,new
qualrev,clester,131,new
englita,gramile,86,new
anotain,becadev,144,new
posiver,englita,85,new
wiligna,materal,104,new
dolsimp,refends,136,new
deffent,rembrob,108,new
domeave,howinge,67,new
anottac,moutlem,91,new
hastems,suprega,95,new
avelian,forings,87,new
montsim,vernion,66,new
servica,pargest,73,new
limanol,anceste,127,new
suption,domeave,72,new
pargest,commedi,58,new
grashin,engstin,74,new
togriva,arcents,115,new
throdyn,systina,64,new
bollyze,nothrog,128,new
pachang,sounano,89,new
meentra,moutlem,148,new
delpith,groctsi,69,new
deffent,raddreg,53,new
shoureg,ausenus,57,new
pachang,worinta,118,new
fityrud,systina,106,new
materal,togriva,83,new
arthrol,shouges,54,new
devervi,throuss,56,new
somersi,specity,84,new
delpith,commedi,80,new
shoureg,refends,63,new
englita,prousup,138,new
pachang,dessaga,105,new
fainges,devervi,70,new
suption,mestins,88,new
suprovi,pritent,122,new
pervica,pargest,61,new
suprovi,pertice,121,new
tessina,togriva,129,new
throdyn,meentra,98,new
avelian,becadev,62,new
delpith,himumma,103,new
tessina,forings,150,new
whetesi,pranomp,126,new
avelian,shouges,78,new
pranomp,sounano,113,new
pervica,engstin,107,new
arthrol,dolsimp,111,new
meentra,rembrob,125,new
tessina,moutlem,124,new
devivar,trinche,110,new
vernion,varketa,71,new
togriva,ausenus,65,new
deffent,devervi,52,new
moutlem,ausenus,59,new
arthrol,suprovi,139,new
ausenus,varketa,77,new
partify,slannet,133,new
anceste,sanybon,132,new
devivar,arcents,145,new
pranomp,clester,141,new
anottac,commedi,92,new
mestins,probble,134,new
sersice,clarral,102,new
englita,suprovi,123,new
bollyze,lifinta,146,new
lifinta,shoureg,68,new
trinche,prounds,100,new
pertice,fityrud,143,new
throdyn,slannet,101,new
rembrob,engstin,119,new
suppopp,thervil,137,new
advical,howseri,116,new
shoureg,tatinse,135,new
sersice,larlize,114,new
probble,sounano,99,new
englita,becadev,90,new
materal,fityrud,140,new
anceste,thregul,142,new
larlize,premser,79,new
fityrud,howseri,109,new
wiligna,exturea,81,new
shouges,lifinta,55,new
probble,tessina,149,new
advical,telcout,93,new
vernion,suprovi,112,new
rousent,devivar,120,new
throdyn,arthrol,75,new
anotain,suption,96,new
arthrol,probble,147,new
systina,shouges,60,new
jusessa,sectori,97,new
qualrev,domeave,94,new
benervi,systina,76,new
weastin,forings,117,new
strewri,commedi,82,new
shouges,delpith,51,new
