stringA,stringB,itemNumber,type
lifinta,raddreg,6,original
hastems,pachang,34,original
montems,suption,12,original
incleas,sanybon,25,original
delpith,grashin,2,original
exturea,limanol,16,original
howseri,becadev,22,original
sersice,fityrud,43,original
domeave,shoureg,7,original
refends,suprega,28,original
rousent,prounds,35,original
nothrog,montsim,11,original
worinta,togriva,21,original
strewri,forings,27,original
telcout,jusessa,20,original
somersi,larlize,23,original
anottac,morying,42,original
anathly,shouges,5,original
anceste,bollyze,49,original
systina,clarral,14,original
engstin,filisma,31,original
pritent,partify,37,original
pertice,proundi,33,original
weastin,rembrob,38,original
tessina,prousup,48,original
probble,slannet,44,original
pervica,slanoth,29,original
varketa,throuss,9,original
throdyn,ausenus,8,original
specity,deffent,17,original
suprovi,whetesi,45,original
gramile,vernion,15,original
wiligna,materal,30,original
qualrev,meentra,47,original
posiver,sounano,18,original
suppopp,tatinse,50,original
himumma,anotain,46,original
moutlem,arthrol,24,original
commedi,englita,26,original
thregul,avelian,13,original
groctsi,premser,10,original
pranomp,arcents,40,original
dolsimp,clester,41,original
devivar,mestins,32,original
advical,trinche,36,original
howinge,thervil,3,original
devervi,dessaga,19,original
benervi,fainges,1,original
servica,pargest,4,original
belysty,sectori,39,original
incleas,filisma,103,new
anathly,pervica,61,new
belysty,meentra,122,new
larlize,arcents,104,new
sersice,sanybon,108,new
pranomp,premser,114,new
suppopp,ausenus,144,new
strewri,grashin,78,new
tessina,morying,139,new
pranomp,somersi,93,new
gramile,pargest,80,new
belysty,anotain,121,new
becadev,pargest,70,new
anottac,forings,116,new
rembrob,arthrol,111,new
moutlem,mestins,92,new
belysty,delpith,87,new
arthrol,becadev,90,new
slannet,posiver,97,new
pervica,trinche,101,new
weastin,pervica,112,new
sersice,devivar,136,new
howinge,avelian,65,new
sounano,varketa,79,new
partify,weastin,133,new
howseri,clarral,53,new
wiligna,anottac,142,new
grashin,sounano,51,new
exturea,specity,73,new
sanybon,anottac,120,new
benervi,sersice,84,new
morying,ausenus,99,new
benervi,lifinta,58,new
strewri,shouges,59,new
bollyze,sounano,124,new
jusessa,anathly,56,new
belysty,pritent,146,new
proundi,tessina,137,new
pervica,thervil,77,new
groctsi,howseri,57,new
whetesi,becadev,113,new
sersice,commedi,100,new
anceste,moutlem,141,new
slannet,thregul,118,new
howseri,suprovi,130,new
strewri,dolsimp,134,new
mestins,becadev,86,new
commedi,anceste,135,new
montems,posiver,55,new
forings,anotain,148,new
himumma,englita,143,new
anotain,groctsi,96,new
delpith,limanol,67,new
nothrog,qualrev,128,new
pranomp,anceste,147,new
commedi,mestins,117,new
nothrog,groctsi,74,new
pertice,filisma,109,new
morying,mestins,138,new
sectori,forings,119,new
throuss,suppopp,140,new
togriva,throuss,64,new
engstin,rembrob,110,new
larlize,thervil,69,new
shoureg,nothrog,60,new
thregul,vernion,76,new
anathly,throdyn,63,new
ausenus,devivar,83,new
montsim,anathly,66,new
devivar,anceste,129,new
fainges,larlize,75,new
partify,tatinse,126,new
lifinta,posiver,62,new
sounano,partify,94,new
pargest,himumma,105,new
commedi,arcents,102,new
moutlem,sectori,95,new
sounano,pervica,81,new
anceste,rembrob,149,new
slannet,morying,125,new
partify,anceste,123,new
rousent,pranomp,127,new
montems,devervi,72,new
clarral,incleas,82,new
engstin,wiligna,107,new
suprega,thervil,71,new
clarral,anottac,91,new
mestins,throdyn,85,new
sersice,togriva,115,new
advical,materal,106,new
tatinse,gramile,131,new
howinge,incleas,68,new
hastems,pranomp,132,new
prounds,avelian,89,new
pargest,bollyze,150,new
wiligna,mestins,98,new
anathly,limanol,54,new
worinta,gramile,52,new
slanoth,dolsimp,145,new
pervica,nothrog,88,new
