stringA,stringB,itemNumber,type
arcents,pranomp,40,original
sectori,belysty,39,original
whetesi,suprovi,45,original
refends,suprega,28,original
delpith,grashin,2,original
slanoth,pervica,29,original
somersi,larlize,23,original
sersice,fityrud,43,original
englita,commedi,26,original
anathly,shouges,5,original
ausenus,throdyn,8,original
anottac,morying,42,original
materal,wiligna,30,original
meentra,qualrev,47,original
howseri,becadev,22,original
clester,dolsimp,41,original
engstin,filisma,31,original
exturea,limanol,16,original
telcout,jusessa,20,original
arthrol,moutlem,24,original
lifinta,raddreg,6,original
sounano,posiver,18,original
avelian,thregul,13,original
vernion,gramile,15,original
premser,groctsi,10,original
forings,strewri,27,original
varketa,throuss,9,original
prounds,rousent,35,original
suption,montems,12,original
montsim,nothrog,11,original
servica,pargest,4,original
togriva,worinta,21,original
suppopp,tatinse,50,original
partify,pritent,37,original
probble,slannet,44,original
shoureg,domeave,7,original
pachang,hastems,34,original
advical,trinche,36,original
himumma,anotain,46,original
sanybon,incleas,25,original
specity,deffent,17,original
bollyze,anceste,49,original
benervi,fainges,1,original
proundi,pertice,33,original
rembrob,weastin,38,original
howinge,thervil,3,original
devervi,dessaga,19,original
prousup,tessina,48,original
devivar,mestins,32,original
clarral,systina,14,original
suprovi,throuss,100,new
varketa,clester,85,new
pranomp,rousent,131,new
anottac,throdyn,84,new
telcout,shoureg,77,new
engstin,pervica,119,new
delpith,grashin,59,new
sounano,bollyze,121,new
larlize,somersi,89,new
telcout,howinge,72,new
lifinta,throdyn,54,new
limanol,anottac,106,new
belysty,strewri,110,new
englita,morying,139,new
howseri,raddreg,62,new
groctsi,materal,82,new
forings,tessina,126,new
shoureg,materal,52,new
howseri,forings,90,new
prounds,throuss,87,new
pargest,prousup,143,new
howinge,avelian,67,new
dessaga,varketa,73,new
avelian,shoureg,68,new
thervil,prousup,128,new
delpith,posiver,69,new
morying,vernion,97,new
weastin,howinge,83,new
vernion,benervi,56,new
howinge,slanoth,66,new
prousup,montems,124,new
montems,groctsi,61,new
filisma,tessina,135,new
sanybon,anotain,142,new
suprovi,avelian,112,new
shoureg,anceste,92,new
limanol,vernion,70,new
engstin,moutlem,113,new
tessina,sanybon,132,new
gramile,domeave,80,new
suption,tessina,115,new
gramile,tatinse,133,new
posiver,avelian,51,new
arcents,belysty,146,new
dolsimp,premser,101,new
pritent,partify,147,new
raddreg,montems,79,new
dolsimp,telcout,103,new
commedi,hastems,95,new
sersice,suprega,138,new
hastems,specity,81,new
tessina,wiligna,136,new
bollyze,refends,150,new
qualrev,strewri,129,new
engstin,morying,148,new
trinche,himumma,149,new
slannet,varketa,108,new
tatinse,sanybon,127,new
ausenus,probble,120,new
shouges,pargest,71,new
domeave,partify,86,new
suprovi,lifinta,118,new
pertice,bollyze,144,new
partify,hastems,116,new
suppopp,sounano,145,new
pachang,incleas,111,new
sounano,himumma,137,new
sanybon,engstin,99,new
qualrev,exturea,140,new
howseri,benervi,76,new
somersi,raddreg,65,new
weastin,larlize,104,new
anottac,bollyze,130,new
varketa,anotain,94,new
qualrev,delpith,102,new
probble,rousent,134,new
gramile,fainges,53,new
avelian,morying,107,new
anceste,proundi,125,new
refends,partify,91,new
raddreg,whetesi,117,new
deffent,commedi,88,new
hastems,wiligna,105,new
deffent,jusessa,75,new
clester,suprovi,122,new
prousup,pritent,141,new
ausenus,suppopp,123,new
rembrob,sounano,109,new
mestins,howinge,60,new
avelian,varketa,64,new
montems,thregul,78,new
vernion,shouges,63,new
specity,anotain,93,new
suption,ausenus,55,new
somersi,thregul,74,new
commedi,pritent,98,new
suprega,strewri,96,new
specity,vernion,58,new
shouges,thervil,57,new
varketa,tessina,114,new
