stringA,stringB,itemNumber,type
systina,clarral,14,original
whetesi,suprovi,45,original
incleas,sanybon,25,original
hastems,pachang,34,original
tessina,prousup,48,original
exturea,limanol,16,original
refends,suprega,28,original
anceste,bollyze,49,original
clester,dolsimp,41,original
ausenus,throdyn,8,original
fainges,benervi,1,original
sounano,posiver,18,original
delpith,grashin,2,original
pertice,proundi,33,original
telcout,jusessa,20,original
anathly,shouges,5,original
dessaga,devervi,19,original
mestins,devivar,32,original
sectori,belysty,39,original
anotain,himumma,46,original
materal,wiligna,30,original
englita,commedi,26,original
domeave,shoureg,7,original
montems,suption,12,original
anottac,morying,42,original
servica,pargest,4,original
qualrev,meentra,47,original
montsim,nothrog,11,original
larlize,somersi,23,original
partify,pritent,37,original
probble,slannet,44,original
suppopp,tatinse,50,original
raddreg,lifinta,6,original
fityrud,sersice,43,original
thregul,avelian,13,original
groctsi,premser,10,original
varketa,throuss,9,original
togriva,worinta,21,original
becadev,howseri,22,original
moutlem,arthrol,24,original
pervica,slanoth,29,original
howinge,thervil,3,original
prounds,rousent,35,original
rembrob,weastin,38,original
filisma,engstin,31,original
advical,trinche,36,original
specity,deffent,17,original
pranomp,arcents,40,original
gramile,vernion,15,original
forings,strewri,27,original
pertice,servica,83,new
vernion,morying,92,new
shouges,dessaga,75,new
ausenus,suppopp,123,new
incleas,suption,77,new
dessaga,rembrob,98,new
raddreg,pargest,58,new
rousent,fityrud,140,new
rembrob,delpith,86,new
deffent,shoureg,80,new
slannet,becadev,117,new
groctsi,tatinse,148,new
rousent,gramile,82,new
belysty,refends,115,new
systina,montsim,78,new
pranomp,anceste,126,new
posiver,montems,76,new
sectori,larlize,101,new
ausenus,raddreg,69,new
materal,gramile,84,new
bollyze,meentra,137,new
suption,dessaga,59,new
whetesi,fityrud,146,new
probble,somersi,124,new
servica,deffent,53,new
arcents,forings,95,new
commedi,tatinse,122,new
devivar,trinche,120,new
sanybon,materal,93,new
materal,jusessa,90,new
devivar,hastems,108,new
morying,systina,118,new
varketa,dessaga,66,new
refends,rembrob,105,new
thervil,pervica,70,new
worinta,grashin,62,new
filisma,strewri,97,new
dolsimp,arcents,128,new
hastems,wiligna,109,new
morying,sersice,144,new
slanoth,raddreg,52,new
ausenus,pranomp,94,new
tessina,pervica,142,new
anathly,commedi,64,new
trinche,moutlem,116,new
belysty,worinta,107,new
shoureg,premser,65,new
vernion,servica,55,new
tessina,posiver,130,new
vernion,commedi,87,new
systina,howinge,74,new
slannet,belysty,127,new
varketa,anathly,60,new
telcout,raddreg,57,new
materal,prousup,125,new
slanoth,fityrud,121,new
servica,anathly,72,new
sanybon,lifinta,54,new
fityrud,dessaga,91,new
incleas,shouges,56,new
delpith,filisma,71,new
himumma,pertice,134,new
montems,wiligna,85,new
gramile,anottac,106,new
pargest,fityrud,102,new
commedi,materal,99,new
weastin,fityrud,129,new
sersice,varketa,113,new
pranomp,materal,133,new
suppopp,sectori,131,new
prousup,clester,143,new
becadev,ausenus,63,new
dolsimp,anotain,145,new
tatinse,servica,132,new
delpith,devervi,79,new
pervica,pargest,51,new
morying,dessaga,111,new
forings,tatinse,147,new
tatinse,thregul,139,new
moutlem,premser,68,new
engstin,proundi,96,new
suprovi,rousent,135,new
commedi,howseri,81,new
wiligna,englita,103,new
howseri,suprega,88,new
arcents,jusessa,119,new
slannet,filisma,138,new
sanybon,slanoth,89,new
jusessa,vernion,73,new
forings,domeave,61,new
pranomp,pertice,150,new
clester,devervi,114,new
forings,anceste,141,new
suption,delpith,67,new
suppopp,domeave,136,new
morying,clester,149,new
whetesi,raddreg,104,new
pervica,arcents,110,new
tessina,grashin,100,new
anottac,posiver,112,new
