stringA,stringB,itemNumber,type
anceste,bollyze,49,original
premser,groctsi,10,original
systina,clarral,14,original
telcout,jusessa,20,original
hastems,pachang,34,original
pertice,proundi,33,original
strewri,forings,27,original
arcents,pranomp,40,original
tessina,prousup,48,original
clester,dolsimp,41,original
meentra,qualrev,47,original
arthrol,moutlem,24,original
slannet,probble,44,original
anotain,himumma,46,original
sounano,posiver,18,original
anottac,morying,42,original
fainges,benervi,1,original
slanoth,pervica,29,original
materal,wiligna,30,original
montems,suption,12,original
somersi,larlize,23,original
exturea,limanol,16,original
avelian,thregul,13,original
whetesi,suprovi,45,original
englita,commedi,26,original
togriva,worinta,21,original
grashin,delpith,2,original
fityrud,sersice,43,original
suppopp,tatinse,50,original
filisma,engstin,31,original
howinge,thervil,3,original
gramile,vernion,15,original
sanybon,incleas,25,original
advical,trinche,36,original
shouges,anathly,5,original
partify,pritent,37,original
varketa,throuss,9,original
montsim,nothrog,11,original
becadev,howseri,22,original
devivar,mestins,32,original
shoureg,domeave,7,original
prounds,rousent,35,original
raddreg,lifinta,6,original
throdyn,ausenus,8,original
devervi,dessaga,19,original
belysty,sectori,39,original
suprega,refends,28,original
servica,pargest,4,original
rembrob,weastin,38,original
specity,deffent,17,original
probble,deffent,91,new
commedi,pertice,94,new
devervi,throuss,80,new
dolsimp,strewri,146,new
varketa,dessaga,62,new
delpith,limanol,78,new
sanybon,domeave,60,new
premser,shoureg,72,new
pargest,forings,71,new
specity,sersice,107,new
englita,pranomp,111,new
fainges,sanybon,63,new
grashin,englita,76,new
pargest,fityrud,118,new
pritent,prousup,145,new
lifinta,fityrud,102,new
moutlem,delpith,66,new
pervica,pargest,73,new
morying,thervil,110,new
specity,mestins,84,new
varketa,deffent,74,new
anottac,becadev,98,new
throuss,throdyn,77,new
dolsimp,lifinta,108,new
fainges,shouges,55,new
howinge,mestins,54,new
slannet,advical,127,new
sectori,partify,140,new
thregul,whetesi,119,new
servica,sectori,89,new
anotain,partify,130,new
forings,meentra,147,new
pervica,whetesi,135,new
suprovi,weastin,143,new
trinche,larlize,105,new
slanoth,qualrev,123,new
raddreg,anotain,106,new
jusessa,avelian,59,new
sounano,suppopp,138,new
clester,dolsimp,131,new
deffent,morying,113,new
dessaga,commedi,82,new
whetesi,montsim,117,new
howseri,devervi,88,new
shoureg,telcout,79,new
qualrev,montems,122,new
dolsimp,howseri,95,new
pranomp,weastin,124,new
refends,suppopp,126,new
forings,weastin,92,new
domeave,groctsi,52,new
delpith,commedi,53,new
limanol,anottac,115,new
sersice,varketa,116,new
arcents,prousup,132,new
clester,qualrev,150,new
thervil,suption,67,new
qualrev,whetesi,134,new
somersi,filisma,87,new
trinche,sanybon,96,new
fainges,partify,90,new
posiver,fainges,65,new
prounds,pritent,125,new
devivar,incleas,93,new
raddreg,howseri,69,new
groctsi,thervil,51,new
anottac,thregul,109,new
clester,suption,120,new
commedi,clester,103,new
mestins,raddreg,81,new
pargest,howinge,75,new
himumma,systina,142,new
deffent,commedi,86,new
montsim,telcout,56,new
somersi,prounds,114,new
sectori,suppopp,139,new
worinta,suprovi,141,new
suprovi,refends,128,new
lifinta,suprega,68,new
somersi,prousup,136,new
filisma,nothrog,85,new
fainges,larlize,64,new
wiligna,meentra,121,new
dolsimp,throuss,104,new
groctsi,dessaga,61,new
weastin,fityrud,133,new
tessina,montsim,100,new
clester,prousup,148,new
devervi,arcents,112,new
probble,fainges,97,new
anceste,groctsi,144,new
grashin,somersi,70,new
slannet,sanybon,99,new
montsim,nothrog,58,new
shoureg,whetesi,101,new
suption,tatinse,149,new
posiver,arthrol,83,new
himumma,sounano,129,new
thervil,wiligna,57,new
tatinse,limanol,137,new
