stringA,stringB,itemNumber,type
systina,clarral,14,original
fainges,benervi,1,original
strewri,forings,27,original
sectori,belysty,39,original
mestins,devivar,32,original
thervil,howinge,3,original
nothrog,montsim,11,original
premser,groctsi,10,original
rousent,prounds,35,original
dessaga,devervi,19,original
whetesi,suprovi,45,original
arthrol,moutlem,24,original
pertice,proundi,33,original
avelian,thregul,13,original
pargest,servica,4,original
anottac,morying,42,original
ausenus,throdyn,8,original
somersi,larlize,23,original
anceste,bollyze,49,original
throuss,varketa,9,original
pritent,partify,37,original
engstin,filisma,31,original
anotain,himumma,46,original
incleas,sanybon,25,original
exturea,limanol,16,original
shouges,anathly,5,original
raddreg,lifinta,6,original
suppopp,tatinse,50,original
rembrob,weastin,38,original
jusessa,telcout,20,original
qualrev,meentra,47,original
advical,trinche,36,original
togriva,worinta,21,original
fityrud,sersice,43,original
posiver,sounano,18,original
pachang,hastems,34,original
suprega,refends,28,original
gramile,vernion,15,original
pervica,slanoth,29,original
probble,slannet,44,original
suption,montems,12,original
commedi,englita,26,original
becadev,howseri,22,original
specity,deffent,17,original
dolsimp,clester,41,original
wiligna,materal,30,original
prousup,tessina,48,original
pranomp,arcents,40,original
grashin,delpith,2,original
shoureg,domeave,7,original
tessina,fityrud,122,new
suprega,systina,87,new
himumma,mestins,135,new
trinche,wiligna,108,new
throuss,suprega,81,new
worinta,pervica,88,new
premser,suprega,84,new
pranomp,sectori,147,new
hastems,belysty,124,new
anotain,thregul,119,new
tatinse,qualrev,130,new
montems,bollyze,137,new
shouges,sounano,61,new
materal,prounds,106,new
limanol,sectori,98,new
rousent,advical,96,new
groctsi,deffent,60,new
tessina,becadev,141,new
togriva,fainges,66,new
worinta,partify,111,new
partify,vernion,112,new
groctsi,premser,63,new
throuss,prousup,142,new
raddreg,materal,72,new
shoureg,rousent,89,new
thregul,worinta,76,new
pargest,morying,104,new
clarral,somersi,75,new
morying,englita,143,new
suppopp,thervil,146,new
sanybon,pertice,102,new
exturea,specity,53,new
clester,sanybon,114,new
anathly,moutlem,77,new
specity,premser,69,new
togriva,somersi,82,new
arcents,partify,133,new
ausenus,varketa,51,new
deffent,fityrud,110,new
hastems,advical,116,new
materal,becadev,90,new
posiver,clester,117,new
partify,refends,103,new
servica,delpith,71,new
benervi,incleas,52,new
tatinse,togriva,127,new
montems,becadev,54,new
incleas,howinge,67,new
thregul,englita,85,new
raddreg,dessaga,78,new
devivar,mestins,105,new
dessaga,shouges,79,new
anathly,benervi,74,new
fityrud,domeave,109,new
prounds,sersice,138,new
commedi,sounano,83,new
deffent,qualrev,150,new
refends,pranomp,94,new
slanoth,howinge,73,new
gramile,sectori,113,new
grashin,rousent,86,new
morying,whetesi,136,new
moutlem,thervil,55,new
grashin,tessina,101,new
refends,shoureg,56,new
limanol,ausenus,57,new
telcout,throdyn,80,new
grashin,systina,70,new
refends,fityrud,140,new
anotain,shoureg,118,new
filisma,whetesi,149,new
pranomp,montems,107,new
pritent,filisma,120,new
arthrol,qualrev,125,new
pachang,pritent,99,new
somersi,benervi,68,new
varketa,exturea,58,new
clarral,meentra,92,new
pachang,anottac,128,new
specity,clester,93,new
fainges,suprega,62,new
morying,slanoth,144,new
incleas,bollyze,123,new
fityrud,clester,126,new
servica,anceste,95,new
arthrol,pranomp,115,new
shouges,deffent,59,new
thervil,becadev,64,new
avelian,suppopp,132,new
materal,qualrev,131,new
forings,pritent,97,new
sersice,suprovi,148,new
meentra,gramile,91,new
anotain,wiligna,134,new
anceste,clarral,121,new
nothrog,moutlem,65,new
groctsi,tessina,100,new
suprovi,deffent,145,new
prousup,avelian,139,new
meentra,probble,129,new
