stringA,stringB,itemNumber,type
vernion,gramile,15,original
slanoth,pervica,29,original
telcout,jusessa,20,original
clester,dolsimp,41,original
delpith,grashin,2,original
systina,clarral,14,original
tatinse,suppopp,50,original
meentra,qualrev,47,original
anottac,morying,42,original
ausenus,throdyn,8,original
slannet,probble,44,original
exturea,limanol,16,original
sersice,fityrud,43,original
rousent,prounds,35,original
pertice,proundi,33,original
premser,groctsi,10,original
strewri,forings,27,original
howseri,becadev,22,original
arthrol,moutlem,24,original
throuss,varketa,9,original
englita,commedi,26,original
whetesi,suprovi,45,original
mestins,devivar,32,original
fainges,benervi,1,original
trinche,advical,36,original
sanybon,incleas,25,original
servica,pargest,4,original
rembrob,weastin,38,original
devervi,dessaga,19,original
howinge,thervil,3,original
shouges,anathly,5,original
bollyze,anceste,49,original
wiligna,materal,30,original
thregul,avelian,13,original
suption,montems,12,original
belysty,sectori,39,original
filisma,engstin,31,original
himumma,anotain,46,original
shoureg,domeave,7,original
prousup,tessina,48,original
partify,pritent,37,original
pachang,hastems,34,original
larlize,somersi,23,original
specity,deffent,17,original
posiver,sounano,18,original
montsim,nothrog,11,original
togriva,worinta,21,original
suprega,refends,28,original
raddreg,lifinta,6,original
pranomp,arcents,40,original
devivar,refends,99,new
tessina,raddreg,101,new
nothrog,morying,116,new
rousent,wiligna,110,new
specity,telcout,57,new
anathly,grashin,70,new
belysty,anceste,136,new
ausenus,togriva,75,new
pertice,forings,104,new
servica,anotain,103,new
clarral,somersi,51,new
refends,servica,69,new
weastin,prounds,144,new
servica,meentra,109,new
dessaga,groctsi,80,new
commedi,domeave,79,new
clarral,strewri,86,new
shoureg,domeave,78,new
throuss,clarral,55,new
pervica,fainges,77,new
morying,arcents,128,new
suppopp,englita,145,new
fityrud,incleas,123,new
filisma,anotain,129,new
morying,engstin,131,new
arcents,devivar,133,new
nothrog,qualrev,142,new
suprovi,clester,135,new
thervil,devervi,74,new
materal,wiligna,106,new
pranomp,howseri,113,new
pargest,himumma,92,new
pertice,dolsimp,122,new
probble,howseri,149,new
clester,rembrob,134,new
himumma,howseri,140,new
incleas,becadev,85,new
pertice,morying,124,new
pargest,shouges,66,new
anceste,grashin,97,new
commedi,hastems,120,new
rousent,bollyze,121,new
dolsimp,anathly,117,new
devivar,howseri,111,new
vernion,montsim,54,new
engstin,rembrob,93,new
thregul,vernion,53,new
engstin,moutlem,115,new
suprovi,engstin,127,new
pranomp,vernion,114,new
filisma,dessaga,87,new
prousup,meentra,130,new
anathly,suption,71,new
somersi,devivar,119,new
throdyn,nothrog,63,new
pachang,arthrol,98,new
throdyn,strewri,61,new
specity,nothrog,65,new
becadev,slannet,112,new
slanoth,servica,56,new
shouges,incleas,62,new
weastin,clarral,90,new
exturea,fityrud,105,new
anceste,specity,141,new
throdyn,tatinse,143,new
refends,sanybon,83,new
systina,morying,108,new
raddreg,arthrol,68,new
sanybon,sounano,84,new
anottac,suppopp,138,new
premser,wiligna,82,new
specity,clester,95,new
suprega,thervil,58,new
arcents,devervi,102,new
somersi,prounds,100,new
raddreg,avelian,76,new
bollyze,howseri,132,new
sanybon,tessina,125,new
delpith,raddreg,59,new
thervil,suppopp,147,new
sectori,shoureg,89,new
thervil,posiver,72,new
montems,limanol,67,new
clester,devervi,118,new
benervi,deffent,52,new
servica,tessina,96,new
meentra,pachang,148,new
probble,clester,150,new
moutlem,pargest,60,new
materal,pranomp,126,new
grashin,engstin,73,new
sersice,morying,139,new
suprega,strewri,91,new
qualrev,lifinta,94,new
pargest,fityrud,107,new
pertice,posiver,88,new
mestins,belysty,146,new
qualrev,tatinse,137,new
thervil,larlize,64,new
jusessa,hastems,81,new
