stringA,stringB,itemNumber,type
anottac,morying,42,original
meentra,qualrev,47,original
worinta,togriva,21,original
tatinse,suppopp,50,original
mestins,devivar,32,original
vernion,gramile,15,original
strewri,forings,27,original
domeave,shoureg,7,original
pritent,partify,37,original
sersice,fityrud,43,original
englita,commedi,26,original
slanoth,pervica,29,original
somersi,larlize,23,original
materal,wiligna,30,original
deffent,specity,17,original
clester,dolsimp,41,original
ausenus,throdyn,8,original
nothrog,montsim,11,original
thervil,howinge,3,original
slannet,probble,44,original
hastems,pachang,34,original
systina,clarral,14,original
fainges,benervi,1,original
exturea,limanol,16,original
sounano,posiver,18,original
sanybon,incleas,25,original
himumma,anotain,46,original
groctsi,premser,10,original
servica,pargest,4,original
belysty,sectori,39,original
suption,montems,12,original
becadev,howseri,22,original
suprovi,whetesi,45,original
raddreg,lifinta,6,original
filisma,engstin,31,original
grashin,delpith,2,original
bollyze,anceste,49,original
thregul,avelian,13,original
jusessa,telcout,20,original
devervi,dessaga,19,original
prounds,rousent,35,original
pranomp,arcents,40,original
rembrob,weastin,38,original
advical,trinche,36,original
moutlem,arthrol,24,original
proundi,pertice,33,original
shouges,anathly,5,original
varketa,throuss,9,original
suprega,refends,28,original
prousup,tessina,48,original
montems,limanol,78,new
suption,thervil,60,new
throuss,gramile,61,new
prounds,slanoth,93,new
suppopp,refends,140,new
rembrob,worinta,120,new
vernion,posiver,77,new
englita,probble,126,new
domeave,suprovi,116,new
anottac,raddreg,81,new
exturea,thregul,54,new
grashin,anotain,114,new
anathly,prousup,141,new
howseri,dolsimp,118,new
howinge,thervil,70,new
domeave,devervi,57,new
posiver,anottac,98,new
raddreg,telcout,67,new
trinche,prounds,94,new
benervi,throuss,71,new
howseri,himumma,127,new
probble,sectori,138,new
suprovi,rousent,131,new
clarral,englita,84,new
moutlem,telcout,87,new
suprega,englita,89,new
throdyn,dessaga,52,new
arcents,advical,121,new
somersi,morying,103,new
hastems,probble,142,new
varketa,montems,80,new
bollyze,dessaga,125,new
sectori,larlize,106,new
bollyze,anceste,128,new
clester,proundi,130,new
qualrev,ausenus,135,new
morying,sectori,122,new
forings,fainges,51,new
arthrol,rembrob,111,new
pachang,rousent,119,new
hastems,pervica,109,new
belysty,arcents,133,new
probble,weastin,148,new
pachang,sersice,134,new
sanybon,mestins,95,new
worinta,becadev,90,new
probble,rousent,139,new
lifinta,forings,73,new
clarral,clester,107,new
refends,prounds,117,new
throdyn,ausenus,59,new
fityrud,anotain,137,new
pervica,slannet,146,new
clester,gramile,112,new
servica,slanoth,72,new
domeave,montsim,56,new
trinche,jusessa,115,new
prounds,meentra,129,new
anathly,morying,99,new
hastems,raddreg,86,new
shoureg,englita,69,new
specity,anceste,124,new
dolsimp,nothrog,92,new
slannet,groctsi,102,new
throuss,fityrud,110,new
trinche,montsim,88,new
deffent,suprovi,136,new
proundi,materal,104,new
incleas,himumma,149,new
pervica,tessina,147,new
premser,bollyze,123,new
telcout,thregul,79,new
lifinta,throdyn,74,new
premser,devervi,64,new
devivar,arcents,150,new
lifinta,morying,100,new
shoureg,rousent,83,new
pargest,pervica,63,new
anottac,clarral,108,new
prousup,ausenus,143,new
nothrog,varketa,62,new
forings,anottac,113,new
englita,benervi,58,new
incleas,shouges,53,new
larlize,vernion,85,new
belysty,premser,101,new
anceste,clarral,145,new
arthrol,wiligna,97,new
hastems,moutlem,91,new
jusessa,montems,65,new
thervil,thregul,76,new
qualrev,tessina,144,new
jusessa,thervil,55,new
incleas,wiligna,105,new
lifinta,varketa,75,new
rembrob,sounano,96,new
clester,suppopp,132,new
thregul,systina,66,new
clarral,exturea,68,new
rousent,benervi,82,new
