stringA,stringB,itemNumber,type
weastin,rembrob,38,original
whetesi,suprovi,45,original
montems,suption,12,original
pargest,servica,4,original
throuss,varketa,9,original
telcout,jusessa,20,original
clester,dolsimp,41,original
arthrol,moutlem,24,original
lifinta,raddreg,6,original
domeave,shoureg,7,original
anathly,shouges,5,original
pritent,partify,37,original
worinta,togriva,21,original
vernion,gramile,15,original
slannet,probble,44,original
englita,commedi,26,original
sectori,belysty,39,original
refends,suprega,28,original
sersice,fityrud,43,original
avelian,thregul,13,original
mestins,devivar,32,original
dessaga,devervi,19,original
rousent,prounds,35,original
strewri,forings,27,original
pertice,proundi,33,original
himumma,anotain,46,original
becadev,howseri,22,original
howinge,thervil,3,original
suppopp,tatinse,50,original
clarral,systina,14,original
groctsi,premser,10,original
qualrev,meentra,47,original
benervi,fainges,1,original
sanybon,incleas,25,original
pranomp,arcents,40,original
pachang,hastems,34,original
limanol,exturea,16,original
bollyze,anceste,49,original
wiligna,materal,30,original
pervica,slanoth,29,original
morying,anottac,42,original
grashin,delpith,2,original
prousup,tessina,48,original
advical,trinche,36,original
posiver,sounano,18,original
larlize,somersi,23,original
specity,deffent,17,original
throdyn,ausenus,8,original
montsim,nothrog,11,original
filisma,engstin,31,original
limanol,worinta,56,new
anceste,suppopp,142,new
avelian,qualrev,139,new
grashin,delpith,63,new
slanoth,belysty,108,new
fainges,prousup,136,new
vernion,posiver,74,new
refends,montsim,84,new
englita,clarral,83,new
hastems,groctsi,85,new
filisma,tatinse,134,new
belysty,somersi,109,new
prousup,ausenus,131,new
slannet,gramile,97,new
pritent,benervi,88,new
exturea,servica,69,new
dolsimp,slannet,132,new
tessina,suprega,143,new
rembrob,anottac,126,new
montsim,clester,81,new
suprovi,vernion,93,new
howinge,whetesi,99,new
togriva,anotain,116,new
grashin,premser,62,new
premser,belysty,100,new
vernion,raddreg,61,new
posiver,whetesi,112,new
pritent,thregul,89,new
somersi,rembrob,101,new
proundi,worinta,120,new
devervi,thervil,58,new
hastems,pranomp,122,new
bollyze,delpith,150,new
rousent,suprovi,146,new
anottac,larlize,119,new
englita,prousup,144,new
slannet,probble,149,new
montems,benervi,75,new
anotain,montsim,113,new
varketa,pritent,82,new
throuss,becadev,76,new
sounano,devervi,57,new
suprovi,mestins,141,new
suppopp,whetesi,124,new
rembrob,slannet,137,new
clester,posiver,102,new
shoureg,systina,79,new
anceste,larlize,135,new
morying,incleas,105,new
servica,somersi,67,new
filisma,sectori,106,new
clester,forings,107,new
pachang,hastems,111,new
anotain,devervi,118,new
limanol,tessina,123,new
whetesi,limanol,103,new
sersice,suppopp,140,new
sectori,sanybon,94,new
groctsi,domeave,70,new
incleas,prousup,125,new
howseri,benervi,72,new
proundi,engstin,117,new
wiligna,telcout,87,new
forings,anathly,65,new
somersi,suption,59,new
clester,becadev,115,new
throuss,commedi,78,new
suption,arthrol,66,new
forings,slanoth,104,new
probble,materal,145,new
anceste,suprega,128,new
hastems,qualrev,127,new
prousup,lifinta,133,new
anottac,clarral,110,new
belysty,telcout,91,new
arthrol,morying,95,new
montsim,systina,77,new
devervi,slannet,98,new
togriva,lifinta,71,new
thregul,exturea,60,new
englita,partify,92,new
moutlem,telcout,90,new
suprovi,anotain,130,new
thervil,moutlem,52,new
groctsi,throuss,51,new
clarral,nothrog,55,new
fainges,togriva,73,new
grashin,montems,64,new
ausenus,posiver,80,new
belysty,vernion,96,new
himumma,strewri,147,new
anceste,himumma,121,new
fainges,belysty,86,new
thregul,anottac,114,new
avelian,gramile,54,new
tatinse,bollyze,138,new
larlize,delpith,53,new
pranomp,tessina,148,new
thregul,howseri,68,new
sectori,probble,129,new
