stringA,stringB,itemNumber,type
engstin,filisma,31,original
premser,groctsi,10,original
lifinta,raddreg,6,original
slannet,probble,44,original
refends,suprega,28,original
incleas,sanybon,25,original
sounano,posiver,18,original
anotain,himumma,46,original
delpith,grashin,2,original
meentra,qualrev,47,original
vernion,gramile,15,original
slanoth,pervica,29,original
domeave,shoureg,7,original
englita,commedi,26,original
anceste,bollyze,49,original
tatinse,suppopp,50,original
materal,wiligna,30,original
worinta,togriva,21,original
avelian,thregul,13,original
sectori,belysty,39,original
pritent,partify,37,original
montems,suption,12,original
throuss,varketa,9,original
anottac,morying,42,original
trinche,advical,36,original
prousup,tessina,48,original
moutlem,arthrol,24,original
specity,deffent,17,original
pachang,hastems,34,original
devervi,dessaga,19,original
limanol,exturea,16,original
benervi,fainges,1,original
suprovi,whetesi,45,original
forings,strewri,27,original
howinge,thervil,3,original
shouges,anathly,5,original
fityrud,sersice,43,original
montsim,nothrog,11,original
clarral,systina,14,original
rembrob,weastin,38,original
larlize,somersi,23,original
pranomp,arcents,40,original
dolsimp,clester,41,original
prounds,rousent,35,original
jusessa,telcout,20,original
throdyn,ausenus,8,original
proundi,pertice,33,original
devivar,mestins,32,original
servica,pargest,4,original
becadev,howseri,22,original
avelian,jusessa,59,new
sersice,filisma,135,new
probble,materal,149,new
anceste,fityrud,150,new
anathly,devervi,77,new
incleas,partify,91,new
sanybon,slanoth,88,new
clester,pervica,93,new
thervil,larlize,73,new
togriva,fainges,64,new
bollyze,somersi,148,new
englita,morying,145,new
clester,prousup,138,new
bollyze,whetesi,124,new
morying,materal,143,new
bollyze,pertice,146,new
anottac,montsim,99,new
sanybon,tatinse,129,new
telcout,suprovi,137,new
montsim,throuss,67,new
mestins,partify,107,new
worinta,clarral,55,new
proundi,pritent,119,new
meentra,filisma,131,new
weastin,suprega,113,new
larlize,nothrog,71,new
belysty,premser,109,new
dessaga,varketa,51,new
fainges,suption,76,new
trinche,proundi,98,new
filisma,arthrol,100,new
vernion,limanol,72,new
himumma,incleas,126,new
thregul,tatinse,127,new
himumma,arcents,130,new
domeave,devervi,52,new
throuss,dolsimp,112,new
probble,clester,125,new
bollyze,deffent,141,new
tessina,varketa,94,new
premser,limanol,65,new
partify,systina,104,new
systina,larlize,89,new
somersi,throdyn,56,new
devervi,exturea,58,new
slanoth,forings,114,new
pachang,arthrol,117,new
gramile,tessina,147,new
suprega,englita,81,new
meentra,limanol,103,new
sanybon,slannet,115,new
proundi,avelian,85,new
ausenus,suprovi,96,new
suppopp,worinta,133,new
becadev,arthrol,82,new
delpith,limanol,70,new
gramile,whetesi,92,new
dolsimp,refends,128,new
partify,strewri,120,new
thervil,posiver,60,new
domeave,sanybon,63,new
raddreg,dessaga,68,new
suprovi,slanoth,122,new
tessina,proundi,123,new
deffent,prounds,90,new
bollyze,sectori,132,new
jusessa,rousent,111,new
avelian,raddreg,74,new
shoureg,slanoth,62,new
deffent,himumma,136,new
pranomp,incleas,95,new
proundi,vernion,86,new
forings,whetesi,142,new
anceste,pachang,121,new
posiver,montems,79,new
wiligna,throuss,87,new
rembrob,avelian,110,new
forings,domeave,80,new
montsim,meentra,116,new
throuss,devervi,69,new
englita,varketa,54,new
premser,prounds,84,new
throuss,pachang,83,new
sounano,groctsi,75,new
engstin,himumma,140,new
materal,suprega,97,new
anottac,specity,102,new
sectori,dolsimp,134,new
lifinta,sanybon,53,new
nothrog,himumma,118,new
throdyn,incleas,61,new
domeave,howinge,57,new
prounds,mestins,106,new
specity,meentra,105,new
refends,shouges,78,new
thregul,vernion,66,new
specity,slannet,108,new
prousup,pargest,139,new
whetesi,pranomp,144,new
suprega,engstin,101,new
