stringA,stringB,itemNumber,type
tessina,prousup,48,original
nothrog,montsim,11,original
systina,clarral,14,original
domeave,shoureg,7,original
strewri,forings,27,original
premser,groctsi,10,original
montems,suption,12,original
telcout,jusessa,20,original
whetesi,suprovi,45,original
rousent,prounds,35,original
pargest,servica,4,original
ausenus,throdyn,8,original
anceste,bollyze,49,original
sersice,fityrud,43,original
tatinse,suppopp,50,original
anathly,shouges,5,original
thervil,howinge,3,original
arthrol,moutlem,24,original
materal,wiligna,30,original
pritent,partify,37,original
sounano,posiver,18,original
anottac,morying,42,original
fainges,benervi,1,original
weastin,rembrob,38,original
trinche,advical,36,original
pachang,hastems,34,original
pranomp,arcents,40,original
suprega,refends,28,original
himumma,anotain,46,original
commedi,englita,26,original
dolsimp,clester,41,original
proundi,pertice,33,original
togriva,worinta,21,original
thregul,avelian,13,original
devivar,mestins,32,original
raddreg,lifinta,6,original
specity,deffent,17,original
becadev,howseri,22,original
limanol,exturea,16,original
varketa,throuss,9,original
grashin,delpith,2,original
probble,slannet,44,original
sanybon,incleas,25,original
gramile,vernion,15,original
larlize,somersi,23,original
qualrev,meentra,47,original
pervica,slanoth,29,original
belysty,sectori,39,original
filisma,engstin,31,original
devervi,dessaga,19,original
varketa,worinta,79,new
slanoth,limanol,85,new
qualrev,pertice,145,new
varketa,englita,59,new
suprega,weastin,110,new
domeave,forings,73,new
raddreg,howseri,56,new
telcout,pervica,84,new
fityrud,arthrol,122,new
rousent,prousup,121,new
arcents,togriva,101,new
prounds,mestins,108,new
qualrev,strewri,136,new
slannet,suption,97,new
exturea,prousup,127,new
worinta,servica,80,new
meentra,probble,148,new
partify,deffent,120,new
jusessa,anottac,98,new
nothrog,bollyze,135,new
telcout,suprovi,150,new
probble,worinta,130,new
weastin,varketa,82,new
pachang,domeave,81,new
forings,anceste,141,new
anotain,qualrev,140,new
lifinta,prousup,137,new
dolsimp,strewri,138,new
belysty,howseri,93,new
fainges,larlize,75,new
suprovi,arthrol,146,new
avelian,becadev,63,new
suprovi,engstin,133,new
advical,sounano,112,new
himumma,sectori,143,new
grashin,lifinta,74,new
meentra,varketa,118,new
sounano,limanol,54,new
benervi,engstin,52,new
gramile,telcout,72,new
limanol,ausenus,65,new
anotain,specity,91,new
togriva,hastems,100,new
throdyn,arthrol,71,new
slannet,clarral,102,new
dessaga,posiver,67,new
howinge,exturea,58,new
telcout,suprega,83,new
nothrog,suprovi,111,new
commedi,delpith,53,new
wiligna,tatinse,142,new
pervica,whetesi,147,new
raddreg,deffent,76,new
dolsimp,telcout,99,new
posiver,whetesi,109,new
fainges,shouges,57,new
strewri,specity,86,new
tessina,pachang,125,new
whetesi,fityrud,126,new
becadev,whetesi,106,new
montems,prousup,129,new
clester,suprovi,144,new
dessaga,specity,62,new
filisma,englita,103,new
morying,worinta,107,new
arthrol,morying,92,new
hastems,advical,94,new
domeave,probble,105,new
posiver,slanoth,90,new
gramile,vernion,55,new
fityrud,trinche,124,new
howseri,prousup,139,new
throdyn,delpith,51,new
nothrog,raddreg,61,new
systina,pervica,89,new
togriva,tessina,128,new
slanoth,prounds,114,new
sanybon,weastin,104,new
montems,becadev,68,new
groctsi,fainges,64,new
suprega,ausenus,87,new
slannet,groctsi,119,new
deffent,togriva,88,new
pranomp,sersice,132,new
wiligna,pritent,116,new
sanybon,fainges,77,new
refends,shouges,78,new
exturea,suppopp,134,new
thervil,probble,117,new
devivar,trinche,113,new
prounds,strewri,95,new
delpith,servica,70,new
worinta,limanol,69,new
advical,sectori,131,new
strewri,suprega,115,new
servica,tatinse,149,new
arthrol,shoureg,66,new
pargest,togriva,60,new
telcout,belysty,96,new
anceste,prousup,123,new
