stringA,stringB,itemNumber,type
engstin,filisma,31,original
exturea,limanol,16,original
materal,wiligna,30,original
arthrol,moutlem,24,original
deffent,specity,17,original
incleas,sanybon,25,original
dessaga,devervi,19,original
pritent,partify,37,original
anottac,morying,42,original
vernion,gramile,15,original
clester,dolsimp,41,original
refends,suprega,28,original
ausenus,throdyn,8,original
thervil,howinge,3,original
somersi,larlize,23,original
avelian,thregul,13,original
sectori,belysty,39,original
tatinse,suppopp,50,original
trinche,advical,36,original
montems,suption,12,original
slannet,probble,44,original
domeave,shoureg,7,original
meentra,qualrev,47,original
telcout,jusessa,20,original
throuss,varketa,9,original
devivar,mestins,32,original
grashin,delpith,2,original
togriva,worinta,21,original
prounds,rousent,35,original
shouges,anathly,5,original
himumma,anotain,46,original
fityrud,sersice,43,original
rembrob,weastin,38,original
benervi,fainges,1,original
bollyze,anceste,49,original
pervica,slanoth,29,original
clarral,systina,14,original
servica,pargest,4,original
commedi,englita,26,original
proundi,pertice,33,original
forings,strewri,27,original
posiver,sounano,18,original
becadev,howseri,22,original
prousup,tessina,48,original
pranomp,arcents,40,original
suprovi,whetesi,45,original
raddreg,lifinta,6,original
montsim,nothrog,11,original
groctsi,premser,10,original
pachang,hastems,34,original
nothrog,grashin,71,new
premser,forings,85,new
slannet,prounds,133,new
hastems,sanybon,113,new
prousup,tatinse,142,new
limanol,pritent,90,new
forings,nothrog,88,new
sersice,suprega,140,new
hastems,rembrob,136,new
rembrob,rousent,150,new
montsim,materal,84,new
suppopp,pertice,137,new
morying,vernion,109,new
exturea,pranomp,104,new
commedi,clester,96,new
benervi,dessaga,70,new
limanol,worinta,74,new
specity,dessaga,52,new
grashin,pertice,53,new
togriva,pargest,72,new
servica,thervil,62,new
deffent,larlize,87,new
premser,becadev,57,new
belysty,sounano,120,new
suprega,engstin,111,new
refends,shouges,63,new
pargest,posiver,65,new
dolsimp,tessina,125,new
shouges,tatinse,148,new
morying,anottac,141,new
anathly,becadev,60,new
englita,pervica,115,new
morying,anotain,123,new
becadev,montems,55,new
groctsi,worinta,56,new
worinta,partify,94,new
montsim,lifinta,67,new
slannet,posiver,119,new
jusessa,pargest,64,new
belysty,domeave,89,new
anceste,wiligna,131,new
clester,sanybon,98,new
dolsimp,pritent,124,new
partify,ausenus,83,new
mestins,commedi,107,new
belysty,anottac,128,new
ausenus,benervi,76,new
shoureg,incleas,79,new
rembrob,strewri,91,new
himumma,arthrol,134,new
meentra,probble,130,new
domeave,gramile,75,new
anceste,himumma,147,new
slanoth,prounds,112,new
sectori,pervica,117,new
pritent,pachang,93,new
arcents,filisma,99,new
raddreg,avelian,73,new
fityrud,systina,102,new
hastems,partify,114,new
gramile,systina,66,new
somersi,himumma,143,new
whetesi,raddreg,95,new
thervil,moutlem,78,new
domeave,commedi,51,new
deffent,suppopp,132,new
somersi,qualrev,127,new
fityrud,sectori,135,new
trinche,belysty,138,new
howinge,vernion,68,new
suppopp,nothrog,149,new
thervil,grashin,80,new
hastems,becadev,100,new
servica,delpith,69,new
togriva,mestins,82,new
devivar,englita,97,new
belysty,exturea,105,new
rembrob,systina,118,new
pertice,rembrob,146,new
avelian,partify,103,new
delpith,himumma,110,new
forings,hastems,108,new
delpith,groctsi,59,new
partify,anotain,144,new
avelian,prousup,139,new
clester,prounds,121,new
suption,avelian,54,new
howseri,qualrev,145,new
slannet,varketa,101,new
refends,suppopp,126,new
sersice,specity,92,new
strewri,suprovi,122,new
morying,dessaga,106,new
engstin,advical,116,new
trinche,suppopp,129,new
servica,anathly,77,new
pervica,incleas,86,new
servica,sounano,58,new
wiligna,premser,81,new
somersi,shouges,61,new
