stringA,stringB,itemNumber,type
angessa,dockles,31,original
messago,numersi,3,original
chertin,bomysta,36,original
ancessa,digiday,39,original
mesects,rundsop,35,original
screnta,prompan,40,original
smadian,dispont,2,original
plareed,throvic,20,original
tessigg,comorti,1,original
mesimie,dakinge,23,original
mestead,grappor,43,original
forsith,defasom,8,original
talisti,witypro,38,original
systess,wilysta,25,original
prensta,chanywa,32,original
cortsio,gremsev,24,original
bengsta,maricts,4,original
octeste,subvick,50,original
ostallo,micaust,22,original
heashes,supplic,49,original
spanoth,allysti,15,original
amatera,finglam,44,original
hignoth,mempise,9,original
thinatu,commari,30,original
kentsia,locidev,27,original
prothly,afrithe,34,original
abysted,pariono,11,original
proffic,nathess,47,original
menclar,scrunne,5,original
mervirs,sersimi,21,original
proffin,tueredo,42,original
vervide,relysta,19,original
iningla,asplati,7,original
articlu,loarlai,14,original
quingel,opelese,45,original
compide,sertsim,29,original
strompa,agallea,13,original
clopect,caltsio,16,original
larshic,persica,6,original
betwerv,wessish,18,original
expisho,mesterf,26,original
currimi,memsere,37,original
shaptur,thramon,17,original
webruic,segessa,41,original
engally,splenne,28,original
quarban,edisted,46,original
disingu,perecti,33,original
howaymb,retsits,48,original
allopti,walthel,10,original
uranged,crivere,12,original
prompan,thramon,94,new
agallea,menclar,73,new
comorti,wessish,80,new
dispont,sertsim,63,new
kentsia,allopti,72,new
plareed,grappor,119,new
perecti,proffic,137,new
thramon,webruic,100,new
forsith,strompa,61,new
prompan,thinatu,146,new
caltsio,finglam,115,new
perecti,locidev,113,new
commari,retsits,136,new
disingu,nathess,135,new
prensta,proffin,131,new
relysta,maricts,68,new
comorti,splenne,65,new
mestead,prothly,126,new
rundsop,kentsia,107,new
dispont,thramon,76,new
plareed,bomysta,92,new
menclar,mesimie,51,new
scrunne,throvic,71,new
segessa,prompan,142,new
messago,expisho,56,new
heashes,compide,134,new
howaymb,mesects,130,new
edisted,mempise,104,new
defasom,spanoth,78,new
persica,micaust,54,new
supplic,agallea,147,new
ancessa,rundsop,148,new
webruic,afrithe,125,new
cortsio,proffic,145,new
strompa,hignoth,75,new
maricts,opelese,114,new
uranged,prensta,86,new
grappor,mesimie,123,new
bomysta,memsere,149,new
smadian,menclar,62,new
tessigg,expisho,69,new
ancessa,shaptur,117,new
prensta,engally,91,new
quingel,bengsta,120,new
maricts,pariono,55,new
prensta,quingel,139,new
chanywa,walthel,85,new
ancessa,larshic,87,new
caltsio,numersi,52,new
grappor,caltsio,98,new
supplic,amatera,124,new
kentsia,comorti,60,new
angessa,howaymb,128,new
tueredo,menclar,89,new
throvic,walthel,79,new
grappor,thramon,112,new
locidev,sertsim,105,new
proffic,screnta,140,new
comorti,sertsim,70,new
perecti,clopect,88,new
crivere,strompa,58,new
maricts,retsits,110,new
subvick,pariono,150,new
heashes,prompan,129,new
allopti,plareed,64,new
witypro,cortsio,95,new
articlu,segessa,97,new
mesects,currimi,143,new
mesterf,quarban,138,new
mempise,wessish,77,new
perecti,rundsop,102,new
proffin,messago,108,new
micaust,walthel,67,new
amatera,vervide,111,new
relysta,digiday,103,new
mervirs,mesects,109,new
menclar,retsits,116,new
dakinge,mesimie,84,new
systess,chanywa,96,new
compide,mesimie,90,new
pariono,supplic,144,new
ostallo,digiday,101,new
perecti,subvick,127,new
shaptur,mestead,106,new
defasom,walthel,57,new
quarban,thramon,133,new
prensta,supplic,122,new
cortsio,maricts,53,new
articlu,persica,59,new
prensta,iningla,82,new
agallea,allopti,66,new
heashes,dakinge,141,new
perecti,iningla,81,new
ancessa,articlu,83,new
thramon,currimi,118,new
proffin,systess,99,new
subvick,octeste,132,new
digiday,retsits,121,new
mervirs,edisted,93,new
maricts,ostallo,74,new
