stringA,stringB,itemNumber,type
mesimie,dakinge,23,original
persica,larshic,6,original
sertsim,compide,29,original
splenne,engally,28,original
prensta,chanywa,32,original
systess,wilysta,25,original
asplati,iningla,7,original
forsith,defasom,8,original
mesects,rundsop,35,original
mestead,grappor,43,original
thinatu,commari,30,original
retsits,howaymb,48,original
perecti,disingu,33,original
smadian,dispont,2,original
tueredo,proffin,42,original
hignoth,mempise,9,original
opelese,quingel,45,original
relysta,vervide,19,original
cortsio,gremsev,24,original
chertin,bomysta,36,original
walthel,allopti,10,original
heashes,supplic,49,original
thramon,shaptur,17,original
amatera,finglam,44,original
kentsia,locidev,27,original
mervirs,sersimi,21,original
digiday,ancessa,39,original
prothly,afrithe,34,original
proffic,nathess,47,original
articlu,loarlai,14,original
expisho,mesterf,26,original
witypro,talisti,38,original
strompa,agallea,13,original
betwerv,wessish,18,original
abysted,pariono,11,original
maricts,bengsta,4,original
dockles,angessa,31,original
micaust,ostallo,22,original
numersi,messago,3,original
subvick,octeste,50,original
clopect,caltsio,16,original
allysti,spanoth,15,original
currimi,memsere,37,original
quarban,edisted,46,original
throvic,plareed,20,original
menclar,scrunne,5,original
webruic,segessa,41,original
comorti,tessigg,1,original
uranged,crivere,12,original
prompan,screnta,40,original
mestead,webruic,150,new
nathess,rundsop,139,new
plareed,betwerv,89,new
dockles,chertin,120,new
perecti,numersi,67,new
uranged,tueredo,118,new
wilysta,amatera,108,new
menclar,wessish,79,new
opelese,dockles,148,new
retsits,locidev,126,new
walthel,wilysta,73,new
wessish,finglam,106,new
agallea,webruic,110,new
perecti,finglam,132,new
mempise,relysta,52,new
octeste,betwerv,145,new
dispont,agallea,71,new
proffic,chertin,127,new
octeste,locidev,147,new
edisted,allopti,99,new
relysta,quingel,123,new
angessa,witypro,97,new
persica,betwerv,58,new
ancessa,witypro,141,new
numersi,amatera,85,new
mesects,clopect,84,new
vervide,mesimie,81,new
engally,asplati,59,new
mestead,quarban,136,new
subvick,sertsim,134,new
supplic,talisti,122,new
persica,engally,55,new
spanoth,grappor,115,new
tessigg,shaptur,63,new
comorti,agallea,66,new
supplic,bengsta,137,new
tueredo,supplic,129,new
screnta,prothly,128,new
mervirs,smadian,78,new
maricts,messago,65,new
thinatu,dockles,105,new
gremsev,smadian,56,new
defasom,edisted,103,new
splenne,rundsop,100,new
sersimi,numersi,76,new
prompan,octeste,130,new
spanoth,menclar,51,new
strompa,retsits,92,new
allopti,agallea,69,new
messago,clopect,54,new
crivere,dakinge,53,new
edisted,rundsop,124,new
talisti,webruic,143,new
mervirs,edisted,91,new
uranged,amatera,102,new
mesterf,micaust,86,new
bomysta,ostallo,117,new
finglam,plareed,146,new
howaymb,cortsio,138,new
micaust,retsits,135,new
articlu,segessa,98,new
engally,heashes,133,new
throvic,scrunne,80,new
compide,memsere,109,new
allopti,hignoth,62,new
memsere,vervide,95,new
walthel,articlu,57,new
sertsim,howaymb,142,new
locidev,splenne,101,new
wilysta,wessish,83,new
scrunne,proffin,104,new
walthel,clopect,60,new
betwerv,prensta,87,new
systess,webruic,111,new
proffic,plareed,131,new
maricts,cortsio,77,new
betwerv,scrunne,70,new
chanywa,mesects,113,new
asplati,maricts,61,new
talisti,locidev,116,new
gremsev,retsits,125,new
disingu,prensta,114,new
menclar,walthel,75,new
throvic,pariono,68,new
vervide,smadian,72,new
loarlai,quingel,119,new
finglam,asplati,107,new
compide,tessigg,74,new
tueredo,articlu,93,new
ancessa,micaust,94,new
wessish,locidev,82,new
maricts,mesects,90,new
mesects,articlu,88,new
proffic,agallea,144,new
afrithe,digiday,149,new
perecti,webruic,140,new
currimi,ostallo,96,new
sertsim,finglam,121,new
tessigg,allysti,64,new
strompa,tueredo,112,new
