stringA,stringB,itemNumber,type
mesects,rundsop,35,original
ancessa,digiday,39,original
octeste,subvick,50,original
scrunne,menclar,5,original
splenne,engally,28,original
caltsio,clopect,16,original
thramon,shaptur,17,original
relysta,vervide,19,original
persica,larshic,6,original
mesterf,expisho,26,original
messago,numersi,3,original
mestead,grappor,43,original
pariono,abysted,11,original
thinatu,commari,30,original
perecti,disingu,33,original
nathess,proffic,47,original
hignoth,mempise,9,original
bengsta,maricts,4,original
kentsia,locidev,27,original
angessa,dockles,31,original
mesimie,dakinge,23,original
systess,wilysta,25,original
prensta,chanywa,32,original
ostallo,micaust,22,original
tueredo,proffin,42,original
strompa,agallea,13,original
prothly,afrithe,34,original
prompan,screnta,40,original
compide,sertsim,29,original
articlu,loarlai,14,original
witypro,talisti,38,original
defasom,forsith,8,original
gremsev,cortsio,24,original
allysti,spanoth,15,original
iningla,asplati,7,original
dispont,smadian,2,original
allopti,walthel,10,original
quarban,edisted,46,original
currimi,memsere,37,original
webruic,segessa,41,original
bomysta,chertin,36,original
betwerv,wessish,18,original
comorti,tessigg,1,original
mervirs,sersimi,21,original
throvic,plareed,20,original
howaymb,retsits,48,original
finglam,amatera,44,original
quingel,opelese,45,original
uranged,crivere,12,original
supplic,heashes,49,original
spanoth,currimi,96,new
subvick,wessish,142,new
webruic,asplati,109,new
strompa,nathess,116,new
comorti,mesimie,59,new
loarlai,webruic,113,new
hignoth,larshic,68,new
finglam,messago,100,new
screnta,compide,103,new
chanywa,ostallo,92,new
amatera,mervirs,105,new
perecti,expisho,114,new
sertsim,proffin,133,new
strompa,wessish,53,new
howaymb,memsere,144,new
cortsio,menclar,72,new
supplic,octeste,125,new
edisted,currimi,150,new
proffic,afrithe,126,new
cortsio,numersi,57,new
sersimi,prompan,112,new
caltsio,currimi,118,new
strompa,bengsta,75,new
shaptur,relysta,63,new
cortsio,articlu,89,new
quarban,splenne,128,new
spanoth,numersi,79,new
commari,sersimi,81,new
wilysta,plareed,87,new
walthel,supplic,127,new
loarlai,vervide,66,new
strompa,plareed,71,new
retsits,clopect,121,new
thramon,maricts,52,new
locidev,thinatu,104,new
proffin,plareed,107,new
dakinge,opelese,120,new
prompan,splenne,91,new
agallea,mervirs,77,new
quarban,prensta,138,new
prothly,mesterf,111,new
thinatu,numersi,73,new
segessa,locidev,117,new
hignoth,subvick,136,new
webruic,thinatu,130,new
retsits,witypro,147,new
prothly,ancessa,124,new
compide,amatera,132,new
abysted,walthel,62,new
spanoth,vervide,51,new
memsere,mervirs,119,new
subvick,messago,146,new
systess,mervirs,88,new
heashes,uranged,129,new
crivere,dakinge,78,new
expisho,opelese,122,new
strompa,asplati,56,new
edisted,quarban,141,new
commari,systess,99,new
comorti,thinatu,74,new
angessa,abysted,90,new
defasom,forsith,54,new
angessa,commari,110,new
wilysta,smadian,69,new
mervirs,scrunne,67,new
prensta,locidev,98,new
subvick,agallea,134,new
mestead,commari,131,new
chertin,throvic,106,new
quingel,hignoth,94,new
vervide,forsith,65,new
agallea,grappor,93,new
prensta,mempise,83,new
mestead,prothly,149,new
witypro,segessa,145,new
sertsim,webruic,140,new
mesects,defasom,85,new
proffin,afrithe,137,new
relysta,subvick,148,new
angessa,maricts,64,new
webruic,wessish,102,new
mempise,sersimi,80,new
larshic,smadian,61,new
wilysta,perecti,115,new
persica,grappor,108,new
wessish,defasom,58,new
mesterf,chanywa,101,new
chanywa,prensta,95,new
bengsta,allopti,70,new
proffic,plareed,143,new
iningla,mesterf,55,new
nathess,finglam,139,new
messago,vervide,76,new
caltsio,webruic,97,new
clopect,plareed,60,new
mesects,menclar,82,new
sertsim,clopect,84,new
expisho,agallea,86,new
prothly,nathess,123,new
proffin,ancessa,135,new
