stringA,stringB,itemNumber,type
walthel,allopti,10,original
kentsia,locidev,27,original
mesterf,expisho,26,original
talisti,witypro,38,original
sertsim,compide,29,original
forsith,defasom,8,original
edisted,quarban,46,original
segessa,webruic,41,original
opelese,quingel,45,original
nathess,proffic,47,original
sersimi,mervirs,21,original
messago,numersi,3,original
prensta,chanywa,32,original
thinatu,commari,30,original
chertin,bomysta,36,original
smadian,dispont,2,original
tessigg,comorti,1,original
angessa,dockles,31,original
caltsio,clopect,16,original
heashes,supplic,49,original
tueredo,proffin,42,original
thramon,shaptur,17,original
plareed,throvic,20,original
ostallo,micaust,22,original
asplati,iningla,7,original
betwerv,wessish,18,original
abysted,pariono,11,original
engally,splenne,28,original
uranged,crivere,12,original
digiday,ancessa,39,original
rundsop,mesects,35,original
finglam,amatera,44,original
disingu,perecti,33,original
larshic,persica,6,original
subvick,octeste,50,original
articlu,loarlai,14,original
vervide,relysta,19,original
dakinge,mesimie,23,original
mempise,hignoth,9,original
grappor,mestead,43,original
allysti,spanoth,15,original
maricts,bengsta,4,original
prompan,screnta,40,original
gremsev,cortsio,24,original
howaymb,retsits,48,original
wilysta,systess,25,original
prothly,afrithe,34,original
strompa,agallea,13,original
currimi,memsere,37,original
menclar,scrunne,5,original
thramon,witypro,119,new
crivere,subvick,128,new
chanywa,talisti,106,new
howaymb,splenne,123,new
spanoth,engally,88,new
edisted,dakinge,125,new
talisti,shaptur,100,new
thramon,menclar,79,new
allopti,amatera,105,new
mestead,finglam,127,new
dispont,cortsio,72,new
maricts,loarlai,63,new
comorti,crivere,68,new
subvick,thinatu,131,new
memsere,howaymb,130,new
quarban,spanoth,133,new
abysted,tessigg,74,new
disingu,nathess,145,new
expisho,afrithe,99,new
bomysta,thramon,115,new
loarlai,dispont,65,new
pariono,compide,81,new
crivere,clopect,75,new
ostallo,numersi,62,new
menclar,splenne,56,new
tueredo,engally,97,new
chertin,betwerv,87,new
nathess,gremsev,137,new
mesimie,maricts,71,new
agallea,prompan,93,new
uranged,mesimie,76,new
crivere,witypro,92,new
tueredo,shaptur,104,new
mervirs,messago,69,new
segessa,dakinge,98,new
proffic,walthel,139,new
mesects,bomysta,107,new
heashes,dispont,120,new
proffic,amatera,142,new
bengsta,throvic,66,new
quarban,wessish,140,new
sertsim,disingu,117,new
mesterf,mempise,57,new
kentsia,engally,108,new
sersimi,grappor,103,new
messago,commari,80,new
quarban,relysta,121,new
subvick,octeste,138,new
throvic,opelese,95,new
vervide,systess,90,new
octeste,shaptur,126,new
engally,tessigg,52,new
segessa,engally,114,new
wessish,abysted,60,new
dakinge,asplati,51,new
sertsim,iningla,61,new
subvick,plareed,143,new
allopti,edisted,91,new
smadian,iningla,78,new
grappor,mestead,146,new
kentsia,rundsop,94,new
comorti,tessigg,67,new
octeste,digiday,136,new
finglam,kentsia,129,new
maricts,thramon,58,new
quingel,screnta,134,new
currimi,agallea,86,new
heashes,clopect,124,new
webruic,scrunne,113,new
maricts,retsits,111,new
comorti,bengsta,59,new
talisti,betwerv,118,new
prompan,edisted,135,new
menclar,prensta,89,new
thinatu,gremsev,85,new
kentsia,chanywa,101,new
relysta,witypro,116,new
dispont,scrunne,64,new
proffin,thramon,112,new
screnta,allysti,96,new
subvick,asplati,132,new
prothly,memsere,102,new
numersi,crivere,53,new
segessa,subvick,147,new
menclar,bengsta,73,new
chanywa,prensta,109,new
mesimie,supplic,149,new
quingel,amatera,148,new
prompan,thramon,110,new
numersi,hignoth,70,new
prensta,betwerv,84,new
expisho,ostallo,82,new
opelese,disingu,141,new
proffic,caltsio,122,new
walthel,compide,83,new
pariono,abysted,77,new
prensta,proffin,150,new
retsits,quingel,144,new
persica,betwerv,55,new
numersi,bengsta,54,new
