stringA,stringB,itemNumber,type
heashes,supplic,49,original
sersimi,mervirs,21,original
tessigg,comorti,1,original
edisted,quarban,46,original
systess,wilysta,25,original
angessa,dockles,31,original
opelese,quingel,45,original
thinatu,commari,30,original
segessa,webruic,41,original
messago,numersi,3,original
mesterf,expisho,26,original
smadian,dispont,2,original
ostallo,micaust,22,original
loarlai,articlu,14,original
spanoth,allysti,15,original
hignoth,mempise,9,original
mesects,rundsop,35,original
nathess,proffic,47,original
ancessa,digiday,39,original
caltsio,clopect,16,original
amatera,finglam,44,original
kentsia,locidev,27,original
scrunne,menclar,5,original
asplati,iningla,7,original
retsits,howaymb,48,original
larshic,persica,6,original
vervide,relysta,19,original
disingu,perecti,33,original
allopti,walthel,10,original
grappor,mestead,43,original
defasom,forsith,8,original
betwerv,wessish,18,original
strompa,agallea,13,original
gremsev,cortsio,24,original
uranged,crivere,12,original
throvic,plareed,20,original
abysted,pariono,11,original
prothly,afrithe,34,original
currimi,memsere,37,original
bomysta,chertin,36,original
compide,sertsim,29,original
maricts,bengsta,4,original
subvick,octeste,50,original
prompan,screnta,40,original
chanywa,prensta,32,original
proffin,tueredo,42,original
dakinge,mesimie,23,original
witypro,talisti,38,original
engally,splenne,28,original
shaptur,thramon,17,original
articlu,screnta,115,new
comorti,edisted,98,new
articlu,tueredo,93,new
thinatu,howaymb,144,new
asplati,articlu,54,new
octeste,engally,123,new
dockles,smadian,70,new
sersimi,allopti,56,new
mestead,defasom,118,new
larshic,forsith,57,new
ancessa,mervirs,107,new
mempise,mestead,119,new
prothly,walthel,87,new
splenne,prothly,110,new
messago,allopti,58,new
ostallo,menclar,55,new
proffin,crivere,102,new
kentsia,numersi,79,new
plareed,throvic,89,new
heashes,mervirs,149,new
webruic,talisti,133,new
bomysta,perecti,113,new
witypro,relysta,109,new
currimi,angessa,117,new
asplati,menclar,62,new
engally,heashes,130,new
wessish,bomysta,96,new
commari,prensta,95,new
scrunne,shaptur,73,new
digiday,messago,84,new
angessa,quarban,138,new
pariono,articlu,63,new
amatera,clopect,105,new
commari,talisti,116,new
witypro,mesects,141,new
loarlai,compide,85,new
segessa,strompa,94,new
dispont,scrunne,61,new
thramon,proffin,97,new
tessigg,vervide,78,new
systess,digiday,91,new
mervirs,amatera,104,new
betwerv,opelese,92,new
kentsia,witypro,101,new
comorti,scrunne,71,new
betwerv,tessigg,74,new
locidev,asplati,60,new
asplati,howaymb,148,new
mesects,prompan,137,new
micaust,cortsio,83,new
walthel,proffic,121,new
wessish,subvick,134,new
retsits,prothly,147,new
ostallo,grappor,120,new
agallea,betwerv,67,new
persica,allopti,64,new
webruic,asplati,106,new
sertsim,allysti,82,new
quarban,screnta,145,new
scrunne,quarban,114,new
witypro,prensta,100,new
proffin,mestead,136,new
crivere,throvic,77,new
persica,locidev,75,new
disingu,mestead,143,new
defasom,angessa,90,new
sersimi,abysted,52,new
nathess,allopti,108,new
sertsim,comorti,59,new
subvick,sersimi,129,new
smadian,prothly,81,new
uranged,asplati,53,new
sersimi,menclar,51,new
thinatu,prothly,112,new
messago,shaptur,69,new
prompan,perecti,140,new
gremsev,persica,65,new
proffic,tueredo,131,new
mervirs,relysta,86,new
smadian,comorti,80,new
mesects,webruic,128,new
maricts,agallea,76,new
clopect,sersimi,68,new
subvick,walthel,146,new
gremsev,edisted,127,new
currimi,ostallo,103,new
thinatu,proffic,150,new
abysted,messago,72,new
plareed,supplic,135,new
mestead,prothly,142,new
systess,uranged,66,new
numersi,nathess,99,new
octeste,numersi,124,new
proffic,wessish,126,new
quingel,amatera,122,new
supplic,tessigg,139,new
bomysta,segessa,132,new
prompan,thinatu,125,new
grappor,bengsta,111,new
gremsev,kentsia,88,new
