stringA,stringB,itemNumber,type
mesects,rundsop,35,original
amatera,finglam,44,original
mesimie,dakinge,23,original
caltsio,clopect,16,original
screnta,prompan,40,original
scrunne,menclar,5,original
opelese,quingel,45,original
chertin,bomysta,36,original
cortsio,gremsev,24,original
thramon,shaptur,17,original
segessa,webruic,41,original
splenne,engally,28,original
thinatu,commari,30,original
talisti,witypro,38,original
sersimi,mervirs,21,original
relysta,vervide,19,original
pariono,abysted,11,original
persica,larshic,6,original
wessish,betwerv,18,original
loarlai,articlu,14,original
nathess,proffic,47,original
plareed,throvic,20,original
tessigg,comorti,1,original
tueredo,proffin,42,original
angessa,dockles,31,original
uranged,crivere,12,original
numersi,messago,3,original
compide,sertsim,29,original
currimi,memsere,37,original
iningla,asplati,7,original
quarban,edisted,46,original
digiday,ancessa,39,original
allysti,spanoth,15,original
subvick,octeste,50,original
strompa,agallea,13,original
locidev,kentsia,27,original
grappor,mestead,43,original
maricts,bengsta,4,original
supplic,heashes,49,original
howaymb,retsits,48,original
defasom,forsith,8,original
wilysta,systess,25,original
disingu,perecti,33,original
allopti,walthel,10,original
expisho,mesterf,26,original
prothly,afrithe,34,original
mempise,hignoth,9,original
micaust,ostallo,22,original
chanywa,prensta,32,original
dispont,smadian,2,original
compide,messago,70,new
edisted,witypro,129,new
loarlai,prompan,110,new
plareed,micaust,83,new
finglam,mesects,133,new
wilysta,asplati,69,new
allysti,ancessa,112,new
agallea,subvick,144,new
sersimi,supplic,139,new
vervide,caltsio,61,new
tueredo,menclar,90,new
prensta,quingel,132,new
prothly,hignoth,86,new
octeste,micaust,135,new
nathess,dockles,140,new
hignoth,dakinge,58,new
scrunne,compide,64,new
commari,edisted,128,new
locidev,prensta,106,new
betwerv,mestead,93,new
grappor,crivere,105,new
currimi,sersimi,94,new
segessa,uranged,107,new
locidev,smadian,65,new
nathess,prothly,147,new
amatera,shaptur,108,new
ancessa,prothly,138,new
quingel,segessa,122,new
sertsim,comorti,78,new
proffic,scrunne,102,new
sersimi,commari,88,new
numersi,mesimie,57,new
mesimie,subvick,124,new
rundsop,prensta,119,new
chertin,mempise,84,new
digiday,edisted,137,new
caltsio,commari,85,new
compide,prensta,99,new
caltsio,defasom,56,new
allopti,asplati,54,new
abysted,opelese,116,new
sersimi,mempise,59,new
angessa,commari,92,new
witypro,talisti,143,new
nathess,micaust,130,new
tueredo,quingel,149,new
smadian,subvick,131,new
afrithe,howaymb,126,new
walthel,iningla,60,new
mesimie,digiday,104,new
locidev,bengsta,53,new
clopect,scrunne,79,new
retsits,dakinge,127,new
allopti,cortsio,52,new
witypro,memsere,123,new
dakinge,octeste,136,new
allysti,loarlai,73,new
mesterf,quingel,145,new
iningla,wessish,63,new
defasom,spanoth,72,new
systess,commari,96,new
retsits,abysted,118,new
sersimi,locidev,81,new
cortsio,prothly,109,new
wessish,grappor,120,new
larshic,relysta,67,new
menclar,ostallo,55,new
digiday,systess,117,new
angessa,menclar,74,new
webruic,sersimi,111,new
retsits,shaptur,148,new
quingel,thramon,150,new
proffic,sertsim,125,new
vervide,chertin,114,new
smadian,numersi,71,new
chertin,throvic,91,new
allysti,relysta,51,new
chanywa,segessa,121,new
asplati,throvic,62,new
memsere,dakinge,95,new
walthel,allopti,80,new
compide,caltsio,82,new
persica,iningla,68,new
bomysta,mesterf,97,new
disingu,plareed,87,new
angessa,engally,98,new
clopect,crivere,66,new
amatera,webruic,142,new
edisted,allopti,103,new
vervide,memsere,100,new
proffin,thramon,115,new
witypro,asplati,89,new
edisted,webruic,146,new
witypro,relysta,113,new
mempise,crivere,76,new
witypro,mestead,134,new
scrunne,articlu,75,new
tueredo,betwerv,101,new
maricts,kentsia,77,new
finglam,perecti,141,new
