stringA,stringB,itemNumber,type
octeste,subvick,50,original
amatera,finglam,44,original
bengsta,maricts,4,original
persica,larshic,6,original
caltsio,clopect,16,original
opelese,quingel,45,original
thinatu,commari,30,original
heashes,supplic,49,original
splenne,engally,28,original
sersimi,mervirs,21,original
systess,wilysta,25,original
spanoth,allysti,15,original
mesterf,expisho,26,original
chertin,bomysta,36,original
plareed,throvic,20,original
talisti,witypro,38,original
wessish,betwerv,18,original
loarlai,articlu,14,original
asplati,iningla,7,original
thramon,shaptur,17,original
crivere,uranged,12,original
forsith,defasom,8,original
kentsia,locidev,27,original
retsits,howaymb,48,original
agallea,strompa,13,original
dockles,angessa,31,original
vervide,relysta,19,original
gremsev,cortsio,24,original
dakinge,mesimie,23,original
chanywa,prensta,32,original
mempise,hignoth,9,original
abysted,pariono,11,original
webruic,segessa,41,original
prothly,afrithe,34,original
numersi,messago,3,original
compide,sertsim,29,original
digiday,ancessa,39,original
micaust,ostallo,22,original
menclar,scrunne,5,original
allopti,walthel,10,original
rundsop,mesects,35,original
currimi,memsere,37,original
disingu,perecti,33,original
proffin,tueredo,42,original
proffic,nathess,47,original
grappor,mestead,43,original
quarban,edisted,46,original
dispont,smadian,2,original
comorti,tessigg,1,original
prompan,screnta,40,original
walthel,proffin,95,new
articlu,ostallo,54,new
segessa,strompa,113,new
angessa,articlu,81,new
allopti,screnta,90,new
agallea,supplic,132,new
crivere,strompa,79,new
chanywa,octeste,131,new
commari,memsere,91,new
dakinge,forsith,77,new
disingu,segessa,125,new
bomysta,talisti,124,new
mesterf,defasom,59,new
relysta,howaymb,128,new
larshic,amatera,96,new
thramon,webruic,108,new
retsits,betwerv,139,new
articlu,sersimi,51,new
quarban,mesects,144,new
expisho,sersimi,89,new
rundsop,mesterf,117,new
larshic,walthel,76,new
wessish,quarban,146,new
opelese,prompan,129,new
micaust,mesects,94,new
ancessa,quingel,122,new
persica,menclar,63,new
howaymb,sertsim,145,new
retsits,currimi,140,new
kentsia,compide,104,new
talisti,dockles,116,new
articlu,scrunne,78,new
persica,bomysta,86,new
prompan,sersimi,92,new
micaust,loarlai,62,new
edisted,shaptur,112,new
thramon,abysted,57,new
engally,segessa,99,new
maricts,retsits,114,new
spanoth,allopti,68,new
ancessa,webruic,137,new
digiday,systess,109,new
perecti,bomysta,118,new
mesimie,supplic,136,new
messago,menclar,69,new
digiday,afrithe,141,new
smadian,clopect,72,new
compide,angessa,97,new
mesimie,larshic,61,new
disingu,hignoth,83,new
perecti,dockles,111,new
mesimie,strompa,67,new
numersi,afrithe,82,new
prompan,amatera,126,new
chertin,maricts,84,new
quingel,plareed,130,new
loarlai,locidev,88,new
screnta,chanywa,127,new
retsits,numersi,103,new
edisted,dakinge,123,new
wilysta,prensta,107,new
quarban,screnta,121,new
uranged,messago,74,new
afrithe,proffic,134,new
webruic,systess,110,new
loarlai,abysted,60,new
digiday,caltsio,100,new
quarban,plareed,143,new
prompan,crivere,105,new
walthel,webruic,106,new
witypro,octeste,142,new
crivere,betwerv,58,new
pariono,micaust,80,new
comorti,systess,64,new
asplati,gremsev,55,new
sersimi,disingu,102,new
abysted,mesterf,53,new
smadian,subvick,148,new
cortsio,prothly,101,new
sertsim,maricts,75,new
proffic,asplati,135,new
bomysta,retsits,150,new
allopti,chertin,85,new
perecti,currimi,119,new
scrunne,proffic,93,new
menclar,ostallo,66,new
expisho,wessish,87,new
hignoth,strompa,52,new
iningla,caltsio,71,new
retsits,quingel,133,new
quingel,loarlai,120,new
currimi,relysta,115,new
locidev,smadian,73,new
messago,subvick,149,new
caltsio,throvic,65,new
clopect,relysta,56,new
cortsio,uranged,70,new
dispont,retsits,98,new
rundsop,mestead,138,new
prothly,ancessa,147,new
