stringA,stringB,itemNumber,type
opelese,quingel,45,original
mesimie,dakinge,23,original
afrithe,prothly,34,original
talisti,witypro,38,original
kentsia,locidev,27,original
messago,numersi,3,original
persica,larshic,6,original
walthel,allopti,10,original
pariono,abysted,11,original
cortsio,gremsev,24,original
prensta,chanywa,32,original
screnta,prompan,40,original
agallea,strompa,13,original
heashes,supplic,49,original
thramon,shaptur,17,original
smadian,dispont,2,original
amatera,finglam,44,original
segessa,webruic,41,original
octeste,subvick,50,original
ancessa,digiday,39,original
hignoth,mempise,9,original
systess,wilysta,25,original
spanoth,allysti,15,original
tueredo,proffin,42,original
splenne,engally,28,original
betwerv,wessish,18,original
micaust,ostallo,22,original
rundsop,mesects,35,original
maricts,bengsta,4,original
clopect,caltsio,16,original
disingu,perecti,33,original
expisho,mesterf,26,original
articlu,loarlai,14,original
commari,thinatu,30,original
mervirs,sersimi,21,original
currimi,memsere,37,original
iningla,asplati,7,original
compide,sertsim,29,original
comorti,tessigg,1,original
uranged,crivere,12,original
throvic,plareed,20,original
bomysta,chertin,36,original
quarban,edisted,46,original
howaymb,retsits,48,original
proffic,nathess,47,original
vervide,relysta,19,original
grappor,mestead,43,original
dockles,angessa,31,original
defasom,forsith,8,original
menclar,scrunne,5,original
thramon,digiday,99,new
vervide,memsere,114,new
cortsio,howaymb,131,new
chertin,locidev,100,new
mervirs,pariono,80,new
gremsev,talisti,93,new
opelese,uranged,94,new
caltsio,subvick,142,new
forsith,numersi,55,new
hignoth,webruic,109,new
digiday,mestead,135,new
dakinge,heashes,123,new
mesterf,dockles,95,new
supplic,memsere,121,new
thramon,witypro,119,new
subvick,nathess,128,new
howaymb,afrithe,150,new
allysti,ancessa,117,new
rundsop,afrithe,101,new
octeste,webruic,130,new
quarban,angessa,125,new
wessish,quarban,137,new
prothly,persica,87,new
chertin,proffin,146,new
segessa,prompan,140,new
sertsim,subvick,149,new
persica,dispont,70,new
segessa,gremsev,111,new
opelese,wilysta,138,new
messago,engally,72,new
spanoth,quarban,139,new
ostallo,articlu,58,new
caltsio,prompan,96,new
screnta,finglam,134,new
walthel,proffin,107,new
wilysta,bengsta,65,new
agallea,webruic,97,new
allysti,amatera,92,new
dispont,plareed,56,new
asplati,dispont,63,new
perecti,locidev,120,new
witypro,angessa,108,new
thinatu,uranged,90,new
prompan,sertsim,127,new
gremsev,hignoth,78,new
chanywa,screnta,143,new
tueredo,numersi,88,new
smadian,webruic,85,new
screnta,dakinge,102,new
mervirs,bengsta,71,new
subvick,segessa,148,new
dockles,heashes,136,new
spanoth,larshic,76,new
mesimie,abysted,57,new
mesterf,uranged,82,new
mesimie,mempise,67,new
articlu,thramon,69,new
strompa,wessish,64,new
talisti,disingu,113,new
allopti,sersimi,54,new
proffic,mesterf,129,new
subvick,ostallo,145,new
proffin,asplati,110,new
gremsev,screnta,103,new
larshic,mesterf,79,new
systess,mempise,62,new
finglam,heashes,124,new
chertin,webruic,133,new
forsith,abysted,74,new
comorti,spanoth,52,new
webruic,asplati,118,new
angessa,digiday,126,new
mesects,wilysta,105,new
mesterf,allopti,77,new
engally,tessigg,73,new
pariono,webruic,116,new
articlu,nathess,91,new
wessish,subvick,144,new
crivere,menclar,66,new
proffic,thramon,147,new
perecti,numersi,75,new
dockles,thramon,81,new
articlu,smadian,59,new
amatera,supplic,122,new
menclar,splenne,51,new
comorti,agallea,68,new
dakinge,mestead,112,new
micaust,sersimi,83,new
dockles,ancessa,104,new
hignoth,numersi,61,new
prothly,cortsio,106,new
webruic,bengsta,86,new
mempise,caltsio,53,new
smadian,engally,60,new
quarban,ancessa,141,new
grappor,relysta,115,new
quarban,prensta,132,new
memsere,allopti,89,new
sertsim,dockles,98,new
engally,wessish,84,new
