stringA,stringB,itemNumber,type
mesterf,expisho,26,original
angessa,dockles,31,original
sersimi,mervirs,21,original
segessa,webruic,41,original
tessigg,comorti,1,original
smadian,dispont,2,original
retsits,howaymb,48,original
sertsim,compide,29,original
messago,numersi,3,original
memsere,currimi,37,original
opelese,quingel,45,original
nathess,proffic,47,original
chertin,bomysta,36,original
screnta,prompan,40,original
asplati,iningla,7,original
systess,wilysta,25,original
amatera,finglam,44,original
octeste,subvick,50,original
spanoth,allysti,15,original
ostallo,micaust,22,original
edisted,quarban,46,original
scrunne,menclar,5,original
forsith,defasom,8,original
perecti,disingu,33,original
caltsio,clopect,16,original
prothly,afrithe,34,original
chanywa,prensta,32,original
strompa,agallea,13,original
engally,splenne,28,original
betwerv,wessish,18,original
digiday,ancessa,39,original
proffin,tueredo,42,original
uranged,crivere,12,original
vervide,relysta,19,original
dakinge,mesimie,23,original
larshic,persica,6,original
throvic,plareed,20,original
maricts,bengsta,4,original
commari,thinatu,30,original
mempise,hignoth,9,original
gremsev,cortsio,24,original
supplic,heashes,49,original
grappor,mestead,43,original
witypro,talisti,38,original
allopti,walthel,10,original
articlu,loarlai,14,original
rundsop,mesects,35,original
abysted,pariono,11,original
locidev,kentsia,27,original
shaptur,thramon,17,original
thinatu,engally,99,new
dispont,prensta,60,new
heashes,quingel,148,new
abysted,agallea,62,new
edisted,commari,136,new
quarban,messago,91,new
wilysta,perecti,113,new
commari,segessa,129,new
menclar,edisted,104,new
smadian,comorti,66,new
quarban,tueredo,144,new
edisted,allopti,114,new
ancessa,vervide,116,new
bomysta,retsits,150,new
mervirs,crivere,54,new
vervide,memsere,118,new
finglam,mestead,133,new
ancessa,allysti,108,new
persica,micaust,51,new
nathess,articlu,101,new
rundsop,messago,88,new
webruic,forsith,117,new
proffin,opelese,121,new
strompa,messago,59,new
plareed,comorti,58,new
retsits,locidev,128,new
memsere,commari,93,new
quingel,messago,111,new
plareed,webruic,120,new
angessa,strompa,82,new
compide,sertsim,100,new
dispont,bengsta,76,new
thramon,dockles,89,new
uranged,messago,78,new
articlu,loarlai,55,new
retsits,proffin,130,new
afrithe,commari,98,new
webruic,walthel,97,new
subvick,cortsio,139,new
perecti,webruic,135,new
heashes,disingu,122,new
dakinge,afrithe,92,new
mesimie,chanywa,112,new
perecti,digiday,138,new
iningla,smadian,56,new
plareed,howaymb,126,new
currimi,chertin,149,new
kentsia,betwerv,84,new
chertin,allysti,81,new
opelese,articlu,115,new
smadian,menclar,73,new
amatera,grappor,141,new
spanoth,subvick,143,new
dispont,crivere,65,new
uranged,spanoth,69,new
gremsev,screnta,119,new
bengsta,locidev,75,new
abysted,tessigg,77,new
messago,prothly,90,new
spanoth,engally,83,new
currimi,relysta,109,new
mempise,forsith,52,new
vervide,scrunne,79,new
iningla,agallea,68,new
maricts,relysta,64,new
engally,forsith,85,new
amatera,betwerv,96,new
grappor,sertsim,142,new
dakinge,screnta,107,new
vervide,walthel,61,new
octeste,dakinge,134,new
defasom,relysta,67,new
wilysta,octeste,140,new
bomysta,heashes,146,new
walthel,mempise,74,new
tessigg,menclar,53,new
afrithe,quarban,132,new
tessigg,howaymb,124,new
ostallo,menclar,70,new
disingu,mestead,123,new
grappor,wessish,106,new
perecti,comorti,57,new
mesects,engally,105,new
sersimi,finglam,147,new
retsits,strompa,94,new
mestead,bomysta,145,new
iningla,tessigg,63,new
bengsta,engally,71,new
finglam,prensta,137,new
commari,heashes,131,new
ancessa,disingu,95,new
comorti,octeste,102,new
prensta,menclar,86,new
loarlai,micaust,80,new
iningla,splenne,72,new
finglam,ancessa,125,new
commari,tueredo,127,new
ostallo,proffin,110,new
mesimie,clopect,87,new
edisted,numersi,103,new
