stringA,stringB,itemNumber,type
hignoth,mempise,9,original
kentsia,locidev,27,original
screnta,prompan,40,original
bengsta,maricts,4,original
loarlai,articlu,14,original
angessa,dockles,31,original
thramon,shaptur,17,original
tessigg,comorti,1,original
tueredo,proffin,42,original
mesimie,dakinge,23,original
thinatu,commari,30,original
opelese,quingel,45,original
amatera,finglam,44,original
cortsio,gremsev,24,original
messago,numersi,3,original
asplati,iningla,7,original
mestead,grappor,43,original
memsere,currimi,37,original
agallea,strompa,13,original
systess,wilysta,25,original
scrunne,menclar,5,original
persica,larshic,6,original
plareed,throvic,20,original
heashes,supplic,49,original
smadian,dispont,2,original
proffic,nathess,47,original
chanywa,prensta,32,original
bomysta,chertin,36,original
prothly,afrithe,34,original
disingu,perecti,33,original
howaymb,retsits,48,original
webruic,segessa,41,original
quarban,edisted,46,original
micaust,ostallo,22,original
allopti,walthel,10,original
engally,splenne,28,original
digiday,ancessa,39,original
clopect,caltsio,16,original
vervide,relysta,19,original
expisho,mesterf,26,original
betwerv,wessish,18,original
allysti,spanoth,15,original
rundsop,mesects,35,original
mervirs,sersimi,21,original
witypro,talisti,38,original
abysted,pariono,11,original
uranged,crivere,12,original
compide,sertsim,29,original
subvick,octeste,50,original
defasom,forsith,8,original
menclar,octeste,127,new
allysti,forsith,64,new
scrunne,wilysta,70,new
plareed,mervirs,89,new
dispont,crivere,76,new
prensta,quingel,135,new
thramon,grappor,93,new
spanoth,larshic,52,new
iningla,agallea,58,new
angessa,witypro,91,new
mesimie,quarban,124,new
tueredo,grappor,122,new
angessa,digiday,145,new
splenne,howaymb,144,new
comorti,tueredo,88,new
clopect,heashes,143,new
dakinge,bengsta,65,new
larshic,messago,66,new
scrunne,gremsev,63,new
throvic,splenne,90,new
plareed,menclar,53,new
screnta,gremsev,118,new
prompan,octeste,148,new
mestead,gremsev,94,new
commari,sertsim,97,new
chertin,grappor,147,new
quarban,tessigg,99,new
vervide,edisted,116,new
larshic,opelese,98,new
systess,finglam,123,new
smadian,quingel,114,new
iningla,mestead,83,new
commari,messago,80,new
bomysta,ancessa,130,new
kentsia,iningla,68,new
plareed,numersi,60,new
crivere,iningla,79,new
edisted,dockles,138,new
forsith,uranged,67,new
maricts,prensta,62,new
caltsio,allysti,56,new
subvick,thramon,139,new
iningla,scrunne,54,new
plareed,larshic,77,new
nathess,prothly,142,new
subvick,mesimie,141,new
proffic,segessa,133,new
systess,proffic,134,new
numersi,amatera,81,new
chanywa,mesterf,96,new
octeste,allopti,149,new
prompan,relysta,110,new
subvick,nathess,136,new
heashes,subvick,137,new
spanoth,maricts,73,new
menclar,wessish,61,new
tessigg,disingu,84,new
octeste,shaptur,121,new
sertsim,dockles,92,new
vervide,amatera,95,new
bengsta,expisho,74,new
dockles,retsits,125,new
finglam,messago,106,new
pariono,grappor,112,new
bomysta,retsits,132,new
iningla,thinatu,72,new
dockles,splenne,115,new
splenne,rundsop,107,new
dakinge,systess,85,new
supplic,crivere,150,new
mesimie,chanywa,101,new
finglam,smadian,104,new
persica,subvick,131,new
perecti,compide,108,new
thinatu,witypro,102,new
proffic,relysta,128,new
comorti,mestead,82,new
currimi,wessish,113,new
kentsia,mempise,69,new
sertsim,dispont,71,new
ostallo,articlu,59,new
chanywa,pariono,86,new
chertin,prothly,119,new
supplic,spanoth,140,new
mempise,plareed,57,new
vervide,loarlai,75,new
loarlai,proffic,146,new
amatera,engally,126,new
mestead,wilysta,111,new
chertin,articlu,87,new
retsits,strompa,109,new
edisted,supplic,129,new
iningla,nathess,117,new
chanywa,mesects,103,new
walthel,proffin,105,new
bomysta,kentsia,120,new
gremsev,crivere,51,new
defasom,smadian,55,new
engally,tueredo,100,new
betwerv,persica,78,new
