stringA,stringB,itemNumber,type
amatera,finglam,44,original
agallea,strompa,13,original
systess,wilysta,25,original
chertin,bomysta,36,original
splenne,engally,28,original
nathess,proffic,47,original
hignoth,mempise,9,original
relysta,vervide,19,original
wessish,betwerv,18,original
kentsia,locidev,27,original
pariono,abysted,11,original
screnta,prompan,40,original
tueredo,proffin,42,original
caltsio,clopect,16,original
mesimie,dakinge,23,original
opelese,quingel,45,original
sersimi,mervirs,21,original
forsith,defasom,8,original
talisti,witypro,38,original
retsits,howaymb,48,original
heashes,supplic,49,original
segessa,webruic,41,original
bengsta,maricts,4,original
memsere,currimi,37,original
octeste,subvick,50,original
rundsop,mesects,35,original
dockles,angessa,31,original
grappor,mestead,43,original
quarban,edisted,46,original
chanywa,prensta,32,original
micaust,ostallo,22,original
digiday,ancessa,39,original
iningla,asplati,7,original
uranged,crivere,12,original
allysti,spanoth,15,original
expisho,mesterf,26,original
throvic,plareed,20,original
disingu,perecti,33,original
allopti,walthel,10,original
shaptur,thramon,17,original
dispont,smadian,2,original
gremsev,cortsio,24,original
commari,thinatu,30,original
comorti,tessigg,1,original
numersi,messago,3,original
larshic,persica,6,original
articlu,loarlai,14,original
menclar,scrunne,5,original
prothly,afrithe,34,original
compide,sertsim,29,original
numersi,nathess,119,new
dockles,heashes,131,new
gremsev,perecti,97,new
spanoth,mervirs,67,new
asplati,webruic,116,new
afrithe,abysted,81,new
prompan,scrunne,89,new
relysta,prompan,103,new
vervide,talisti,100,new
locidev,prensta,109,new
grappor,talisti,129,new
prensta,iningla,82,new
subvick,angessa,121,new
prensta,comorti,72,new
bomysta,mestead,144,new
commari,tueredo,125,new
persica,abysted,54,new
digiday,crivere,96,new
uranged,hignoth,57,new
thramon,uranged,76,new
smadian,larshic,61,new
dockles,splenne,98,new
larshic,amatera,108,new
vervide,asplati,59,new
kentsia,mempise,75,new
dispont,bengsta,69,new
grappor,prensta,137,new
expisho,mesects,92,new
asplati,numersi,74,new
thinatu,larshic,60,new
menclar,octeste,145,new
afrithe,compide,118,new
sersimi,abysted,78,new
dockles,perecti,106,new
caltsio,subvick,149,new
numersi,heashes,111,new
octeste,wilysta,134,new
kentsia,howaymb,136,new
mervirs,forsith,64,new
howaymb,edisted,135,new
prompan,walthel,99,new
messago,numersi,53,new
mestead,disingu,138,new
rundsop,mesterf,113,new
sertsim,larshic,70,new
chertin,witypro,141,new
octeste,allopti,139,new
asplati,larshic,52,new
octeste,clopect,123,new
systess,bomysta,104,new
witypro,bengsta,87,new
currimi,amatera,146,new
walthel,menclar,58,new
prompan,forsith,101,new
heashes,grappor,124,new
proffin,bengsta,91,new
segessa,numersi,86,new
quarban,nathess,126,new
mervirs,cortsio,84,new
compide,screnta,114,new
webruic,loarlai,110,new
splenne,allopti,88,new
abysted,pariono,62,new
wilysta,perecti,93,new
tessigg,commari,56,new
screnta,quingel,150,new
sersimi,betwerv,90,new
amatera,quarban,122,new
octeste,digiday,147,new
bengsta,larshic,55,new
compide,bengsta,51,new
systess,larshic,71,new
ancessa,subvick,143,new
witypro,splenne,105,new
proffic,octeste,148,new
afrithe,quarban,140,new
prompan,mesimie,107,new
mesimie,engally,85,new
maricts,prensta,73,new
engally,ancessa,117,new
proffic,chertin,127,new
dispont,caltsio,80,new
dockles,systess,102,new
throvic,chertin,94,new
kentsia,comorti,79,new
expisho,heashes,142,new
retsits,dakinge,130,new
tessigg,uranged,63,new
numersi,retsits,112,new
clopect,agallea,66,new
pariono,maricts,65,new
thramon,clopect,68,new
perecti,finglam,128,new
thramon,prothly,83,new
supplic,mesects,133,new
segessa,bomysta,132,new
pariono,dakinge,77,new
mesterf,prothly,95,new
articlu,retsits,120,new
systess,chanywa,115,new
