stringA,stringB,itemNumber,type
sersimi,mervirs,21,original
amatera,finglam,44,original
smadian,dispont,2,original
angessa,dockles,31,original
crivere,uranged,12,original
thramon,shaptur,17,original
opelese,quingel,45,original
agallea,strompa,13,original
kentsia,locidev,27,original
tueredo,proffin,42,original
forsith,defasom,8,original
thinatu,commari,30,original
asplati,iningla,7,original
wessish,betwerv,18,original
talisti,witypro,38,original
spanoth,allysti,15,original
messago,numersi,3,original
heashes,supplic,49,original
sertsim,compide,29,original
perecti,disingu,33,original
ostallo,micaust,22,original
hignoth,mempise,9,original
nathess,proffic,47,original
edisted,quarban,46,original
tessigg,comorti,1,original
throvic,plareed,20,original
dakinge,mesimie,23,original
subvick,octeste,50,original
digiday,ancessa,39,original
chanywa,prensta,32,original
engally,splenne,28,original
vervide,relysta,19,original
wilysta,systess,25,original
webruic,segessa,41,original
allopti,walthel,10,original
bomysta,chertin,36,original
prompan,screnta,40,original
howaymb,retsits,48,original
larshic,persica,6,original
expisho,mesterf,26,original
clopect,caltsio,16,original
rundsop,mesects,35,original
gremsev,cortsio,24,original
menclar,scrunne,5,original
maricts,bengsta,4,original
articlu,loarlai,14,original
currimi,memsere,37,original
abysted,pariono,11,original
grappor,mestead,43,original
prothly,afrithe,34,original
prensta,vervide,86,new
prompan,edisted,123,new
mervirs,memsere,117,new
subvick,walthel,136,new
mesterf,defasom,69,new
heashes,compide,131,new
comorti,edisted,108,new
quingel,mestead,130,new
opelese,prothly,150,new
mesterf,compide,106,new
subvick,ostallo,142,new
micaust,loarlai,73,new
mestead,engally,127,new
rundsop,sertsim,115,new
supplic,ostallo,137,new
plareed,uranged,51,new
nathess,witypro,141,new
clopect,nathess,102,new
proffic,bengsta,100,new
loarlai,vervide,71,new
walthel,quarban,109,new
prensta,rundsop,105,new
bengsta,micaust,55,new
prompan,smadian,85,new
expisho,bengsta,78,new
menclar,sersimi,56,new
compide,perecti,114,new
iningla,ostallo,66,new
micaust,forsith,52,new
shaptur,screnta,104,new
nathess,defasom,97,new
prothly,talisti,134,new
afrithe,engally,113,new
articlu,thinatu,90,new
forsith,proffic,145,new
bengsta,uranged,70,new
retsits,mervirs,149,new
memsere,articlu,81,new
mesterf,expisho,83,new
grappor,messago,94,new
perecti,gremsev,101,new
nathess,iningla,95,new
commari,thinatu,98,new
retsits,iningla,103,new
pariono,wilysta,74,new
smadian,locidev,77,new
expisho,ostallo,89,new
forsith,abysted,64,new
prompan,ostallo,99,new
splenne,wilysta,82,new
ostallo,quarban,132,new
proffin,mesects,148,new
mesects,iningla,84,new
expisho,persica,67,new
persica,allysti,75,new
proffic,mestead,143,new
relysta,quarban,146,new
webruic,forsith,118,new
articlu,tessigg,54,new
pariono,larshic,62,new
thramon,witypro,112,new
ancessa,subvick,139,new
comorti,loarlai,53,new
tueredo,webruic,135,new
relysta,articlu,57,new
commari,pariono,87,new
dispont,agallea,63,new
clopect,forsith,72,new
memsere,gremsev,116,new
nathess,wilysta,129,new
amatera,currimi,125,new
uranged,edisted,96,new
amatera,prothly,133,new
asplati,micaust,80,new
subvick,cortsio,121,new
segessa,rundsop,138,new
digiday,crivere,91,new
finglam,talisti,147,new
dispont,perecti,61,new
webruic,scrunne,120,new
tessigg,betwerv,68,new
agallea,prompan,119,new
edisted,webruic,140,new
witypro,memsere,128,new
talisti,engally,110,new
witypro,perecti,122,new
angessa,maricts,76,new
systess,digiday,92,new
tueredo,dispont,88,new
thramon,quingel,124,new
comorti,mesterf,60,new
grappor,mesects,126,new
webruic,plareed,107,new
strompa,cortsio,59,new
articlu,crivere,79,new
mestead,shaptur,93,new
prompan,amatera,144,new
dispont,afrithe,65,new
prothly,mesimie,111,new
comorti,perecti,58,new
