stringA,stringB,itemNumber,type
ostallo,micaust,22,original
afrithe,prothly,34,original
opelese,quingel,45,original
scrunne,menclar,5,original
systess,wilysta,25,original
heashes,supplic,49,original
tessigg,comorti,1,original
walthel,allopti,10,original
screnta,prompan,40,original
mesterf,expisho,26,original
caltsio,clopect,16,original
amatera,finglam,44,original
nathess,proffic,47,original
talisti,witypro,38,original
smadian,dispont,2,original
perecti,disingu,33,original
edisted,quarban,46,original
forsith,defasom,8,original
splenne,engally,28,original
tueredo,proffin,42,original
mesects,rundsop,35,original
memsere,currimi,37,original
retsits,howaymb,48,original
spanoth,allysti,15,original
relysta,vervide,19,original
commari,thinatu,30,original
maricts,bengsta,4,original
numersi,messago,3,original
dakinge,mesimie,23,original
subvick,octeste,50,original
locidev,kentsia,27,original
larshic,persica,6,original
mervirs,sersimi,21,original
bomysta,chertin,36,original
betwerv,wessish,18,original
articlu,loarlai,14,original
shaptur,thramon,17,original
compide,sertsim,29,original
grappor,mestead,43,original
mempise,hignoth,9,original
digiday,ancessa,39,original
webruic,segessa,41,original
iningla,asplati,7,original
throvic,plareed,20,original
gremsev,cortsio,24,original
abysted,pariono,11,original
uranged,crivere,12,original
chanywa,prensta,32,original
strompa,agallea,13,original
dockles,angessa,31,original
mempise,walthel,64,new
dispont,agallea,54,new
edisted,chanywa,132,new
splenne,howaymb,128,new
bomysta,mesects,103,new
walthel,proffin,111,new
amatera,articlu,119,new
angessa,dockles,91,new
spanoth,proffic,123,new
sersimi,strompa,67,new
heashes,engally,147,new
mestead,howaymb,135,new
angessa,engally,92,new
asplati,wilysta,66,new
sersimi,prothly,100,new
strompa,scrunne,80,new
splenne,mempise,68,new
abysted,edisted,95,new
agallea,currimi,90,new
webruic,cortsio,104,new
commari,splenne,113,new
digiday,walthel,118,new
grappor,crivere,99,new
ancessa,quarban,140,new
prothly,retsits,138,new
heashes,locidev,127,new
memsere,throvic,94,new
quarban,prensta,126,new
micaust,retsits,131,new
dakinge,memsere,93,new
scrunne,digiday,82,new
throvic,hignoth,72,new
chertin,micaust,114,new
iningla,scrunne,62,new
digiday,perecti,137,new
uranged,talisti,87,new
loarlai,prothly,89,new
ancessa,wilysta,102,new
digiday,tueredo,136,new
walthel,menclar,73,new
smadian,mempise,69,new
larshic,heashes,98,new
thinatu,howaymb,143,new
throvic,heashes,125,new
wilysta,opelese,134,new
systess,dockles,105,new
caltsio,allysti,60,new
cortsio,currimi,97,new
thramon,chanywa,86,new
heashes,dispont,112,new
nathess,witypro,142,new
allysti,relysta,55,new
chanywa,systess,108,new
mesterf,dispont,51,new
prompan,talisti,129,new
quarban,asplati,110,new
sersimi,supplic,133,new
currimi,ancessa,130,new
articlu,relysta,77,new
messago,grappor,96,new
mempise,systess,71,new
hignoth,engally,83,new
opelese,webruic,144,new
crivere,witypro,101,new
ancessa,engally,117,new
pariono,digiday,116,new
perecti,quarban,121,new
spanoth,menclar,65,new
asplati,shaptur,70,new
subvick,ancessa,150,new
defasom,wessish,56,new
allysti,smadian,78,new
kentsia,allopti,61,new
relysta,iningla,74,new
heashes,expisho,139,new
numersi,ostallo,63,new
chanywa,mesterf,115,new
shaptur,scrunne,76,new
talisti,bomysta,148,new
proffin,chertin,149,new
quingel,ancessa,145,new
numersi,mesimie,75,new
currimi,persica,88,new
numersi,perecti,59,new
edisted,vervide,120,new
menclar,smadian,58,new
forsith,uranged,53,new
maricts,forsith,57,new
currimi,crivere,81,new
mesects,prompan,124,new
numersi,opelese,107,new
grappor,splenne,141,new
comorti,spanoth,79,new
prompan,heashes,122,new
locidev,cortsio,85,new
forsith,finglam,106,new
mervirs,loarlai,52,new
bomysta,prensta,109,new
relysta,gremsev,84,new
supplic,screnta,146,new
