stringA,stringB,itemNumber,type
tessigg,comorti,1,original
ancessa,digiday,39,original
caltsio,clopect,16,original
nathess,proffic,47,original
segessa,webruic,41,original
mesects,rundsop,35,original
agallea,strompa,13,original
tueredo,proffin,42,original
spanoth,allysti,15,original
kentsia,locidev,27,original
persica,larshic,6,original
plareed,throvic,20,original
afrithe,prothly,34,original
octeste,subvick,50,original
thramon,shaptur,17,original
mestead,grappor,43,original
systess,wilysta,25,original
amatera,finglam,44,original
relysta,vervide,19,original
heashes,supplic,49,original
forsith,defasom,8,original
cortsio,gremsev,24,original
memsere,currimi,37,original
angessa,dockles,31,original
screnta,prompan,40,original
quarban,edisted,46,original
quingel,opelese,45,original
mervirs,sersimi,21,original
menclar,scrunne,5,original
howaymb,retsits,48,original
commari,thinatu,30,original
iningla,asplati,7,original
compide,sertsim,29,original
uranged,crivere,12,original
disingu,perecti,33,original
micaust,ostallo,22,original
allopti,walthel,10,original
witypro,talisti,38,original
numersi,messago,3,original
bomysta,chertin,36,original
engally,splenne,28,original
chanywa,prensta,32,original
articlu,loarlai,14,original
dakinge,mesimie,23,original
dispont,smadian,2,original
betwerv,wessish,18,original
maricts,bengsta,4,original
abysted,pariono,11,original
expisho,mesterf,26,original
mempise,hignoth,9,original
caltsio,howaymb,130,new
vervide,pariono,75,new
mesterf,defasom,55,new
angessa,clopect,82,new
messago,compide,59,new
talisti,prothly,150,new
retsits,gremsev,124,new
rundsop,cortsio,95,new
mesterf,bomysta,91,new
currimi,talisti,145,new
hignoth,subvick,148,new
walthel,dockles,90,new
finglam,plareed,140,new
proffic,bengsta,117,new
chanywa,chertin,104,new
iningla,scrunne,66,new
prompan,sersimi,112,new
proffin,smadian,99,new
mesects,quarban,144,new
sersimi,digiday,93,new
thramon,vervide,56,new
relysta,maricts,80,new
comorti,loarlai,61,new
larshic,spanoth,67,new
splenne,vervide,89,new
tueredo,throvic,102,new
wilysta,perecti,120,new
tueredo,abysted,119,new
proffic,nathess,141,new
allopti,mesimie,68,new
segessa,howaymb,131,new
clopect,caltsio,52,new
splenne,prothly,92,new
micaust,mesects,98,new
supplic,ostallo,122,new
shaptur,mestead,109,new
kentsia,quingel,142,new
opelese,shaptur,100,new
amatera,rundsop,128,new
maricts,sertsim,57,new
relysta,witypro,118,new
gremsev,mesects,103,new
agallea,webruic,101,new
wilysta,messago,70,new
subvick,mesterf,129,new
hignoth,allopti,73,new
clopect,thinatu,86,new
maricts,splenne,74,new
persica,mempise,76,new
amatera,dakinge,110,new
vervide,bengsta,79,new
throvic,octeste,138,new
thinatu,comorti,65,new
allopti,forsith,51,new
ostallo,defasom,62,new
allysti,forsith,72,new
mempise,walthel,77,new
plareed,betwerv,87,new
webruic,thinatu,149,new
howaymb,bengsta,132,new
forsith,subvick,126,new
chanywa,segessa,146,new
mesects,numersi,85,new
amatera,webruic,133,new
octeste,numersi,134,new
relysta,larshic,58,new
subvick,messago,123,new
micaust,talisti,113,new
mervirs,mesimie,81,new
quingel,loarlai,105,new
dockles,mestead,127,new
micaust,messago,71,new
sertsim,prompan,147,new
micaust,opelese,107,new
loarlai,vervide,78,new
larshic,opelese,116,new
prensta,webruic,139,new
mervirs,pariono,60,new
mestead,witypro,121,new
finglam,wessish,115,new
loarlai,expisho,83,new
micaust,forsith,63,new
proffic,talisti,135,new
systess,commari,111,new
sersimi,numersi,53,new
proffin,walthel,97,new
pariono,iningla,69,new
defasom,opelese,94,new
wessish,micaust,88,new
screnta,supplic,125,new
thramon,prothly,84,new
mervirs,screnta,96,new
mestead,mervirs,114,new
commari,messago,64,new
kentsia,allopti,54,new
sertsim,disingu,108,new
subvick,agallea,136,new
angessa,quingel,137,new
bomysta,wessish,106,new
retsits,currimi,143,new
