stringA,stringB,itemNumber,type
persica,larshic,6,original
plareed,throvic,20,original
thinatu,commari,30,original
systess,wilysta,25,original
tessigg,comorti,1,original
heashes,supplic,49,original
caltsio,clopect,16,original
retsits,howaymb,48,original
edisted,quarban,46,original
forsith,defasom,8,original
hignoth,mempise,9,original
walthel,allopti,10,original
splenne,engally,28,original
amatera,finglam,44,original
mesects,rundsop,35,original
perecti,disingu,33,original
thramon,shaptur,17,original
cortsio,gremsev,24,original
mesimie,dakinge,23,original
asplati,iningla,7,original
spanoth,allysti,15,original
agallea,strompa,13,original
tueredo,proffin,42,original
bengsta,maricts,4,original
chertin,bomysta,36,original
menclar,scrunne,5,original
uranged,crivere,12,original
witypro,talisti,38,original
quingel,opelese,45,original
expisho,mesterf,26,original
micaust,ostallo,22,original
grappor,mestead,43,original
compide,sertsim,29,original
chanywa,prensta,32,original
mervirs,sersimi,21,original
betwerv,wessish,18,original
vervide,relysta,19,original
dockles,angessa,31,original
numersi,messago,3,original
articlu,loarlai,14,original
prompan,screnta,40,original
webruic,segessa,41,original
digiday,ancessa,39,original
prothly,afrithe,34,original
dispont,smadian,2,original
currimi,memsere,37,original
locidev,kentsia,27,original
proffic,nathess,47,original
subvick,octeste,50,original
abysted,pariono,11,original
octeste,finglam,131,new
compide,bengsta,61,new
menclar,persica,64,new
clopect,nathess,99,new
quingel,loarlai,101,new
bengsta,numersi,76,new
ancessa,commari,108,new
clopect,forsith,78,new
heashes,subvick,135,new
shaptur,spanoth,80,new
quarban,talisti,125,new
maricts,walthel,66,new
compide,pariono,86,new
messago,iningla,68,new
throvic,tueredo,120,new
messago,chanywa,87,new
crivere,articlu,59,new
angessa,gremsev,93,new
talisti,mervirs,106,new
webruic,nathess,143,new
mesterf,subvick,148,new
ostallo,webruic,118,new
webruic,loarlai,92,new
scrunne,finglam,109,new
spanoth,mempise,54,new
articlu,messago,56,new
prensta,howaymb,142,new
quingel,ancessa,146,new
proffic,sertsim,122,new
cortsio,digiday,94,new
asplati,defasom,60,new
abysted,nathess,98,new
articlu,hignoth,65,new
subvick,opelese,128,new
quarban,angessa,150,new
systess,rundsop,103,new
expisho,retsits,144,new
maricts,splenne,62,new
finglam,tueredo,126,new
segessa,throvic,119,new
opelese,supplic,136,new
afrithe,currimi,104,new
vervide,wessish,63,new
forsith,vervide,75,new
betwerv,amatera,114,new
angessa,uranged,83,new
smadian,proffic,117,new
retsits,mempise,111,new
sertsim,finglam,149,new
relysta,vervide,84,new
cortsio,subvick,132,new
menclar,cortsio,58,new
asplati,clopect,72,new
iningla,octeste,133,new
compide,retsits,127,new
talisti,commari,95,new
expisho,splenne,89,new
shaptur,wessish,77,new
finglam,asplati,91,new
memsere,abysted,90,new
maricts,mesimie,71,new
afrithe,chanywa,115,new
howaymb,segessa,124,new
disingu,angessa,113,new
mesterf,dockles,112,new
dispont,afrithe,69,new
vervide,agallea,67,new
larshic,plareed,51,new
walthel,quarban,102,new
prompan,sersimi,107,new
opelese,bomysta,138,new
smadian,betwerv,53,new
numersi,nathess,110,new
webruic,amatera,147,new
wilysta,sersimi,85,new
proffic,perecti,139,new
currimi,talisti,140,new
ancessa,currimi,137,new
compide,loarlai,82,new
plareed,allysti,74,new
abysted,caltsio,79,new
bengsta,witypro,88,new
grappor,opelese,141,new
retsits,supplic,130,new
bomysta,nathess,123,new
mestead,chanywa,134,new
scrunne,commari,81,new
edisted,larshic,100,new
compide,smadian,52,new
angessa,witypro,96,new
kentsia,quarban,121,new
allopti,mesimie,73,new
plareed,prompan,105,new
betwerv,pariono,57,new
cortsio,rundsop,97,new
edisted,commari,129,new
tueredo,mervirs,116,new
retsits,gremsev,145,new
relysta,allopti,55,new
vervide,tessigg,70,new
