stringA,stringB,itemNumber,type
amatera,finglam,44,original
sertsim,compide,29,original
relysta,vervide,19,original
heashes,supplic,49,original
smadian,dispont,2,original
ancessa,digiday,39,original
agallea,strompa,13,original
mesterf,expisho,26,original
caltsio,clopect,16,original
thinatu,commari,30,original
thramon,shaptur,17,original
segessa,webruic,41,original
hignoth,mempise,9,original
kentsia,locidev,27,original
crivere,uranged,12,original
angessa,dockles,31,original
ostallo,micaust,22,original
cortsio,gremsev,24,original
nathess,proffic,47,original
opelese,quingel,45,original
tueredo,proffin,42,original
forsith,defasom,8,original
talisti,witypro,38,original
wessish,betwerv,18,original
perecti,disingu,33,original
wilysta,systess,25,original
maricts,bengsta,4,original
dakinge,mesimie,23,original
larshic,persica,6,original
currimi,memsere,37,original
rundsop,mesects,35,original
chanywa,prensta,32,original
bomysta,chertin,36,original
allopti,walthel,10,original
comorti,tessigg,1,original
abysted,pariono,11,original
grappor,mestead,43,original
prothly,afrithe,34,original
throvic,plareed,20,original
articlu,loarlai,14,original
iningla,asplati,7,original
prompan,screnta,40,original
allysti,spanoth,15,original
quarban,edisted,46,original
subvick,octeste,50,original
howaymb,retsits,48,original
menclar,scrunne,5,original
numersi,messago,3,original
mervirs,sersimi,21,original
engally,splenne,28,original
mempise,plareed,61,new
allopti,splenne,90,new
messago,compide,65,new
wessish,numersi,57,new
engally,nathess,140,new
locidev,sertsim,115,new
supplic,prensta,145,new
sersimi,quingel,128,new
splenne,rundsop,94,new
asplati,wilysta,73,new
mestead,expisho,110,new
currimi,octeste,129,new
rundsop,memsere,98,new
sertsim,strompa,84,new
crivere,digiday,103,new
nathess,strompa,114,new
pariono,allysti,78,new
maricts,smadian,53,new
mempise,loarlai,58,new
betwerv,octeste,144,new
asplati,howaymb,143,new
walthel,shaptur,52,new
subvick,splenne,132,new
chanywa,relysta,82,new
octeste,shaptur,147,new
forsith,gremsev,62,new
defasom,mesterf,51,new
persica,subvick,137,new
mempise,angessa,89,new
proffic,forsith,126,new
engally,angessa,99,new
compide,screnta,111,new
supplic,forsith,141,new
cortsio,webruic,120,new
kentsia,rundsop,91,new
talisti,supplic,139,new
tueredo,gremsev,101,new
asplati,strompa,68,new
micaust,cortsio,88,new
locidev,forsith,71,new
disingu,amatera,148,new
bomysta,segessa,122,new
digiday,afrithe,138,new
prensta,strompa,81,new
plareed,currimi,95,new
subvick,mesects,125,new
chertin,vervide,119,new
ancessa,disingu,102,new
wessish,allysti,76,new
throvic,agallea,72,new
finglam,amatera,150,new
comorti,walthel,70,new
smadian,subvick,135,new
talisti,locidev,112,new
compide,splenne,96,new
iningla,plareed,59,new
mervirs,hignoth,64,new
agallea,comorti,60,new
octeste,clopect,130,new
quingel,memsere,127,new
numersi,persica,67,new
dakinge,mestead,113,new
sertsim,finglam,123,new
uranged,edisted,93,new
bomysta,mesects,107,new
finglam,retsits,142,new
hignoth,wilysta,77,new
bengsta,vervide,63,new
rundsop,retsits,149,new
ostallo,chanywa,100,new
screnta,vervide,106,new
prothly,wessish,87,new
scrunne,finglam,116,new
maricts,caltsio,79,new
amatera,webruic,136,new
relysta,digiday,92,new
mervirs,walthel,54,new
relysta,articlu,75,new
defasom,messago,55,new
mesects,proffic,134,new
retsits,shaptur,131,new
spanoth,disingu,83,new
plareed,menclar,69,new
mempise,amatera,105,new
comorti,messago,66,new
mesects,dockles,108,new
grappor,forsith,104,new
systess,rundsop,97,new
chanywa,memsere,109,new
hignoth,strompa,56,new
chanywa,smadian,86,new
digiday,caltsio,117,new
sersimi,proffin,118,new
plareed,numersi,74,new
bengsta,maricts,80,new
forsith,rundsop,85,new
vervide,octeste,124,new
locidev,amatera,121,new
angessa,proffin,133,new
subvick,tueredo,146,new
